robot_2/q_mean,robot_1/q_std,robot_2/q_std,robot_1/q_mean,epsilon,_timestamp,episode,mean_final_energy,global_step,robot_1/loss,robot_3/loss,_step,std_episode_reward,total_kills_per_episode,total_charges_per_episode,_runtime,robot_2/loss,robot_3/q_mean,episode_length,total_agent_collisions_per_episode,mean_episode_reward,robot_0/loss,robot_0/q_std,robot_3/q_std,survival_rate,robot_0/q_mean
,,,,1.0,1763425295.8077378,1393.0,61.75,3534,,,1405,0.7429165498223875,0.0,2.0,78.329084173,,,2.0,0.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425296.281369,1403.0,62.0,3556,,,1415,0.7433160498738071,0.0,2.0,78.802570383,,,2.0,0.0,-0.11249999999999999,,,,3.0,
,,,,1.0,1763425296.3442147,1404.0,49.25,3560,,,1416,0.6165377117419502,0.0,4.0,78.865444495,,,4.0,1.0,0.027500000000000035,,,,2.0,
,,,,1.0,1763425296.4505272,1406.0,14.5,3566,,,1418,0.45612498287201947,1.0,2.0,78.971797532,,,4.0,3.0,-0.57,,,,2.0,
,,,,1.0,1763425296.8449593,1413.0,61.75,3584,,,1425,0.4330704330706496,0.0,1.0,79.366235366,,,2.0,1.0,-0.24,,,,3.0,
,,,,1.0,1763425296.8989968,1414.0,49.25,3586,,,1426,0.4146383966783588,0.0,1.0,79.420550014,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425297.1633072,1418.0,24.75,3597,,,1430,0.4330127018922193,0.0,0.0,79.684608312,,,2.0,0.0,-0.74,,,,1.0,
,,,,1.0,1763425297.2881796,1420.0,61.75,3602,,,1432,0.9407709604361734,0.0,3.0,79.809435418,,,3.0,2.0,0.020000000000000018,,,,3.0,
,,,,1.0,1763425297.3490357,1421.0,38.25,3605,,,1433,0.4108527716834828,1.0,2.0,79.870164428,,,3.0,3.0,-0.33999999999999997,,,,3.0,
,,,,1.0,1763425297.3911,1422.0,73.5,3607,,,1434,0.4286825748732971,0.0,0.0,79.912082304,,,2.0,1.0,-0.2475,,,,3.0,
,,,,1.0,1763425297.6775424,1427.0,49.25,3619,,,1439,0.3535533905932738,0.0,0.0,80.198654111,,,2.0,2.0,-0.49,,,,3.0,
,,,,1.0,1763425298.098215,1435.0,61.75,3637,,,1447,0.649519052838329,0.0,2.0,80.619311547,,,2.0,2.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425298.3813741,1440.0,61.5,3649,,,1452,0.4316465568031326,0.0,1.0,80.902576345,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425298.6453004,1443.0,74.0,3661,,,1455,0.5443057504748594,0.0,1.0,81.166567127,,,2.0,0.0,-0.1175,,,,3.0,
,,,,1.0,1763425298.7428057,1444.0,25.75,3665,,,1456,0.7372584350144799,1.0,5.0,81.264092935,,,4.0,5.0,-0.07999999999999996,,,,3.0,
,,,,1.0,1763425298.8401117,1445.0,23.75,3669,,,1457,0.2122940178149163,0.0,1.0,81.36145885,,,4.0,1.0,-0.6025,,,,2.0,
,,,,1.0,1763425299.0974364,1449.0,61.5,3679,,,1461,0.5579146440092785,0.0,1.0,81.61874879,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425299.3534293,1454.0,36.75,3689,,,1466,0.41081473926820106,0.0,0.0,81.874655016,,,2.0,0.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425299.4540403,1456.0,37.0,3693,,,1468,0.414578098794425,0.0,0.0,81.975343556,,,2.0,0.0,-0.615,,,,2.0,
,,,,1.0,1763425299.7100554,1460.0,36.25,3703,,,1472,0.0050000000000000044,0.0,1.0,82.231355681,,,3.0,1.0,-0.485,,,,3.0,
,,,,1.0,1763425299.7870073,1461.0,36.25,3706,,,1473,0.21365860619221497,1.0,0.0,82.308444284,,,3.0,4.0,-0.61,,,,3.0,
,,,,1.0,1763425300.1250784,1467.0,36.75,3719,,,1479,0.41081473926820106,0.0,0.0,82.646312745,,,2.0,1.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425300.6104608,1476.0,25.5,3742,,,1488,0.36423721665969283,0.0,6.0,83.131809266,,,6.0,2.0,0.06250000000000008,,,,3.0,
,,,,1.0,1763425302.2413023,1502.0,38.75,3808,,,1514,0.435918570377542,0.0,2.0,84.762613608,,,4.0,1.0,-0.32499999999999996,,,,3.0,
,,,,1.0,1763425302.3392456,1503.0,24.0,3812,,,1515,0.4100609710762535,0.0,1.0,84.860587031,,,4.0,2.0,-0.6,,,,2.0,
,,,,1.0,1763425302.3890793,1504.0,24.5,3814,,,1516,0.25,0.0,0.0,84.910300437,,,2.0,1.0,-0.74,,,,2.0,
,,,,1.0,1763425302.5841587,1506.0,13.25,3822,,,1518,0.25627134057479,0.0,5.0,85.10544653,,,6.0,2.0,-0.18499999999999991,,,,3.0,
,,,,1.0,1763425302.6336834,1507.0,61.75,3824,,,1519,0.4330704330706496,0.0,1.0,85.154962745,,,2.0,1.0,-0.24,,,,3.0,
,,,,1.0,1763425302.7382872,1509.0,62.25,3828,,,1521,0.8975800799928662,0.0,4.0,85.259570238,,,2.0,1.0,0.14,,,,3.0,
,,,,1.0,1763425302.79108,1510.0,73.75,3830,,,1522,0.5437370688117558,0.0,1.0,85.312346153,,,2.0,0.0,-0.12,,,,3.0,
,,,,1.0,1763425302.8421304,1511.0,74.0,3832,,,1523,0.6123877448153253,0.0,2.0,85.363279341,,,2.0,0.0,0.007500000000000007,,,,3.0,
,,,,1.0,1763425302.8920736,1512.0,37.25,3834,,,1524,0.41910619179391756,0.0,2.0,85.413385391,,,2.0,1.0,-0.36,,,,3.0,
,,,,1.0,1763425302.9433274,1513.0,26.0,3836,,,1525,0.4373785545725808,0.0,1.0,85.464636772,,,2.0,0.0,-0.6,,,,2.0,
,,,,1.0,1763425303.045527,1515.0,38.25,3840,,,1527,0.5130972130113357,0.0,1.0,85.566783465,,,2.0,0.0,-0.4775,,,,2.0,
,,,,1.0,1763425303.150181,1517.0,49.5,3844,,,1529,0.5601506493792541,0.0,2.0,85.67141034,,,2.0,1.0,-0.2375,,,,3.0,
,,,,1.0,1763425303.4636729,1522.0,24.25,3856,,,1534,0.4070626487409524,3.0,1.0,85.985003638,,,3.0,5.0,-0.61,,,,1.0,
,,,,1.0,1763425303.6199577,1524.0,49.25,3862,,,1536,0.41835989291517894,0.0,1.0,86.141294384,,,4.0,1.0,-0.345,,,,3.0,
,,,,1.0,1763425303.9586904,1530.0,61.25,3875,,,1542,0.4100609710762535,0.0,0.0,86.47990866,,,2.0,1.0,-0.37,,,,3.0,
,,,,1.0,1763425304.010953,1531.0,37.0,3877,,,1543,0.414578098794425,0.0,0.0,86.532123261,,,2.0,1.0,-0.615,,,,2.0,
,,,,1.0,1763425304.113912,1533.0,37.0,3881,,,1545,0.35709767571352236,0.0,1.0,86.635234415,,,2.0,0.0,-0.4875,,,,3.0,
,,,,1.0,1763425304.2131686,1534.0,36.25,3885,,,1546,0.2152179128232592,1.0,2.0,86.734384846,,,4.0,1.0,-0.3525,,,,2.0,
,,,,1.0,1763425304.6011555,1539.0,36.25,3900,,,1551,0.0050000000000000044,0.0,1.0,87.122389943,,,3.0,0.0,-0.485,,,,3.0,
,,,,1.0,1763425304.8599315,1543.0,36.75,3911,,,1555,0.21650635094610965,0.0,0.0,87.381644131,,,2.0,1.0,-0.615,,,,3.0,
,,,,1.0,1763425305.0676713,1546.0,37.0,3920,,,1558,0.35709767571352236,0.0,1.0,87.588969826,,,2.0,0.0,-0.4875,,,,3.0,
,,,,1.0,1763425305.116097,1547.0,61.25,3922,,,1559,0.4100609710762535,0.0,0.0,87.637368403,,,2.0,1.0,-0.37,,,,3.0,
,,,,1.0,1763425305.3850522,1551.0,49.0,3933,,,1563,0.3500267846894006,0.0,0.0,87.906379261,,,2.0,3.0,-0.4925,,,,3.0,
,,,,1.0,1763425305.6082742,1554.0,38.0,3942,,,1566,0.7414007013754438,0.0,4.0,88.129608647,,,4.0,3.0,-0.08499999999999995,,,,2.0,
,,,,1.0,1763425305.8667192,1558.0,49.5,3952,,,1570,0.5601506493792541,0.0,2.0,88.388058508,,,2.0,1.0,-0.2375,,,,3.0,
,,,,1.0,1763425305.9442513,1559.0,48.5,3955,,,1571,0.20932928605429293,0.0,1.0,88.465577358,,,3.0,1.0,-0.3625,,,,3.0,
,,,,1.0,1763425306.2286367,1564.0,38.25,3966,,,1576,0.375066660741794,0.0,1.0,88.749843221,,,2.0,0.0,-0.475,,,,3.0,
,,,,1.0,1763425306.5784404,1570.0,12.25,3981,,,1582,0.21650635094610965,0.0,0.0,89.099350865,,,2.0,0.0,-0.865,,,,1.0,
,,,,1.0,1763425306.6697052,1572.0,61.75,3986,,,1584,0.7429165498223874,0.0,2.0,89.190879519,,,2.0,2.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425306.8512452,1576.0,49.5,3994,,,1588,0.41685579041198406,0.0,1.0,89.372506941,,,2.0,0.0,-0.3625,,,,3.0,
,,,,1.0,1763425306.923087,1577.0,62.75,3997,,,1589,0.5476540879058606,0.0,2.0,89.444405846,,,3.0,0.0,-0.09499999999999997,,,,3.0,
,,,,1.0,1763425307.152159,1581.0,49.25,4006,,,1597,0.3535533905932738,0.0,0.0,89.673390348,,,2.0,3.0,-0.49,,,,3.0,
,,,,1.0,1763425307.4747975,1587.0,63.0,4019,,,1603,0.44104279837675614,0.0,1.0,89.996054568,,,2.0,1.0,-0.22749999999999998,,,,3.0,
,,,,1.0,1763425307.718106,1591.0,50.75,4029,,,1607,0.42871902220452035,0.0,1.0,90.239371439,,,2.0,0.0,-0.35,,,,3.0,
,,,,1.0,1763425307.819559,1593.0,24.5,4033,,,1609,0.25,0.0,0.0,90.340812495,,,2.0,1.0,-0.74,,,,2.0,
,,,,1.0,1763425307.8707612,1594.0,26.0,4035,,,1610,0.4373785545725808,0.0,1.0,90.392043766,,,2.0,0.0,-0.6,,,,2.0,
,,,,1.0,1763425307.975626,1596.0,49.5,4039,,,1612,0.41685579041198406,0.0,1.0,90.496905878,,,2.0,0.0,-0.3625,,,,3.0,
,,,,1.0,1763425308.1298153,1598.0,36.75,4045,,,1614,0.41081473926820106,0.0,0.0,90.651084003,,,2.0,2.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425308.1821837,1599.0,39.75,4047,,,1615,0.44189930979805797,0.0,2.0,90.703387079,,,2.0,1.0,-0.33499999999999996,,,,3.0,
,,,,1.0,1763425308.626366,1606.0,38.25,4065,,,1622,0.5130972130113357,0.0,1.0,91.147752895,,,2.0,0.0,-0.4775,,,,2.0,
,,,,1.0,1763425308.7814934,1609.0,61.5,4071,,,1625,0.5579146440092785,0.0,1.0,91.302817453,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425308.8353896,1610.0,61.75,4073,,,1626,0.7429165498223875,0.0,2.0,91.356564159,,,2.0,0.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425309.4875293,1622.0,37.0,4098,,,1638,0.35709767571352236,0.0,1.0,92.008840845,,,2.0,2.0,-0.4875,,,,3.0,
,,,,1.0,1763425309.9644125,1630.0,61.25,4116,,,1646,0.4100609710762535,0.0,0.0,92.485692993,,,2.0,1.0,-0.37,,,,3.0,
,,,,1.0,1763425310.115032,1632.0,61.5,4122,,,1648,0.9394779135243149,0.0,3.0,92.636449525,,,3.0,2.0,0.017500000000000016,,,,3.0,
,,,,1.0,1763425310.5993536,1637.0,53.25,4141,,,1653,1.1299778758896122,0.0,8.0,93.120697205,,,4.0,0.0,0.5700000000000001,,,,3.0,
,,,,1.0,1763425310.780209,1640.0,37.0,4148,,,1656,0.3570976757135224,0.0,1.0,93.301480601,,,2.0,2.0,-0.4875,,,,3.0,
,,,,1.0,1763425311.1147797,1644.0,25.0,4161,,,1660,0.3680692869555948,0.0,2.0,93.636075499,,,4.0,0.0,-0.46499999999999997,,,,2.0,
,,,,1.0,1763425311.650693,1651.0,39.25,4182,,,1667,0.5978503157145608,0.0,3.0,94.17205897,,,3.0,2.0,-0.20499999999999996,,,,3.0,
,,,,1.0,1763425312.1428998,1658.0,49.75,4201,,,1674,0.8958341085267963,0.0,3.0,94.664150608,,,2.0,0.0,-0.11249999999999999,,,,2.0,
,,,,1.0,1763425312.1947582,1659.0,62.0,4203,,,1675,0.7937372046212777,0.0,3.0,94.716042418,,,2.0,1.0,0.012500000000000011,,,,3.0,
,,,,1.0,1763425312.785221,1669.0,50.75,4226,,,1685,0.5662817320027196,0.0,2.0,95.306625553,,,2.0,1.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425312.9124975,1671.0,36.5,4231,,,1687,0.004330127018922198,0.0,1.0,95.433826407,,,3.0,1.0,-0.4825,,,,3.0,
,,,,1.0,1763425313.1196966,1674.0,39.25,4239,,,1690,0.5553602434456395,0.0,3.0,95.641058651,,,3.0,0.0,-0.20499999999999996,,,,3.0,
,,,,1.0,1763425314.2517915,1690.0,49.25,4283,,,1706,0.41835989291517894,0.0,1.0,96.773133636,,,4.0,0.0,-0.345,,,,3.0,
,,,,1.0,1763425314.9096878,1700.0,27.5,4308,,,1716,0.53,0.0,2.0,97.431000403,,,2.0,0.0,-0.45999999999999996,,,,2.0,
,,,,1.0,1763425315.601413,1709.0,24.0,4336,,,1725,0.413098051314697,1.0,3.0,98.123014373,,,4.0,2.0,-0.35,,,,2.0,
,,,,1.0,1763425315.9249148,1715.0,49.0,4351,,,1731,0.6144255447163635,0.0,4.0,98.446133293,,,3.0,2.0,0.017500000000000016,,,,3.0,
,,,,1.0,1763425315.9672587,1716.0,37.0,4353,,,1732,0.3570976757135224,0.0,1.0,98.488450922,,,2.0,0.0,-0.4875,,,,3.0,
,,,,1.0,1763425316.5441918,1725.0,36.75,4377,,,1741,0.41081473926820106,0.0,0.0,99.06539889,,,2.0,1.0,-0.6174999999999999,,,,2.0,
,,,,1.0,1763425316.7783358,1729.0,49.0,4386,,,1745,0.35002678468940057,0.0,0.0,99.29955889,,,2.0,0.0,-0.4925,,,,3.0,
,,,,1.0,1763425317.2213604,1737.0,61.25,4403,,,1753,0.4100609710762535,0.0,0.0,99.742611487,,,2.0,2.0,-0.37,,,,3.0,
,,,,1.0,1763425317.2717636,1738.0,50.75,4405,,,1754,0.5662817320027196,0.0,2.0,99.793033544,,,2.0,0.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425317.8157408,1746.0,14.75,4426,,,1762,0.45663853319666314,3.0,2.0,100.3371014,,,4.0,4.0,-0.5675,,,,2.0,
,,,,1.0,1763425317.9986262,1749.0,25.75,4433,,,1765,0.3510964967071019,0.0,2.0,100.520021656,,,3.0,0.0,-0.46749999999999997,,,,2.0,
,,,,1.0,1763425318.232355,1752.0,49.5,4442,,,1768,0.2199289658048707,0.0,3.0,100.753679035,,,4.0,0.0,-0.09249999999999996,,,,3.0,
,,,,1.0,1763425318.360977,1754.0,61.75,4447,,,1770,0.5449082491575991,0.0,2.0,100.882197843,,,2.0,0.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425318.5281398,1757.0,37.0,4454,,,1773,0.35709767571352236,0.0,1.0,101.049191175,,,2.0,1.0,-0.4875,,,,3.0,
,,,,1.0,1763425318.748376,1761.0,60.75,4464,,,1777,1.1465709746893125,0.0,4.0,101.269600931,,,4.0,1.0,0.14500000000000002,,,,3.0,
,,,,1.0,1763425318.8986602,1764.0,61.5,4470,,,1780,0.4316465568031326,0.0,1.0,101.419764289,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425319.4664435,1773.0,25.5,4492,,,1789,0.2109946681790798,1.0,3.0,101.987872867,,,3.0,1.0,-0.34249999999999997,,,,3.0,
,,,,1.0,1763425319.6984515,1777.0,73.75,4501,,,1793,0.43014532428006236,0.0,0.0,102.219792453,,,2.0,1.0,-0.245,,,,3.0,
,,,,1.0,1763425320.498357,1789.0,12.25,4533,,,1805,0.21650635094610965,0.0,0.0,103.019630828,,,2.0,2.0,-0.865,,,,1.0,
,,,,1.0,1763425320.9346104,1797.0,38.25,4551,,,1813,0.5130972130113357,0.0,1.0,103.455912352,,,2.0,0.0,-0.4775,,,,2.0,
,,,,1.0,1763425321.1695004,1801.0,49.25,4560,,,1817,0.4146383966783588,0.0,1.0,103.690731886,,,2.0,1.0,-0.365,,,,3.0,
,,,,1.0,1763425321.2434063,1802.0,36.25,4563,,,1818,0.3465093793824346,0.0,1.0,103.764743368,,,3.0,2.0,-0.4875,,,,2.0,
,,,,1.0,1763425321.2929795,1803.0,61.75,4565,,,1819,0.4330704330706496,0.0,1.0,103.814248544,,,2.0,1.0,-0.24,,,,3.0,
,,,,1.0,1763425321.5204108,1807.0,62.0,4574,,,1823,0.5454527935577926,0.0,2.0,104.041701609,,,2.0,0.0,-0.11249999999999999,,,,3.0,
,,,,1.0,1763425322.9381013,1831.0,49.0,4633,,,1847,0.3500267846894006,0.0,0.0,105.459396437,,,2.0,1.0,-0.4925,,,,3.0,
,,,,1.0,1763425323.1590984,1835.0,49.5,4642,,,1851,0.5,0.0,0.0,105.680295973,,,2.0,1.0,-0.49,,,,2.0,
,,,,1.0,1763425323.546644,1840.0,28.0,4658,,,1856,0.8187032429397113,0.0,4.0,106.067965564,,,4.0,1.0,-0.18499999999999994,,,,2.0,
,,,,1.0,1763425323.8239384,1845.0,24.5,4669,,,1861,0.25,0.0,0.0,106.345295509,,,2.0,1.0,-0.74,,,,2.0,
,,,,1.0,1763425323.9023116,1846.0,37.5,4672,,,1862,0.24107830678018294,0.0,2.0,106.423538745,,,3.0,1.0,-0.3475,,,,3.0,
,,,,1.0,1763425324.2911088,1852.0,37.0,4687,,,1868,0.35709767571352236,0.0,1.0,106.812469649,,,2.0,1.0,-0.4875,,,,3.0,
,,,,1.0,1763425324.54683,1857.0,37.25,4697,,,1873,0.5025124376570196,0.0,1.0,107.068131847,,,2.0,0.0,-0.4875,,,,2.0,
,,,,1.0,1763425324.6516726,1859.0,49.25,4701,,,1875,0.49751256265545696,0.0,0.0,107.173013133,,,2.0,0.0,-0.4925,,,,2.0,
,,,,1.0,1763425324.75483,1860.0,40.5,4705,,,1876,0.657281332459701,0.0,5.0,107.27611444,,,4.0,1.0,0.06750000000000006,,,,3.0,
,,,,1.0,1763425324.80753,1861.0,49.25,4707,,,1877,0.5448623679425842,0.0,1.0,107.328989842,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425324.9380095,1863.0,49.25,4712,,,1879,0.4146383966783588,0.0,1.0,107.459481449,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425325.016828,1864.0,48.75,4715,,,1880,0.2194310825749169,0.0,1.0,107.538289996,,,3.0,0.0,-0.36,,,,3.0,
,,,,1.0,1763425325.3836308,1870.0,49.25,4729,,,1886,0.5448623679425842,0.0,1.0,107.905005603,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425325.817195,1877.0,37.25,4746,,,1893,0.5025124376570196,0.0,1.0,108.338467989,,,2.0,0.0,-0.4875,,,,2.0,
,,,,1.0,1763425325.9719996,1879.0,37.5,4752,,,1895,0.4377427897750002,0.0,3.0,108.493410564,,,4.0,1.0,-0.21249999999999997,,,,3.0,
,,,,1.0,1763425326.0497565,1880.0,50.25,4755,,,1896,0.7316249038954319,0.0,3.0,108.571093393,,,3.0,2.0,-0.09499999999999997,,,,3.0,
,,,,1.0,1763425326.4646463,1886.0,61.5,4771,,,1902,0.5579146440092785,0.0,1.0,108.985985475,,,2.0,0.0,-0.2425,,,,3.0,
,,,,1.0,1763425326.5176468,1887.0,49.25,4773,,,1903,0.4146383966783588,0.0,1.0,109.038967674,,,2.0,0.0,-0.365,,,,3.0,
,,,,1.0,1763425326.7230263,1890.0,48.5,4781,,,1906,0.3500267846894006,0.0,0.0,109.244369168,,,3.0,1.0,-0.4875,,,,3.0,
,,,,1.0,1763425326.8227139,1892.0,50.75,4785,,,1908,0.44240818256447295,0.0,2.0,109.344007284,,,2.0,1.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425326.9246438,1893.0,40.25,4789,,,1909,0.050249378105604495,0.0,5.0,109.446024153,,,4.0,0.0,0.06500000000000006,,,,3.0,
,,,,1.0,1763425327.5772002,1902.0,41.0,4814,,,1918,0.6686693876647861,0.0,4.0,110.098543105,,,3.0,0.0,-0.062499999999999944,,,,3.0,
,,,,1.0,1763425327.7252123,1904.0,61.75,4820,,,1920,0.5449082491575991,0.0,2.0,110.246471679,,,2.0,1.0,-0.11499999999999999,,,,3.0,
,,,,1.0,1763425328.332945,1914.0,48.75,4845,,,1930,0.7567198953377663,0.0,2.0,110.854275068,,,4.0,0.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425328.6401439,1918.0,36.5,4858,,,1934,0.6428063471995279,0.0,2.0,111.161462772,,,4.0,0.0,-0.35,,,,2.0,
,,,,1.0,1763425329.130734,1927.0,49.0,4879,,,1943,0.495,0.0,0.0,111.652064184,,,2.0,1.0,-0.495,,,,2.0,
,,,,1.0,1763425329.2322252,1929.0,62.75,4883,,,1945,0.4397158173184131,0.0,1.0,111.753492265,,,2.0,0.0,-0.22999999999999998,,,,3.0,
,,,,1.0,1763425329.5216188,1934.0,61.5,4894,,,1950,0.41233329964968873,0.0,0.0,112.043053782,,,2.0,1.0,-0.3675,,,,3.0,
,,,,1.0,1763425329.8114696,1937.0,51.25,4905,,,1953,0.7839802293425517,0.0,3.0,112.332745097,,,4.0,2.0,-0.07499999999999996,,,,3.0,
,,,,1.0,1763425329.8649595,1938.0,62.0,4907,,,1954,0.5454527935577926,0.0,2.0,112.38618185199999,,,2.0,0.0,-0.11249999999999999,,,,3.0,
,,,,1.0,1763425330.0760517,1942.0,24.5,4915,,,1958,0.25,0.0,0.0,112.597326573,,,2.0,0.0,-0.74,,,,2.0,
,,,,1.0,1763425330.1541045,1943.0,36.5,4918,,,1959,0.35003571246374277,0.0,1.0,112.675394686,,,3.0,1.0,-0.485,,,,2.0,
,,,,1.0,1763425330.7222211,1951.0,38.5,4940,,,1967,0.44109947857597837,0.0,4.0,113.243644794,,,4.0,0.0,-0.07749999999999996,,,,3.0,
,,,,1.0,1763425331.062006,1955.0,49.25,4953,,,1971,0.4146383966783588,0.0,1.0,113.583311897,,,2.0,1.0,-0.365,,,,3.0,
,,,,1.0,1763425331.1673386,1957.0,50.75,4957,,,1973,0.44240818256447295,0.0,2.0,113.688620741,,,2.0,0.0,-0.22499999999999998,,,,3.0,
,,,,1.0,1763425331.8956406,1969.0,49.5,4985,,,1985,0.5601506493792541,0.0,2.0,114.416966501,,,2.0,1.0,-0.2375,,,,3.0,
,,,,1.0,1763425331.948468,1970.0,38.25,4987,,,1986,0.375066660741794,0.0,1.0,114.46987059,,,2.0,2.0,-0.475,,,,3.0,
,,,,1.0,1763425332.2602494,1975.0,50.0,4999,,,1991,0.5474657523535148,0.0,2.0,114.781593873,,,3.0,0.0,-0.22249999999999998,,,,3.0,
,,,,,1763425332.3154569,,,5000,,0.18275751173496246,1995,,,,114.836605651,,1.5915906429290771,,,,,,0.9325280785560608,,
,,,,1.0,1763425332.7054288,1981.0,36.75,5016,,,2001,0.35002678468940057,1.0,1.0,115.226799734,,,3.0,2.0,-0.4825,,,,2.0,
,,,,1.0,1763425332.7563004,1982.0,37.0,5018,,,2002,0.35709767571352236,0.0,1.0,115.27770542,,,2.0,2.0,-0.4875,,,,3.0,
,,,,1.0,1763425332.9431822,1985.0,48.25,5026,,,2005,0.3464823227814083,0.0,0.0,115.464590095,,,3.0,2.0,-0.49,,,,3.0,
,,,,1.0,1763425333.1402104,1987.0,50.5,5034,,,2007,0.4266365549270245,0.0,1.0,115.66146927,,,2.0,0.0,-0.3525,,,,3.0,
,,,,1.0,1763425333.6999233,1996.0,51.5,5056,,,2016,0.6764382824766795,1.0,3.0,116.221243597,,,3.0,3.0,-0.08249999999999996,,,,3.0,
,,,,1.0,1763425333.7524598,1997.0,36.75,5058,,,2017,0.21650635094610965,0.0,0.0,116.273736621,,,2.0,1.0,-0.615,,,,3.0,
,,,,1.0,1763425333.899714,1999.0,48.75,5064,,,2019,0.43014532428006236,1.0,2.0,116.42106345,,,3.0,2.0,-0.235,,,,3.0,
