robot_1/q_std,survival_rate,total_charges_per_episode,robot_0/q_std,mean_final_energy,robot_2/loss,episode_length,_runtime,robot_1/loss,robot_3/q_mean,total_kills_per_episode,total_agent_collisions_per_episode,_step,global_step,std_episode_reward,robot_0/loss,mean_episode_reward,episode,robot_3/loss,robot_3/q_std,_timestamp,robot_2/q_std,robot_0/q_mean,robot_2/q_mean,robot_1/q_mean
,4.0,0.0,,193.25,,500.0,2742.781501917,,,0.0,0.0,353,46181,3.8819864438195713,,168.3075000000001,169.0,,,1763376293.5522828,,,,
,4.0,0.0,,184.75,,500.0,2766.748486583,,,0.0,0.0,354,46681,7.353561637057277,,165.4725,170.0,,,1763376317.5195022,,,,
,,,,,0.021406203508377075,,2785.084924042,,,,,357,47000,,,,,,,1763376335.856361,1.263296365737915,,21.582210540771484,
,,,,,,,2785.096845458,,19.818117141723633,,,358,47000,,,,,0.026636144146323204,0.6867141127586365,1763376335.868296,,,,
,4.0,0.0,,171.75,,500.0,2816.160115292,,,0.0,0.0,360,47681,18.401486862479196,,164.9675,172.0,,,1763376366.9320471,,,,
,4.0,0.0,,121.0,,202.0,2825.236646208,,,0.0,0.0,361,47883,6.761391776106475,,56.602499999999985,173.0,,,1763376376.008676,,,,
,,,0.6290777921676636,,,,2830.270173667,,,,,362,48000,,0.009303842671215534,,,,,1763376381.042318,,20.408876419067383,,
0.7464845180511475,,,,,,,2830.281863625,0.017838262021541595,,,,363,48000,,,,,,,1763376381.054076,,,,20.18160629272461
,,,,,0.04692821204662323,,2830.29231825,,,,,364,48000,,,,,,,1763376381.0644522,0.6007471084594727,,22.00653076171875,
,4.0,0.0,,183.75,,500.0,2847.187557667,,,0.0,0.0,366,48383,9.451561709580057,,164.2125000000001,174.0,,,1763376397.95999,,,,
,,,0.9643310308456421,,,,2875.552516833,,,,,369,49000,,0.05838877335190773,,,,,1763376426.325399,,20.438724517822266,,
0.8416060209274292,,,,,,,2875.561840417,0.01999816484749317,,,,370,49000,,,,,,,1763376426.334791,,,,20.438243865966797
,,,,,,,2875.581069042,,20.410959243774414,,,372,49000,,,,,0.028866533190011978,0.5673772096633911,1763376426.354021,,,,
,,,0.9207608699798584,,,,2924.419712333,,,,,375,50000,,0.11774919182062149,,,,,1763376475.193425,,20.78155517578125,,
,4.0,0.0,,190.0,,500.0,2934.212837167,,,0.0,0.0,379,50228,5.987910737477644,,160.52499999999995,179.0,,,1763376484.986633,,,,
,,,0.7126094698905945,,,,2969.964224333,,,,,381,51000,,0.030484627932310104,,,,,1763376520.738471,,21.50731658935547,,
1.0865287780761719,,,,,,,2969.982316833,11.50027847290039,,,,382,51000,,,,,,,1763376520.7565958,,,,20.671218872070312
,,,,,0.12181632965803146,,2969.997602667,,,,,383,51000,,,,,,,1763376520.771914,0.7847532629966736,,22.93109893798828,
,4.0,0.0,,156.75,,500.0,2982.343343708,,,0.0,0.0,385,51228,6.015386001745861,,166.44249999999997,181.0,,,1763376533.117579,,,,
,4.0,0.0,,182.25,,500.0,3005.538214083,,,0.0,0.0,386,51728,4.890773839588186,,175.57249999999988,182.0,,,1763376556.312756,,,,
,,,,,0.08326217532157898,,3018.279212083,,,,,389,52000,,,,,,,1763376569.054407,0.7247873544692993,,23.348115921020508,
,,,,,,,3018.289271042,,21.4769287109375,,,390,52000,,,,,15.690604209899902,0.4222123920917511,1763376569.064534,,,,
,,,0.7695452570915222,,,,3083.162499083,,,,,393,53000,,0.15854907035827637,,,,,1763376633.938459,,21.962949752807617,,
,,,,,,,3083.19306975,,21.504981994628906,,,396,53000,,,,,0.016744224354624748,0.5579618215560913,1763376633.969387,,,,
,4.0,0.0,,137.25,,110.0,3091.048776042,,,0.0,0.0,398,53161,6.9603537984789305,,34.595,186.0,,,1763376641.8250828,,,,
,,,0.7146918773651123,,,,3128.990311333,,,,,400,54000,,0.10409486293792725,,,,,1763376679.767246,,22.236831665039062,,
0.6894412636756897,,,,,,,3129.003556625,0.06790624558925629,,,,401,54000,,,,,,,1763376679.780622,,,,21.398969650268555
,,,,,0.4066963195800781,,3129.01286075,,,,,402,54000,,,,,,,1763376679.789951,1.3478857278823853,,23.8211612701416,
,,,,,,,3129.02453825,,21.21049690246582,,,403,54000,,,,,0.04756592586636543,1.5456899404525757,1763376679.801586,,,,
,4.0,0.0,,154.25,,500.0,3136.029346167,,,0.0,0.0,404,54161,10.088920593898978,,158.41750000000008,188.0,,,1763376686.8062599,,,,
,4.0,0.0,,187.5,,500.0,3158.67163075,,,0.0,0.0,405,54661,2.9615789707518583,,165.25,189.0,,,1763376709.449023,,,,
,4.0,0.0,,147.5,,202.0,3167.897906708,,,0.0,0.0,406,54863,9.474928429808903,,65.99250000000002,190.0,,,1763376718.675192,,,,
,,,0.5589137077331543,,,,3174.272009083,,,,,407,55000,,0.037988532334566116,,,,,1763376725.04972,,22.527841567993164,,
,,,,,0.02369716763496399,,3174.291934583,,,,,409,55000,,,,,,,1763376725.0697181,0.6631386876106262,,24.250587463378906,
,,,,,,,3174.30269575,,21.859832763671875,,,410,55000,,,,,0.08008630573749542,0.6609383821487427,1763376725.080466,,,,
,4.0,0.0,,188.0,,500.0,3213.4759245,,,0.0,0.0,412,55863,5.355646552938292,,167.13,192.0,,,1763376764.254269,,,,
,4.0,0.0,,146.5,,103.0,3218.155715708,,,0.0,0.0,413,55966,6.172035219439359,,30.992500000000014,193.0,,,1763376768.934071,,,,
,,,0.573381245136261,,,,3219.829377833,,,,,414,56000,,0.020977012813091278,,,,,1763376770.607882,,22.948379516601562,,
0.827674388885498,,,,,,,3219.839032458,0.12654221057891846,,,,415,56000,,,,,,,1763376770.617532,,,,22.17717933654785
,4.0,0.0,,70.0,,500.0,3241.616507958,,,0.0,0.0,418,56466,6.163610954627108,,159.20000000000016,194.0,,,1763376792.394839,,,,
,,,0.828514814376831,,,,3269.939234875,,,,,420,57000,,0.0196988582611084,,,,,1763376820.717664,,23.17670249938965,,
0.8287525773048401,,,,,,,3269.960295,0.016270019114017487,,,,421,57000,,,,,,,1763376820.739308,,,,22.59271812438965
,,,,,0.08804503828287125,,3269.980182583,,,,,422,57000,,,,,,,1763376820.758304,0.6343257427215576,,24.541927337646484,
,,,,,,,3269.999338708,,22.563594818115234,,,423,57000,,,,,0.030277933925390244,0.6679357290267944,1763376820.778458,,,,
,4.0,0.0,,196.25,,500.0,3314.974285542,,,0.0,0.0,425,57966,3.014833121418188,,162.33749999999998,197.0,,,1763376865.754143,,,,
0.9585002660751343,,,,,,,3316.689525667,0.0097081009298563,,,,427,58000,,,,,,,1763376867.469533,,,,22.729656219482422
,,,,,,,3316.709071917,,23.172504425048828,,,429,58000,,,,,0.06898607313632965,0.6537460684776306,1763376867.4891431,,,,
,4.0,0.0,,136.25,,301.0,3328.825252333,,,0.0,0.0,430,58267,7.631071353355362,,93.62000000000009,198.0,,,1763376879.605325,,,,
,4.0,0.0,,120.25,,399.0,3346.575332583,,,0.0,0.0,431,58666,4.077735278313151,,130.06500000000023,199.0,,,1763376897.3557582,,,,
,,,1.4289132356643677,,,,3409.901298917,,,,,441,60000,,0.11400151252746582,,,,,1763376960.682527,,23.542678833007812,,
,,,,,0.6388982534408569,,3409.927959708,,,,,443,60000,,,,,,,1763376960.709447,1.3158774375915527,,25.23843002319336,
,,,,,,,3409.943300708,,23.601451873779297,,,444,60000,,,,,0.12198302149772644,0.9244919419288635,1763376960.724837,,,,
,4.0,0.0,,199.75,,500.0,3427.77789025,,,0.0,0.0,445,60402,7.581887545327833,,159.49750000000014,205.0,,,1763376978.5595121,,,,
,,,0.7376779317855835,,,,3459.11705175,,,,,447,61000,,0.01455342024564743,,,,,1763377009.8993359,,24.27118682861328,,
,,,,,,,3459.152073042,,23.823604583740234,,,450,61000,,,,,0.02419806830585003,0.5674974322319031,1763377009.934367,,,,
,4.0,0.0,,142.5,,361.0,3461.613438042,,,0.0,0.0,451,61056,9.111134328391904,,116.28250000000025,207.0,,,1763377012.395743,,,,
,4.0,0.0,,146.0,,356.0,3506.597213958,,,0.0,0.0,453,61912,9.195902280363812,,117.14250000000027,209.0,,,1763377057.380161,,,,
,,,0.6374203562736511,,,,3510.302290625,,,,,454,62000,,0.289669007062912,,,,,1763377061.08543,,24.68402862548828,,
0.9522507190704346,,,,,,,3510.311586083,0.013369577936828136,,,,455,62000,,,,,,,1763377061.09477,,,,24.168901443481445
,,,,,0.06562613695859909,,3510.32110625,,,,,456,62000,,,,,,,1763377061.104202,0.6521468758583069,,25.578184127807617,
,,,,,,,3510.331243417,,24.178955078125,,,457,62000,,,,,0.06129204481840134,0.7529492974281311,1763377061.114392,,,,
,4.0,0.0,,198.25,,500.0,3527.832969125,,,0.0,0.0,458,62412,1.9935818894643984,,163.10750000000007,210.0,,,1763377078.6163142,,,,
,4.0,0.0,,179.75,,500.0,3548.415599417,,,0.0,0.0,459,62912,6.322912204830847,,154.54750000000016,211.0,,,1763377099.198876,,,,
,,,0.6804001927375793,,,,3552.006914792,,,,,460,63000,,0.044138163328170776,,,,,1763377102.790729,,25.252151489257812,,
0.9652079939842224,,,,,,,3552.015715667,0.051584094762802124,,,,461,63000,,,,,,,1763377102.799624,,,,24.58181381225586
,,,,,0.16626757383346558,,3552.024616708,,,,,462,63000,,,,,,,1763377102.8085508,0.7651346921920776,,25.967628479003906,
,4.0,0.0,,196.25,,500.0,3569.097847083,,,0.0,0.0,464,63412,4.907246554841071,,164.71250000000003,212.0,,,1763377119.8815901,,,,
0.9508895874023438,,,,,,,3595.347691875,0.02801571972668171,,,,468,64000,,,,,,,1763377146.1321511,,,,24.86065101623535
,4.0,0.0,,181.25,,500.0,3608.5361935,,,0.0,0.0,471,64313,7.901270071956605,,164.68749999999997,215.0,,,1763377159.320805,,,,
,4.0,0.0,,119.0,,268.0,3619.753395333,,,0.0,0.0,472,64581,6.905839467436214,,81.36750000000006,216.0,,,1763377170.5381188,,,,
,,,0.6870195269584656,,,,3658.389202458,,,,,474,65000,,0.040888138115406036,,,,,1763377209.1747131,,25.34041404724121,,
,,,,,0.03654192388057709,,3658.407426958,,,,,476,65000,,,,,,,1763377209.193058,0.5335096716880798,,26.847579956054688,
,4.0,0.0,,181.0,,500.0,3749.181340042,,,0.0,0.0,479,65566,6.248611845842287,,164.06000000000012,219.0,,,1763377299.966605,,,,
,4.0,0.0,,93.5,,84.0,3763.648015542,,,0.0,0.0,480,65650,8.740470167559641,,22.772500000000004,220.0,,,1763377314.434978,,,,
,4.0,0.0,,131.25,,238.0,3781.077084708,,,0.0,0.0,481,65888,9.434026181858986,,74.18999999999996,221.0,,,1763377331.864301,,,,
,,,,,0.04549794644117355,,3792.668508542,,,,,484,66000,,,,,,,1763377343.456161,0.9519688487052917,,27.17055320739746,
,,,,,,,3792.682204958,,25.441326141357422,,,485,66000,,,,,0.07397675514221191,1.140705943107605,1763377343.4698,,,,
,4.0,0.0,,198.5,,500.0,3817.418829083,,,0.0,0.0,486,66388,6.144208655310962,,175.6099999999999,222.0,,,1763377368.206702,,,,
,,,0.5723012685775757,,,,3844.238266042,,,,,488,67000,,0.03141511604189873,,,,,1763377395.026516,,26.043155670166016,,
,,,,,0.04107899218797684,,3844.257198458,,,,,490,67000,,,,,,,1763377395.045718,0.7017357349395752,,27.224342346191406,
1.2206770181655884,,,,,,,3889.499288333,0.04514865577220917,,,,495,68000,,,,,,,1763377440.2881448,,,,26.328393936157227
,,,,,0.036533161997795105,,3889.633232417,,,,,496,68000,,,,,,,1763377440.422029,0.5134557485580444,,27.571575164794922,
,,,,,,,3889.674524417,,26.501300811767578,,,497,68000,,,,,0.08642717450857162,2.9615800380706787,1763377440.4633842,,,,
,4.0,0.0,,194.25,,500.0,3910.641747,,,0.0,0.0,498,68354,3.433827128729573,,166.56749999999997,226.0,,,1763377461.430576,,,,
,,,,,,,3938.067442958,,25.80765151977539,,,503,69000,,,,,0.057792842388153076,1.3744046688079834,1763377488.857546,,,,
,4.0,0.0,,130.5,,485.0,3952.633244042,,,0.0,0.0,504,69339,8.207969831206679,,152.6525000000001,228.0,,,1763377503.423202,,,,
,4.0,0.0,,133.25,,44.0,3954.443361458,,,0.0,0.0,505,69383,4.302635820052634,,11.145000000000003,229.0,,,1763377505.233618,,,,
,4.0,0.0,,162.75,,500.0,3975.412839542,,,0.0,0.0,506,69883,5.423662853644156,,162.25250000000003,230.0,,,1763377526.203306,,,,
0.6145280003547668,,,,,,,3980.104716542,0.022036496549844742,,,,508,70000,,,,,,,1763377530.895355,,,,26.655372619628906
,,,,,0.043004944920539856,,3980.114209833,,,,,509,70000,,,,,,,1763377530.904895,0.8001360297203064,,27.997970581054688,
,,,,,,,3980.123784542,,26.45037841796875,,,510,70000,,,,,0.13957560062408447,1.4114437103271484,1763377530.91446,,,,
,4.0,0.0,,197.25,,500.0,4026.567428333,,,0.0,0.0,512,70883,11.244966373893494,,167.9725,232.0,,,1763377577.3576791,,,,
,,,0.5805192589759827,,,,4032.59667,,,,,514,71000,,0.00835680402815342,,,,,1763377583.388173,,27.264244079589844,,
0.8562303185462952,,,,,,,4032.6068495,0.02836783044040203,,,,515,71000,,,,,,,1763377583.3983371,,,,27.156295776367188
1.3944553136825562,,,,,,,4077.993220167,0.07682175189256668,,,,521,72000,,,,,,,1763377628.785418,,,,27.535133361816406
,,,,,0.06834772974252701,,4078.002467208,,,,,522,72000,,,,,,,1763377628.794794,0.5317803621292114,,28.748916625976562,
,4.0,0.0,,115.75,,422.0,4100.028179583,,,0.0,0.0,525,72484,8.05326331371327,,132.2500000000002,237.0,,,1763377650.82056,,,,
,4.0,0.0,,148.0,,447.0,4120.148418292,,,0.0,0.0,526,72931,23.216693751479816,,133.8225000000001,238.0,,,1763377670.941222,,,,
,,,,,0.02453436143696308,,4123.166281333,,,,,529,73000,,,,,,,1763377673.959245,0.6416491866111755,,28.90370750427246,
,,,,,,,4123.176258208,,26.607892990112305,,,530,73000,,,,,11.887950897216797,1.6070311069488525,1763377673.969214,,,,
,4.0,0.0,,141.5,,434.0,4140.36691075,,,0.0,0.0,531,73365,9.001528689617055,,149.00250000000017,239.0,,,1763377691.160098,,,,
,4.0,0.0,,130.0,,61.0,4157.711292167,,,0.0,0.0,534,73639,5.29967157001262,,16.90750000000001,242.0,,,1763377708.5014322,,,,
,4.0,0.0,,97.75,,299.0,4172.567874833,,,0.0,0.0,535,73938,3.4765715870668292,,83.09000000000003,243.0,,,1763377723.361544,,,,
,,,,,0.32495561242103577,,4175.434575375,,,,,538,74000,,,,,,,1763377726.228361,1.5201128721237183,,28.976165771484375,
,,,,,,,4175.445117333,,27.144746780395508,,,539,74000,,,,,0.08119014650583267,0.8790327906608582,1763377726.238878,,,,
,4.0,0.0,,116.75,,153.0,4181.39579225,,,0.0,0.0,540,74091,4.271407847536931,,43.94499999999998,244.0,,,1763377732.1896589,,,,
,4.0,0.0,,105.75,,500.0,4204.232181958,,,0.0,0.0,541,74591,11.823731168713156,,150.43250000000018,245.0,,,1763377755.026332,,,,
,,,0.5683329701423645,,,,4222.858506667,,,,,542,75000,,0.039084579795598984,,,,,1763377773.6528141,,28.43918800354004,,
0.8717244863510132,,,,,,,4222.868398875,0.03365114703774452,,,,543,75000,,,,,,,1763377773.662987,,,,28.283077239990234
,,,,,0.03452520817518234,,4222.878011083,,,,,544,75000,,,,,,,1763377773.672659,0.5721927285194397,,29.388626098632812,
,4.0,0.0,,194.5,,500.0,4226.926174125,,,0.0,0.0,546,75091,4.4229684602085415,,170.82000000000005,246.0,,,1763377777.720771,,,,
,4.0,0.0,,175.5,,500.0,4250.25729825,,,0.0,0.0,547,75591,9.45712694215311,,162.62999999999994,247.0,,,1763377801.052062,,,,
,4.0,0.0,,127.75,,205.0,4259.838296917,,,0.0,0.0,548,75796,4.470945090246607,,62.19999999999996,248.0,,,1763377810.6332958,,,,
1.0246824026107788,,,,,,,4269.334910167,0.01960795372724533,,,,550,76000,,,,,,,1763377820.1302028,,,,28.458370208740234
,,,,,3.2502293586730957,,4269.3446105,,,,,551,76000,,,,,,,1763377820.139897,3.553666591644287,,29.135452270507812,
,,,,,,,4269.354274833,,28.282901763916016,,,552,76000,,,,,0.09065288305282593,2.3871066570281982,1763377820.14958,,,,
,4.0,0.0,,191.25,,500.0,4283.251896167,,,0.0,0.0,553,76296,5.05013056761905,,167.66249999999997,249.0,,,1763377834.0473611,,,,
,4.0,0.0,,124.5,,186.0,4291.927694333,,,0.0,0.0,554,76482,11.176731129896641,,54.10249999999999,250.0,,,1763377842.723278,,,,
,4.0,0.0,,102.5,,329.0,4307.140760792,,,0.0,0.0,555,76811,6.131583706515018,,104.68750000000014,251.0,,,1763377857.9365618,,,,
,,,,,0.045745961368083954,,4316.631692583,,,,,558,77000,,,,,,,1763377867.427849,0.6886141300201416,,29.742494583129883,
,,,,,,,4316.640758875,,28.372228622436523,,,559,77000,,,,,0.07654300332069397,0.9748486876487732,1763377867.436932,,,,
,4.0,0.0,,137.75,,467.0,4341.094386792,,,0.0,0.0,561,77563,12.556773072728472,,152.92000000000004,253.0,,,1763377891.890719,,,,
,,,0.6443841457366943,,,,4361.102768083,,,,,564,78000,,0.11123089492321014,,,,,1763377911.899498,,28.718534469604492,,
,,,,,,,4361.134925792,,28.230743408203125,,,567,78000,,,,,0.09748126566410065,1.0571733713150024,1763377911.931682,,,,
,4.0,0.0,,136.25,,480.0,4373.76378525,,,0.0,0.0,568,78267,8.387520491778256,,146.16000000000017,256.0,,,1763377924.560689,,,,
,4.0,0.0,,139.0,,178.0,4388.498661667,,,0.0,0.0,570,78608,4.482088659319476,,59.167499999999954,258.0,,,1763377939.295588,,,,
,,,1.546804428100586,,,,4404.845658792,,,,,573,79000,,0.0648183599114418,,,,,1763377955.64308,,29.440155029296875,,
,,,,,0.25076988339424133,,4404.865328833,,,,,575,79000,,,,,,,1763377955.662818,0.7357729077339172,,30.484495162963867,
,4.0,0.0,,145.0,,255.0,4409.701163417,,,0.0,0.0,577,79106,17.82715537459645,,73.49750000000003,261.0,,,1763377960.498705,,,,
,4.0,0.0,,125.25,,381.0,4436.337556208,,,0.0,0.0,578,79487,5.843584088553996,,122.6850000000003,262.0,,,1763377987.1320992,,,,
,,,0.605674147605896,,,,4468.726879792,,,,,580,80000,,0.020843537524342537,,,,,1763378019.525119,,29.357524871826172,,
,,,,,,,4468.805773917,,29.557525634765625,,,583,80000,,,,,0.38420939445495605,3.4449543952941895,1763378019.604088,,,,
,4.0,0.0,,118.5,,262.0,4510.378082042,,,0.0,0.0,586,80834,9.562589542064472,,75.80250000000002,266.0,,,1763378061.478676,,,,
,,,0.9038951992988586,,,,4518.650697167,,,,,587,81000,,0.04233042523264885,,,,,1763378069.7518458,,29.54749298095703,,
,,,,,0.022037556394934654,,4518.67372975,,,,,589,81000,,,,,,,1763378069.775027,0.647616446018219,,30.9714412689209,
,4.0,0.0,,149.5,,500.0,4564.748271042,,,0.0,0.0,593,81934,13.95338131063559,,164.61999999999992,269.0,,,1763378115.850584,,,,
1.6494284868240356,,,,,,,4567.831333083,0.2255670726299286,,,,595,82000,,,,,,,1763378118.9340758,,,,29.89406967163086
,,,,,,,4567.855806292,,30.165149688720703,,,597,82000,,,,,0.2815389931201935,3.0325679779052734,1763378118.958606,,,,
,4.0,0.0,,123.25,,500.0,4612.696895208,,,0.0,0.0,599,82934,5.619472283942685,,171.8575,271.0,,,1763378163.8006349,,,,
,,,0.47135043144226074,,,,4615.803334167,,,,,600,83000,,0.03282633796334267,,,,,1763378166.907569,,29.951282501220703,,
2.091425657272339,,,,,,,4615.81450675,0.09412385523319244,,,,601,83000,,,,,,,1763378166.918725,,,,29.96345329284668
,,,,,0.10556517541408539,,4615.826842542,,,,,602,83000,,,,,,,1763378166.9311,0.8265476226806641,,31.427677154541016,
,4.0,0.0,,145.75,,208.0,4633.990966375,,,0.0,0.0,605,83391,13.411067258052254,,65.03500000000001,273.0,,,1763378185.0957491,,,,
,4.0,0.0,,195.0,,500.0,4657.2309875,,,0.0,0.0,606,83891,13.337473523872376,,161.69999999999993,274.0,,,1763378208.3357592,,,,
,4.0,0.0,,149.75,,175.0,4686.389681292,,,0.0,0.0,612,84385,9.479584642799493,,52.99499999999997,276.0,,,1763378237.4954581,,,,
,4.0,0.0,,174.75,,500.0,4709.751533292,,,0.0,0.0,613,84885,11.080145249499152,,157.12250000000006,277.0,,,1763378260.858488,,,,
,,,0.6760720610618591,,,,4714.771298375,,,,,614,85000,,0.46528586745262146,,,,,1763378265.878402,,30.187501907348633,,
1.208418607711792,,,,,,,4714.781532125,0.054731905460357666,,,,615,85000,,,,,,,1763378265.8887732,,,,30.465471267700195
,,,,,,,4714.801820292,,29.752538681030273,,,617,85000,,,,,0.6511548161506653,1.9202371835708618,1763378265.9090712,,,,
,,,0.6698867678642273,,,,4761.219379333,,,,,620,86000,,0.035540658980607986,,,,,1763378312.3279512,,30.303224563598633,,
,,,,,,,4761.25011275,,29.91969871520996,,,623,86000,,,,,0.17843115329742432,2.077597141265869,1763378312.358749,,,,
,4.0,0.0,,113.25,,122.0,4802.710300458,,,0.0,0.0,627,86853,12.532810937694695,,30.59999999999998,283.0,,,1763378353.8200781,,,,
,,,1.0961041450500488,,,,4809.475840375,,,,,628,87000,,0.01913672313094139,,,,,1763378360.585841,,30.894792556762695,,
1.0268646478652954,,,,,,,4809.485609833,0.05420248210430145,,,,629,87000,,,,,,,1763378360.595724,,,,30.655593872070312
,,,,,0.13587753474712372,,4809.495315,,,,,630,87000,,,,,,,1763378360.605383,0.9232593178749084,,32.566017150878906,
,4.0,0.0,,98.5,,155.0,4809.820981125,,,0.0,0.0,632,87008,9.827230980800225,,46.53249999999998,284.0,,,1763378360.9310138,,,,
,4.0,0.0,,136.75,,211.0,4819.145872042,,,0.0,0.0,633,87219,12.485597702953624,,58.85,285.0,,,1763378370.256202,,,,
,,,0.7018064856529236,,,,4855.830035958,,,,,635,88000,,0.03624268248677254,,,,,1763378406.941422,,30.944049835205078,,
0.8771498799324036,,,,,,,4855.841832875,0.0511593297123909,,,,636,88000,,,,,,,1763378406.953258,,,,30.76896858215332
,4.0,0.0,,63.0,,379.0,4860.211403,,,0.0,0.0,639,88098,16.20947003297774,,105.54250000000016,287.0,,,1763378411.322929,,,,
,4.0,0.0,,98.25,,137.0,4866.370796375,,,0.0,0.0,640,88235,4.3623703419127775,,35.725,288.0,,,1763378417.4823868,,,,
,4.0,0.0,,86.5,,61.0,4871.296911167,,,0.0,0.0,642,88339,4.755845744975332,,14.347500000000004,290.0,,,1763378422.4087198,,,,
,4.0,0.0,,113.5,,374.0,4888.046215792,,,0.0,0.0,643,88713,8.099457929392562,,116.24750000000017,291.0,,,1763378439.158581,,,,
,4.0,0.0,,142.5,,133.0,4894.177083167,,,0.0,0.0,644,88846,6.300418140885567,,40.877500000000005,292.0,,,1763378445.289537,,,,
,,,,,0.035428550094366074,,4901.169449208,,,,,647,89000,,,,,,,1763378452.282258,0.6258706450462341,,33.091697692871094,
,4.0,0.0,,73.25,,176.0,4902.145980542,,,0.0,0.0,649,89022,8.182704320699838,,47.48999999999996,293.0,,,1763378453.258796,,,,
,4.0,0.0,,100.5,,191.0,4911.902428583,,,0.0,0.0,650,89213,9.352452552673045,,53.91249999999999,294.0,,,1763378463.015465,,,,
,4.0,0.0,,95.75,,247.0,4923.259311083,,,0.0,0.0,651,89460,4.206072990332004,,71.04999999999998,295.0,,,1763378474.372013,,,,
,4.0,0.0,,106.5,,91.0,4939.5761395,,,0.0,0.0,654,89822,7.799696708847086,,23.222500000000007,298.0,,,1763378490.690123,,,,
,,,0.8582665324211121,,,,4947.73091825,,,,,656,90000,,0.021170174703001976,,,,,1763378498.845082,,31.47227668762207,,
1.3234617710113525,,,,,,,4947.743701833,0.06632015109062195,,,,657,90000,,,,,,,1763378498.857864,,,,32.19385528564453
,,,,,0.09049451351165771,,4947.756401083,,,,,658,90000,,,,,,,1763378498.870568,1.0296101570129395,,32.911441802978516,
,,,,,,,4947.76911075,,31.47241973876953,,,659,90000,,,,,0.09647396206855774,1.0233163833618164,1763378498.8832908,,,,
,4.0,0.0,,194.75,,500.0,4970.813893542,,,0.0,0.0,660,90489,10.991636309030564,,158.1975,300.0,,,1763378521.928618,,,,
,4.0,0.0,,114.5,,109.0,4976.112412333,,,0.0,0.0,661,90598,6.1087329905635706,,30.482499999999998,301.0,,,1763378527.227315,,,,
,4.0,0.0,,131.75,,121.0,4985.344776375,,,0.0,0.0,662,90719,12.925035783316046,,35.90000000000002,302.0,,,1763378536.452651,,,,
,4.0,0.0,,149.0,,134.0,4998.940070583,,,0.0,0.0,664,90959,12.952946334714701,,40.7025,304.0,,,1763378550.055677,,,,
0.6499669551849365,,,,,,,5000.973057625,0.11624501645565033,,,,666,91000,,,,,,,1763378552.088875,,,,31.826396942138672
,,,,,0.012618433684110641,,5000.984137458,,,,,667,91000,,,,,,,1763378552.099953,0.5417258739471436,,33.50990295410156,
,4.0,0.0,,133.0,,273.0,5011.789104125,,,0.0,0.0,669,91232,13.824164305664283,,78.43250000000003,305.0,,,1763378562.905199,,,,
,4.0,0.0,,89.0,,322.0,5030.858775125,,,0.0,0.0,671,91634,9.822129033463154,,96.23250000000013,307.0,,,1763378581.975096,,,,
,,,0.5909465551376343,,,,5047.52341575,,,,,674,92000,,0.008827827870845795,,,,,1763378598.640574,,31.80194091796875,,
,,,,,0.04704256355762482,,5047.545457667,,,,,676,92000,,,,,,,1763378598.662703,0.5423518419265747,,33.6568603515625,
,,,,,,,5047.556700458,,31.644861221313477,,,677,92000,,,,,1.0961213111877441,2.5240490436553955,1763378598.673928,,,,
,4.0,0.0,,48.0,,303.0,5082.70656925,,,0.0,0.0,680,92540,7.558939657782694,,89.25750000000005,312.0,,,1763378633.824427,,,,
,4.0,0.0,,95.5,,197.0,5092.286966958,,,0.0,0.0,681,92737,5.52077157198161,,56.42249999999996,313.0,,,1763378643.405487,,,,
,4.0,0.0,,125.75,,50.0,5099.182747042,,,0.0,0.0,683,92887,3.097212456387196,,11.505000000000006,315.0,,,1763378650.301486,,,,
,4.0,0.0,,87.0,,91.0,5103.171065583,,,0.0,0.0,684,92978,4.10133743430116,,22.152500000000003,316.0,,,1763378654.289836,,,,
,,,0.5629653334617615,,,,5104.259711833,,,,,685,93000,,0.07202143967151642,,,,,1763378655.378561,,31.759449005126953,,
,4.0,0.0,,96.75,,35.0,5104.819695083,,,0.0,0.0,689,93013,6.134292950291828,,6.190000000000002,317.0,,,1763378655.938595,,,,
,4.0,0.0,,63.75,,188.0,5126.901186083,,,0.0,0.0,692,93493,6.390402960690377,,48.63999999999997,320.0,,,1763378678.020731,,,,
,,,,,0.047461725771427155,,5150.388596917,,,,,698,94000,,,,,,,1763378701.508875,0.7934877276420593,,33.63199234008789,
,,,,,,,5150.400677,,31.968387603759766,,,699,94000,,,,,0.18418154120445251,1.6606069803237915,1763378701.520969,,,,
,4.0,0.0,,123.5,,220.0,5160.446913167,,,0.0,0.0,700,94142,9.674289056566424,,66.93249999999998,324.0,,,1763378711.5672588,,,,
,4.0,0.0,,89.75,,58.0,5169.665249167,,,0.0,0.0,702,94314,6.657689163666327,,11.975000000000005,326.0,,,1763378720.7859998,,,,
,4.0,0.0,,71.0,,51.0,5172.112844042,,,0.0,0.0,703,94365,4.2930838275067496,,11.592500000000005,327.0,,,1763378723.233789,,,,
,4.0,0.0,,75.5,,210.0,5182.183354208,,,0.0,0.0,704,94575,5.2200640561203855,,58.47749999999998,328.0,,,1763378733.3044841,,,,
,,,1.3591485023498535,,,,5202.23568875,,,,,706,95000,,0.603941023349762,,,,,1763378753.3575208,,32.80743408203125,,
1.5007827281951904,,,,,,,5202.24534875,0.051092542707920074,,,,707,95000,,,,,,,1763378753.367198,,,,32.91741943359375
