robot_0/loss,global_step,episode_length,robot_1/q_std,_runtime,robot_3/q_std,robot_2/q_mean,_timestamp,epsilon,robot_0/q_mean,mean_episode_reward,total_kills_per_episode,total_agent_collisions_per_episode,survival_rate,mean_final_energy,episode,std_episode_reward,_step,total_charges_per_episode,robot_3/q_mean,robot_2/loss,robot_0/q_std,robot_1/loss,robot_3/loss,robot_2/q_std,robot_1/q_mean
,3058,17.0,,63.547151228,,,1763425409.1615584,0.2,,5.187499999999999,0.0,2.0,3.0,64.5,668.0,2.6681114575669427,680,43.0,,,,,,,
,3136,25.0,,65.429494184,,,1763425411.0435605,0.2,,7.117499999999999,0.0,2.0,3.0,74.5,672.0,3.582257493536723,684,57.0,,,,,,,
,3191,5.0,,66.76486667,,,1763425412.3793159,0.2,,1.6649999999999998,0.0,0.0,3.0,74.25,677.0,0.9011242977525352,689,15.0,,,,,,,
,3240,2.0,,67.845592963,,,1763425413.4601982,0.2,,0.2675,0.0,0.0,3.0,62.5,680.0,0.8329278180010559,692,5.0,,,,,,,
,3328,3.0,,69.115856784,,,1763425414.7304885,0.2,,0.525,0.0,0.0,3.0,62.25,686.0,0.7106511098985211,698,7.0,,,,,,,
,3353,17.0,,69.416606164,,,1763425415.0312674,0.2,,5.1549999999999985,0.0,3.0,3.0,48.75,688.0,2.109437128714672,700,44.0,,,,,,,
,3382,13.0,,69.723124969,,,1763425415.337747,0.2,,3.885,0.0,1.0,3.0,50.75,690.0,0.8594911285173341,702,34.0,,,,,,,
,3401,19.0,,69.925043006,,,1763425415.5397627,0.2,,5.525,0.0,2.0,3.0,58.75,691.0,3.521849656075625,703,46.0,,,,,,,
,3483,23.0,,70.784529278,,,1763425416.3991437,0.2,,9.797500000000003,0.0,1.0,3.0,44.5,695.0,0.9209064827657572,707,81.0,,,,,,,
,3530,18.0,,71.342960928,,,1763425416.9574044,0.2,,5.1075,0.0,0.0,3.0,55.5,697.0,2.498373220717833,709,43.0,,,,,,,
,3542,12.0,,71.633999568,,,1763425417.2483697,0.2,,3.4724999999999997,0.0,0.0,3.0,60.5,698.0,1.4853850510894469,710,30.0,,,,,,,
,3630,25.0,,73.803578459,,,1763425419.4179318,0.2,,7.8649999999999975,0.0,0.0,3.0,61.75,704.0,4.227236094660435,716,64.0,,,,,,,
,3669,14.0,,74.720527135,,,1763425420.3347645,0.2,,4.759999999999999,0.0,0.0,3.0,62.25,707.0,1.5994217705158322,719,40.0,,,,,,,
,3697,2.0,,75.408801515,,,1763425421.0233505,0.2,,0.5175000000000001,0.0,0.0,3.0,75.0,709.0,0.8703555308033608,721,6.0,,,,,,,
,3744,14.0,,76.556338046,,,1763425422.1710088,0.2,,5.5074999999999985,0.0,0.0,3.0,62.0,713.0,0.7120524910426199,725,46.0,,,,,,,
,3791,18.0,,77.718380149,,,1763425423.3327434,0.2,,6.949999999999999,0.0,1.0,3.0,64.75,717.0,2.4783361353940676,729,57.0,,,,,,,
,3807,16.0,,78.095520814,,,1763425423.7099154,0.2,,5.275,0.0,1.0,3.0,74.25,718.0,2.230364320015903,730,43.0,,,,,,,
,4029,20.0,,83.426577971,,,1763425429.0410402,0.2,,5.525,0.0,3.0,3.0,57.75,734.0,3.9082253005680223,750,46.0,,,,,,,
,4132,6.0,,85.833546803,,,1763425431.4481306,0.2,,1.2949999999999997,0.0,1.0,3.0,61.25,741.0,0.8367347249875553,757,13.0,,,,,,,
,4216,13.0,,87.852895026,,,1763425433.4672403,0.2,,3.587499999999999,0.0,2.0,3.0,46.0,746.0,2.333370684224861,762,32.0,,,,,,,
,4298,9.0,,89.730763532,,,1763425435.3452523,0.2,,2.08,0.0,1.0,3.0,61.75,751.0,0.6185870997684966,767,19.0,,,,,,,
,4352,5.0,,90.889289447,,,1763425436.5037098,0.2,,1.08,0.0,0.0,3.0,53.25,755.0,0.5829236656715868,771,12.0,,,,,,,
,4414,42.0,,92.105069314,,,1763425437.7195797,0.2,,16.632500000000007,0.0,2.0,3.0,59.0,757.0,1.9566728776164943,773,133.0,,,,,,,
,4424,10.0,,92.247611249,,,1763425437.8621492,0.2,,3.4999999999999996,0.0,0.0,3.0,65.25,758.0,0.6898188167917718,774,30.0,,,,,,,
,4436,12.0,,92.416831069,,,1763425438.0313256,0.2,,3.3424999999999994,0.0,3.0,3.0,47.5,759.0,1.5140900732783373,775,30.0,,,,,,,
,4506,6.0,,93.421938573,,,1763425439.0365617,0.2,,2.145,0.0,0.0,3.0,58.75,764.0,0.7182791936287727,780,20.0,,,,,,,
,4595,13.0,,94.73526484,,,1763425440.3496838,0.2,,4.012499999999999,0.0,1.0,3.0,38.5,772.0,1.7846200576032982,788,36.0,,,,,,,
,4603,8.0,,94.904036841,,,1763425440.518432,0.2,,1.5375,0.0,1.0,3.0,33.5,773.0,0.7572771949557177,789,17.0,,,,,,,
,4641,13.0,,95.672793466,,,1763425441.287297,0.2,,1.9674999999999998,1.0,1.0,3.0,34.0,777.0,1.8374625846530857,793,20.0,,,,,,,
,4725,10.0,,97.648566097,,,1763425443.2629528,0.2,,3.1525,0.0,0.0,3.0,43.0,781.0,1.693847321927215,797,29.0,,,,,,,
,4866,18.0,,100.915198093,,,1763425446.5297275,0.2,,5.547499999999999,1.0,1.0,3.0,49.5,790.0,2.500163744637539,806,47.0,,,,,,,
,4915,8.0,,102.124799819,,,1763425447.7392218,0.2,,2.5949999999999998,0.0,0.0,3.0,51.75,793.0,1.5202055782031583,809,24.0,,,,,,,
,5000,,0.28435179591178894,104.18518189,,,1763425449.7999582,,,,,,,,,,815,,,,,0.0009256791090592742,,,0.29565030336380005
,5101,22.0,,106.572238385,,,1763425452.1869485,0.2,,7.547500000000001,0.0,0.0,3.0,58.0,803.0,2.229353886219055,823,62.0,,,,,,,
,5151,8.0,,107.793375111,,,1763425453.4076421,0.2,,2.2074999999999996,0.0,1.0,3.0,50.5,806.0,0.766236745399227,826,21.0,,,,,,,
,5213,21.0,,109.260324952,,,1763425454.8745224,0.2,,6.569999999999999,1.0,2.0,3.0,48.75,810.0,3.7952009169476124,830,55.0,,,,,,,
,5349,11.0,,112.548980421,,,1763425458.1633158,0.2,,3.5149999999999992,0.0,0.0,2.0,41.0,819.0,1.4390708808116432,839,32.0,,,,,,,
,5390,22.0,,113.54451594,,,1763425459.1588645,0.2,,6.240000000000002,0.0,1.0,3.0,39.75,821.0,3.5828270960234754,841,53.0,,,,,,,
,5463,25.0,,115.25060267,,,1763425460.8649375,0.2,,7.210000000000002,0.0,0.0,3.0,46.25,826.0,2.1642666194348625,846,60.0,,,,,,,
,5620,21.0,,119.019716453,,,1763425464.6341145,0.2,,5.362500000000001,0.0,1.0,3.0,53.0,838.0,3.478522495255709,858,45.0,,,,,,,
,5671,17.0,,120.282263631,,,1763425465.896686,0.2,,5.914999999999998,1.0,3.0,2.0,50.0,843.0,3.0967765498982973,863,50.0,,,,,,,
,5688,15.0,,120.652872873,,,1763425466.2672827,0.2,,4.859999999999999,0.0,1.0,3.0,33.75,845.0,0.6226154511413924,865,43.0,,,,,,,
,5782,9.0,,122.940641406,,,1763425468.5551374,0.2,,2.0175,0.0,1.0,3.0,43.0,852.0,0.4207359623326724,872,20.0,,,,,,,
,5824,8.0,,123.914420308,,,1763425469.5288339,0.2,,2.195,0.0,1.0,3.0,74.25,856.0,1.0883588562601947,876,19.0,,,,,,,
,5884,5.0,,125.220023283,,,1763425470.8345783,0.2,,1.3075,1.0,2.0,3.0,51.0,860.0,0.8377760739004187,880,14.0,,,,,,,
,5888,2.0,,125.319391777,,,1763425470.9339588,0.2,,0.5175000000000001,0.0,0.0,3.0,75.0,862.0,0.8703555308033608,882,6.0,,,,,,,
,6000,,,128.083072698,0.45593205094337463,,1763425473.697801,,,,,,,,,,893,,0.07950922846794128,,,,0.0010063557419925928,,
,6010,22.0,,128.309527884,,,1763425473.923885,0.2,,6.884999999999998,1.0,2.0,3.0,41.75,870.0,1.9542070002944927,894,58.0,,,,,,,
,6070,12.0,,129.780885728,,,1763425475.3953536,0.2,,4.2299999999999995,0.0,2.0,3.0,73.75,876.0,2.9645488695584015,900,35.0,,,,,,,
,6275,11.0,,134.68641933,,,1763425480.3008687,0.2,,2.655,0.0,2.0,3.0,54.75,892.0,2.0150248137429965,916,24.0,,,,,,,
,6300,17.0,,135.286154391,,,1763425480.900691,0.2,,5.192500000000001,0.0,0.0,3.0,27.5,894.0,2.1055328897929866,918,46.0,,,,,,,
,6348,20.0,,136.459104898,,,1763425482.0732896,0.2,,8.14,0.0,2.0,3.0,56.75,897.0,0.9341038486164177,921,67.0,,,,,,,
,6363,15.0,,136.829133548,,,1763425482.4436045,0.2,,2.879999999999999,0.0,1.0,3.0,60.75,898.0,3.024954545113032,922,25.0,,,,,,,
,6485,5.0,,139.793148452,,,1763425485.4076211,0.2,,1.5474999999999999,0.0,1.0,3.0,75.0,906.0,1.0025062343945796,930,14.0,,,,,,,
,6513,17.0,,140.491130082,,,1763425486.1056252,0.2,,4.9925,0.0,3.0,3.0,57.5,908.0,2.058171214938155,932,42.0,,,,,,,
,6621,19.0,,143.182803317,,,1763425488.7971966,0.2,,6.187500000000001,0.0,2.0,3.0,37.5,914.0,1.5732827940329115,938,53.0,,,,,,,
,6662,16.0,,144.207595563,,,1763425489.8219843,0.2,,6.3375,0.0,0.0,3.0,43.0,917.0,0.40622499923072136,941,54.0,,,,,,,
,6667,5.0,,144.331256711,,,1763425489.9459395,0.2,,1.2075,0.0,0.0,3.0,53.5,918.0,0.98151349965245,942,13.0,,,,,,,
,6716,6.0,,145.507254733,,,1763425491.121836,0.2,,2.1575,0.0,0.0,3.0,60.0,922.0,0.7179963440018339,946,20.0,,,,,,,
,6731,3.0,,145.874610538,,,1763425491.489053,0.2,,0.79,0.0,0.0,3.0,63.75,924.0,0.8294877937619094,948,9.0,,,,,,,
,6879,6.0,,149.537832375,,,1763425495.152302,0.2,,1.9324999999999997,0.0,0.0,3.0,75.0,932.0,1.1418269352226718,956,17.0,,,,,,,
,7000,,,152.534109006,,0.24147513508796692,1763425498.148992,,,,,,,,,,965,,,0.0005698333261534572,,,,0.4163953363895416,
,7099,8.0,,154.954228144,,,1763425500.5686631,0.2,,1.7424999999999997,0.0,2.0,3.0,54.0,946.0,1.1051329105587253,974,17.0,,,,,,,
,7168,32.0,,156.64297893,,,1763425502.2575521,0.2,,9.4075,0.0,3.0,3.0,21.5,949.0,2.978652170025897,977,79.0,,,,,,,
,7216,18.0,,157.769428877,,,1763425503.3838096,0.2,,6.002500000000001,0.0,0.0,3.0,32.5,952.0,1.561975912106203,980,52.0,,,,,,,
,7219,3.0,,157.84458206,,,1763425503.4591572,0.2,,1.0274999999999999,0.0,0.0,3.0,75.0,953.0,0.8703555308033608,981,10.0,,,,,,,
,7290,27.0,,159.548699298,,,1763425505.1630843,0.2,,8.462499999999999,0.0,2.0,3.0,57.0,957.0,2.468819302824736,985,69.0,,,,,,,
,7346,56.0,,160.936316737,,,1763425506.550635,0.2,,17.062500000000004,0.0,2.0,3.0,38.0,958.0,4.411294452878884,986,137.0,,,,,,,
,7452,27.0,,163.57399574,,,1763425509.1883607,0.2,,7.370000000000001,0.0,1.0,3.0,60.25,964.0,3.328115082144848,992,60.0,,,,,,,
,7469,9.0,,163.997168027,,,1763425509.6118104,0.2,,2.205,0.0,0.0,3.0,36.75,966.0,0.8876513955376852,994,22.0,,,,,,,
,7486,17.0,,164.411945725,,,1763425510.026411,0.2,,3.99,0.0,1.0,3.0,44.75,967.0,2.2197409758798434,995,35.0,,,,,,,
,7530,32.0,,165.482738925,,,1763425511.0971365,0.2,,12.547499999999998,0.0,1.0,3.0,48.0,969.0,1.6564325371110047,997,102.0,,,,,,,
,7570,3.0,,166.477930836,,,1763425512.0925245,0.2,,0.7775000000000001,0.0,0.0,3.0,62.5,972.0,0.8329278180010558,1000,9.0,,,,,,,
,7625,27.0,,167.855850122,,,1763425513.4702344,0.2,,9.240000000000002,0.0,0.0,3.0,47.25,976.0,2.4719728962915415,1004,76.0,,,,,,,
,7827,30.0,,171.906636084,,,1763425517.5211554,0.2,,9.950000000000003,0.0,0.0,3.0,65.25,987.0,3.396593882111904,1015,80.0,,,,,,,
,7848,16.0,,172.186023901,,,1763425517.800718,0.2,,5.0725,0.0,0.0,3.0,66.5,989.0,1.9135095374729654,1017,42.0,,,,,,,
,7858,10.0,,172.30878674,,,1763425517.9236357,0.2,,3.1375,0.0,0.0,3.0,41.5,990.0,0.7359135479117094,1018,29.0,,,,,,,
,7866,8.0,,172.401280706,,,1763425518.015996,0.2,,1.595,0.0,3.0,2.0,39.5,991.0,1.530988242933302,1019,17.0,,,,,,,
,7883,17.0,,172.584201331,,,1763425518.1988235,0.2,,6.414999999999999,0.0,1.0,3.0,62.25,992.0,1.7542876046988425,1020,53.0,,,,,,,
,8044,11.0,,175.130400225,,,1763425520.744819,0.2,,2.6749999999999994,0.0,3.0,3.0,44.25,999.0,2.175873387860608,1031,25.0,,,,,,,
,8055,11.0,,175.399560019,,,1763425521.0139937,0.2,,3.9574999999999996,0.0,1.0,3.0,60.0,1000.0,1.4762346527568029,1032,34.0,,,,,,,
,8119,26.0,,176.955698786,,,1763425522.5701056,0.2,,6.047499999999998,0.0,1.0,3.0,16.5,1003.0,3.4215959361093464,1035,53.0,,,,,,,
,8175,16.0,,178.297558871,,,1763425523.9118257,0.2,,5.869999999999999,0.0,1.0,3.0,58.75,1006.0,1.502181746660503,1038,49.0,,,,,,,
,8190,5.0,,178.662542881,,,1763425524.2769744,0.2,,1.5474999999999999,0.0,1.0,3.0,75.0,1008.0,1.2288282019875683,1040,14.0,,,,,,,
,8196,6.0,,178.806308555,,,1763425524.4208398,0.2,,1.7275,0.0,1.0,3.0,54.5,1009.0,0.9909938193550956,1041,17.0,,,,,,,
,8218,22.0,,179.331694386,,,1763425524.9460928,0.2,,6.3125,0.0,2.0,3.0,34.5,1010.0,3.044793712224196,1042,54.0,,,,,,,
,8378,55.0,,182.283697582,,,1763425527.8980951,0.2,,14.56750000000001,0.0,4.0,3.0,39.5,1018.0,7.612802949636895,1050,117.0,,,,,,,
,8413,16.0,,182.894279455,,,1763425528.508812,0.2,,3.5424999999999995,0.0,1.0,3.0,38.5,1021.0,2.385281691960092,1053,32.0,,,,,,,
,8465,17.0,,183.83066358,,,1763425529.445257,0.2,,6.655000000000002,0.0,0.0,3.0,73.75,1026.0,0.8633799858694904,1058,54.0,,,,,,,
,8485,20.0,,184.286340641,,,1763425529.900843,0.2,,6.607500000000002,0.0,2.0,3.0,53.5,1027.0,2.027342780587439,1059,55.0,,,,,,,
,8632,22.0,,187.676857004,,,1763425533.2913506,0.2,,8.492500000000001,0.0,0.0,3.0,40.0,1036.0,1.1851239386663315,1068,71.0,,,,,,,
,8735,3.0,,190.152794284,,,1763425535.76738,0.2,,0.9,0.0,0.0,3.0,74.75,1044.0,0.8234986338786483,1076,9.0,,,,,,,
,8809,10.0,,191.985189525,,,1763425537.5998125,0.2,,3.5825,0.0,0.0,3.0,61.0,1050.0,0.7650939484795316,1082,31.0,,,,,,,
,8830,21.0,,192.50886236,,,1763425538.1232505,0.2,,6.482500000000002,1.0,2.0,3.0,52.5,1051.0,4.326461458282045,1083,54.0,,,,,,,
,8877,8.0,,193.640232887,,,1763425539.2547638,0.2,,2.4499999999999997,0.0,1.0,3.0,62.25,1055.0,1.714103264100503,1087,22.0,,,,,,,
,8939,22.0,,195.158176854,,,1763425540.7726808,0.2,,7.584999999999999,0.0,0.0,3.0,49.25,1059.0,2.2429723582781858,1091,63.0,,,,,,,
,8969,18.0,,195.892920004,,,1763425541.5073678,0.2,,7.16,0.0,0.0,3.0,60.75,1061.0,1.1833638493717804,1093,59.0,,,,,,,
,9000,,,196.698977716,0.47310173511505127,,1763425542.3137822,,,,,,,,,,1099,,0.15478582680225372,,,,0.000743697804864496,,
,9052,17.0,,197.94668085,,,1763425543.5611253,0.2,,4.49,1.0,4.0,3.0,32.25,1067.0,2.005155854291631,1103,40.0,,,,,,,
,9122,25.0,,199.63282518,,,1763425545.2471647,0.2,,7.2825000000000015,0.0,1.0,3.0,41.0,1070.0,3.455397046650356,1106,61.0,,,,,,,
,9135,13.0,,199.93884865,,,1763425545.5532699,0.2,,3.0725000000000007,0.0,0.0,3.0,57.0,1071.0,1.2979864213465406,1107,27.0,,,,,,,
,9224,9.0,,202.133636504,,,1763425547.7481315,0.2,,2.2800000000000002,0.0,3.0,3.0,44.25,1078.0,1.1173853408739527,1114,22.0,,,,,,,
,9238,14.0,,202.485134572,,,1763425548.0996032,0.2,,3.799999999999999,0.0,3.0,3.0,41.25,1079.0,0.908432716275674,1115,34.0,,,,,,,
,9312,26.0,,204.038929689,,,1763425549.6535647,0.2,,8.489999999999998,0.0,4.0,3.0,35.75,1082.0,3.9854548046615714,1118,71.0,,,,,,,
,9328,16.0,,204.379684175,,,1763425549.9940784,0.2,,5.3075,0.0,0.0,3.0,52.5,1083.0,2.297176255754008,1119,45.0,,,,,,,
,9371,13.0,,205.342686475,,,1763425550.9570749,0.2,,3.4049999999999994,0.0,0.0,3.0,52.75,1087.0,0.7496832664532401,1123,30.0,,,,,,,
,9414,23.0,,206.384306185,,,1763425551.9988651,0.2,,7.070000000000002,0.0,3.0,3.0,34.25,1089.0,3.3988453921883544,1125,60.0,,,,,,,
,9547,25.0,,209.524255386,,,1763425555.1386356,0.2,,6.2925,0.0,2.0,3.0,42.0,1096.0,5.171563472490695,1132,53.0,,,,,,,
,9560,13.0,,209.834465667,,,1763425555.4490027,0.2,,3.309999999999999,0.0,1.0,3.0,55.75,1097.0,1.997072857959869,1133,29.0,,,,,,,
,9585,6.0,,210.448445183,,,1763425556.0629303,0.2,,2.0549999999999997,0.0,0.0,3.0,74.75,1100.0,1.0049999999999997,1136,18.0,,,,,,,
,9624,2.0,,211.350522724,,,1763425556.96509,0.2,,0.38999999999999996,0.0,0.0,3.0,74.75,1103.0,0.8234986338786483,1139,5.0,,,,,,,
,9712,12.0,,213.500770179,,,1763425559.1154382,0.2,,4.1225000000000005,0.0,0.0,3.0,50.5,1109.0,1.0153170687031712,1145,36.0,,,,,,,
,9981,34.0,,220.079850916,,,1763425565.694214,0.2,,12.187500000000004,0.0,1.0,3.0,47.5,1126.0,2.254211336587587,1162,99.0,,,,,,,
,9988,5.0,,220.256121883,,,1763425565.8705637,0.2,,1.5599999999999998,0.0,0.0,3.0,51.25,1128.0,0.9902272466459402,1164,16.0,,,,,,,
0.0001344997581327334,10000,,,220.558186284,,,1763425566.1727426,,0.28050854802131653,,,,,,,,1165,,,,0.363444983959198,,,,
,10074,24.0,,222.349446636,,,1763425567.9638226,0.2,,4.6025,0.0,2.0,3.0,36.5,1131.0,2.4819586519521235,1171,40.0,,,,,,,
,10087,13.0,,222.664714685,,,1763425568.2791677,0.2,,4.8625,0.0,0.0,3.0,61.0,1132.0,1.4389644714168581,1172,41.0,,,,,,,
,10107,20.0,,223.150781663,,,1763425568.7652164,0.2,,6.417499999999999,0.0,2.0,3.0,47.0,1133.0,2.287021807941499,1173,54.0,,,,,,,
,10239,17.0,,226.392408454,,,1763425572.0068183,0.2,,5.089999999999998,0.0,3.0,3.0,54.75,1141.0,1.359650690434864,1181,43.0,,,,,,,
,10251,12.0,,226.681085574,,,1763425572.2955892,0.2,,4.09,0.0,0.0,3.0,47.25,1142.0,1.4682131997771988,1182,36.0,,,,,,,
,10291,11.0,,227.678283098,,,1763425573.2928073,0.2,,4.1075,0.0,0.0,3.0,50.0,1146.0,1.1401836474884204,1186,36.0,,,,,,,
,10323,14.0,,228.457813961,,,1763425574.0722387,0.2,,5.41,0.0,0.0,3.0,52.25,1148.0,1.1671118198356143,1188,46.0,,,,,,,
,10390,13.0,,230.025036081,,,1763425575.6396027,0.2,,3.6399999999999992,0.0,2.0,3.0,63.75,1154.0,2.634966792959637,1194,31.0,,,,,,,
,10453,26.0,,231.503315404,,,1763425577.1176932,0.2,,6.279999999999999,0.0,1.0,3.0,52.25,1157.0,2.5088343907081647,1197,52.0,,,,,,,
,10466,13.0,,231.831030232,,,1763425577.4454453,0.2,,3.8849999999999993,0.0,1.0,3.0,63.25,1158.0,2.2978740174343755,1198,33.0,,,,,,,
,10681,6.0,,237.123952173,,,1763425582.7385457,0.2,,1.0524999999999998,0.0,1.0,3.0,62.0,1173.0,1.228828201987568,1213,11.0,,,,,,,
,10697,8.0,,237.519637784,,,1763425583.1340683,0.2,,2.0124999999999997,0.0,2.0,3.0,56.0,1175.0,1.7207901528077152,1215,19.0,,,,,,,
,10755,13.0,,238.934402712,,,1763425584.548818,0.2,,4.85,0.0,1.0,3.0,72.25,1179.0,1.6776918668217946,1219,40.0,,,,,,,
,10776,2.0,,239.464224495,,,1763425585.078799,0.2,,0.28,0.0,0.0,3.0,63.75,1182.0,0.8294877937619095,1222,5.0,,,,,,,
,10815,10.0,,240.443241131,,,1763425586.0576653,0.2,,1.2349999999999999,0.0,1.0,2.0,39.0,1186.0,1.8600336018470203,1226,14.0,,,,,,,
,10891,14.0,,242.334539867,,,1763425587.9490323,0.2,,5.3625,0.0,1.0,3.0,47.5,1190.0,1.3150166348757726,1230,46.0,,,,,,,
,10910,15.0,,242.817655737,,,1763425588.4320157,0.2,,2.514999999999999,0.0,1.0,3.0,61.75,1192.0,3.0930607818146725,1232,22.0,,,,,,,
,10932,16.0,,243.366639829,,,1763425588.9810658,0.2,,5.027500000000002,0.0,0.0,3.0,49.5,1194.0,2.539058634612443,1234,43.0,,,,,,,
,11024,29.0,,245.587938413,,,1763425591.2024124,0.2,,8.972500000000002,0.0,2.0,3.0,31.0,1201.0,2.602185379637664,1245,75.0,,,,,,,
,11088,27.0,,246.480247117,,,1763425592.0948875,0.2,,5.835000000000001,0.0,2.0,3.0,56.75,1205.0,3.8869879083938517,1249,48.0,,,,,,,
,11132,44.0,,246.954408445,,,1763425592.5690608,0.2,,12.677500000000006,0.0,3.0,3.0,49.0,1206.0,3.189085879997597,1250,102.0,,,,,,,
,11178,15.0,,247.441777224,,,1763425593.056477,0.2,,4.615,0.0,1.0,3.0,59.25,1209.0,1.514075625588102,1253,39.0,,,,,,,
,11193,15.0,,247.601576058,,,1763425593.2162297,0.2,,3.767499999999999,0.0,1.0,3.0,62.0,1210.0,1.6751921531573617,1254,32.0,,,,,,,
,11241,8.0,,248.115903344,,,1763425593.7306957,0.2,,2.4449999999999994,0.0,2.0,3.0,61.75,1213.0,1.7210534564620583,1257,22.0,,,,,,,
,11353,8.0,,249.320113922,,,1763425594.9348042,0.2,,3.0774999999999997,0.0,0.0,3.0,62.5,1222.0,1.2288282019875678,1266,27.0,,,,,,,
,11388,11.0,,249.715401998,,,1763425595.3301122,0.2,,3.9675,0.0,0.0,3.0,61.0,1225.0,1.0260939284490473,1269,34.0,,,,,,,
,11390,2.0,,249.741308047,,,1763425595.3562546,0.2,,0.2675,0.0,0.0,3.0,62.5,1226.0,0.8329278180010559,1270,5.0,,,,,,,
,11393,3.0,,249.7792848,,,1763425595.3942316,0.2,,1.0275,0.0,0.0,3.0,75.0,1227.0,0.8703555308033607,1271,10.0,,,,,,,
,11460,19.0,,250.700901008,,,1763425596.3153956,0.2,,7.055,0.0,0.0,3.0,74.25,1232.0,2.9781747766039524,1276,57.0,,,,,,,
,11683,17.0,,256.199115394,,,1763425601.8136296,0.2,,2.9175000000000004,0.0,1.0,3.0,62.5,1247.0,2.6147119822267237,1291,25.0,,,,,,,
,11708,25.0,,256.801963266,,,1763425602.4165335,0.2,,5.09,0.0,1.0,3.0,46.75,1248.0,3.942467501451346,1292,43.0,,,,,,,
,11737,29.0,,257.498612677,,,1763425603.1130593,0.2,,12.5375,0.0,0.0,3.0,75.0,1249.0,2.0183579340642233,1293,100.0,,,,,,,
,11816,6.0,,259.428060301,,,1763425605.0425072,0.2,,1.4224999999999999,0.0,1.0,3.0,74.0,1254.0,1.2058269983708276,1298,13.0,,,,,,,
,11837,21.0,,259.924421324,,,1763425605.5389807,0.2,,8.180000000000001,0.0,1.0,3.0,59.75,1255.0,0.890870360939233,1299,67.0,,,,,,,
,11937,5.0,,262.318328883,,,1763425607.9328914,0.2,,1.6649999999999998,0.0,0.0,3.0,74.25,1261.0,0.9011242977525353,1305,15.0,,,,,,,
,12000,,,263.794827766,,0.19746631383895874,1763425609.4096289,,,,,,,,,,1312,,,0.0011672540567815304,,,,0.4603169560432434,
,12052,17.0,,265.057735275,,,1763425610.672364,0.2,,5.39,0.0,1.0,3.0,34.75,1269.0,2.5373017163908593,1317,47.0,,,,,,,
,12084,15.0,,265.810707145,,,1763425611.425299,0.2,,4.7525,0.0,0.0,3.0,60.5,1271.0,2.3482693095128595,1319,40.0,,,,,,,
,12173,19.0,,267.98010738,,,1763425613.5944896,0.2,,4.055,0.0,3.0,0.0,0.0,1276.0,2.0728904939721255,1324,39.0,,,,,,,
,12213,12.0,,268.971622221,,,1763425614.5860174,0.2,,3.9049999999999994,0.0,0.0,3.0,53.75,1280.0,0.4864411577981447,1328,34.0,,,,,,,
,12332,22.0,,271.786266604,,,1763425617.4008093,0.2,,6.472500000000001,1.0,1.0,3.0,50.5,1290.0,2.890461684575668,1338,54.0,,,,,,,
,12364,32.0,,272.569721817,,,1763425618.184073,0.2,,10.420000000000005,0.0,3.0,3.0,47.75,1291.0,3.6463749121559106,1339,85.0,,,,,,,
,12372,8.0,,272.774177402,,,1763425618.3886855,0.2,,2.7024999999999997,0.0,1.0,3.0,50.0,1292.0,1.1401836474884208,1340,25.0,,,,,,,
,12504,11.0,,275.890733951,,,1763425621.5051923,0.2,,3.3824999999999994,1.0,2.0,3.0,40.0,1301.0,1.7932564652051302,1349,31.0,,,,,,,
,12575,26.0,,277.639646403,,,1763425623.2542064,0.2,,7.112500000000002,0.0,2.0,3.0,35.5,1305.0,4.311220099925311,1353,60.0,,,,,,,
,12674,12.0,,279.751664859,,,1763425625.366297,0.2,,3.0599999999999996,0.0,2.0,2.0,32.0,1315.0,2.323477996452731,1363,29.0,,,,,,,
,12740,45.0,,281.233423851,,,1763425626.8478777,0.2,,16.755000000000003,0.0,2.0,3.0,43.25,1317.0,3.8852445225493857,1365,135.0,,,,,,,
,12755,15.0,,281.5784239,,,1763425627.1928034,0.2,,3.902499999999999,0.0,3.0,3.0,38.0,1318.0,2.9568342445933613,1366,35.0,,,,,,,
,12808,22.0,,282.388884855,,,1763425628.0033698,0.2,,6.960000000000001,1.0,3.0,3.0,36.75,1322.0,2.8199379425795885,1370,59.0,,,,,,,
,12823,15.0,,282.603848067,,,1763425628.2183993,0.2,,2.380000000000001,1.0,3.0,2.0,23.5,1323.0,2.1141901522805377,1371,24.0,,,,,,,
,12910,14.0,,283.595650324,,,1763425629.2105334,0.2,,4.144999999999998,0.0,1.0,3.0,50.75,1331.0,2.0200804439427653,1379,36.0,,,,,,,
,12924,14.0,,283.743926196,,,1763425629.3586335,0.2,,4.0424999999999995,0.0,2.0,3.0,53.0,1332.0,2.914209798556034,1380,35.0,,,,,,,
,12934,10.0,,283.848600903,,,1763425629.4633472,0.2,,3.0225,0.0,0.0,3.0,67.5,1333.0,1.7335710974748049,1381,26.0,,,,,,,
,13000,,,284.553470684,,0.21149802207946777,1763425630.1683712,,,,,,,,,,1388,,,0.0009834179654717445,,,,0.3779812455177307,
,13000,,,284.556270415,0.4116189777851105,,1763425630.171349,,,,,,,,,,1389,,0.19773972034454346,,,,0.0005864729755558074,,
,13131,10.0,,287.576708681,,,1763425633.191054,0.2,,2.5975000000000006,0.0,2.0,3.0,50.0,1343.0,0.8451146371942685,1395,24.0,,,,,,,
,13152,12.0,,288.103306593,,,1763425633.7177007,0.2,,4.087499999999999,1.0,3.0,3.0,34.5,1345.0,0.618076653822161,1397,37.0,,,,,,,
