robot_3/q_std,_runtime,mean_episode_reward,robot_0/q_std,robot_2/loss,total_kills_per_episode,robot_2/q_std,episode,robot_3/loss,robot_2/q_mean,total_immediate_kills_per_episode,epsilon,_timestamp,episode_length,total_charges_per_episode,std_episode_reward,_step,total_non_home_charges_per_episode,global_step,robot_1/q_std,robot_3/q_mean,robot_1/loss,survival_rate,mean_final_energy,robot_0/loss,robot_0/q_mean,robot_1/q_mean,total_agent_collisions_per_episode
,459.465047575,5.617499999999999,,,0.0,,702.0,,,0.0,0.029634846598205186,1763496271.397917,12.0,46.0,0.8703555308033607,774,0.0,18582,,,,3.0,75.0,,,,0.0
,460.497171538,19.272500000000004,,,0.0,,703.0,,,0.0,0.02948667236521416,1763496272.429972,40.0,153.0,1.4348410190679712,775,0.0,18622,,,,3.0,75.0,,,,0.0
1.9704089164733887,494.841989877,,,,,,,0.010918164625763893,,,,1763496306.7752256,,,,788,,20000,,9.26889419555664,,,,,,,
,494.871978443,173.75999999999993,,,0.0,,709.0,,,0.0,0.02861305625559891,1763496306.805056,355.0,1365.0,0.722184187032666,789,0.0,20002,,,,3.0,58.75,,,,0.0
,519.439634304,,,0.005668427795171738,,1.4376929998397827,,,9.34277629852295,,,1763496331.3728955,,,,797,,21000,,,,,,,,,
,543.982019366,,,0.030845316126942635,,1.5006608963012695,,,9.468648910522461,,,1763496355.9152267,,,,806,,22000,,,,,,,,,
,568.792485342,6.374999999999998,,,0.0,,727.0,,,0.0,0.026144461565619025,1763496380.7255032,14.0,52.0,1.0321942646614544,815,0.0,22985,,,,3.0,73.75,,,,0.0
,594.827922508,,,0.04826937988400459,,1.0759016275405884,,,10.627340316772461,,,1763496406.7610264,,,,830,,24000,,,,,,,,,
,620.032559651,,,,,,,,,,,1763496431.965842,,,,839,,25000,2.4871926307678223,,0.08690964430570602,,,,,10.820597648620605,
,636.759586295,51.34999999999998,,,0.0,,746.0,,,0.0,0.023769400938086327,1763496448.6924644,104.0,406.0,1.3664003805620182,846,0.0,25671,,,,3.0,56.25,,,,0.0
2.8308558464050293,670.547572397,,,,,,,0.141543447971344,,,,1763496482.4807515,,,,863,,27000,,12.27310848236084,,,,,,,
,677.63451428,125.17250000000053,,,0.0,,757.0,,,0.0,0.022494281437179946,1763496489.567386,255.0,983.0,2.1610226167256767,865,0.0,27276,,,,3.0,75.0,,,,0.0
,696.274044787,,1.3574886322021484,,,,,,,,,1763496508.2072837,,,,872,,28000,,,,,,0.018163563683629036,11.674949645996094,,
,698.639598096,40.589999999999975,,,0.0,,764.0,,,1.0,0.02171869316274056,1763496510.572319,93.0,321.0,7.7336957530018795,876,0.0,28093,,,,3.0,53.75,,,,1.0
,715.904449494,33.36750000000003,,,0.0,,768.0,,,0.0,0.02128756625768776,1763496527.8372185,77.0,263.0,9.02125372384569,880,0.0,28767,,,,3.0,72.5,,,,0.0
,752.183839041,26.610000000000028,,,0.0,,774.0,,,0.0,0.020656869087560238,1763496564.1166306,55.0,211.0,1.1541447049655462,894,0.0,30235,,,,3.0,68.75,,,,0.0
,765.030589036,9.164999999999997,,,0.0,,780.0,,,0.0,0.020044857891939702,1763496576.9634764,23.0,75.0,2.9709299890774936,900,0.0,30737,,,,3.0,56.25,,,,0.0
,800.04975682,68.4525,,,0.0,,788.0,,,0.0,0.019256955536244666,1763496611.9825585,158.0,538.0,15.546101400351246,916,0.0,32123,,,,3.0,62.5,,,,1.0
,821.984299726,63.02499999999996,,,0.0,,793.0,,,0.0,0.018780321875645996,1763496633.9170384,134.0,496.0,5.353403123247897,921,0.0,32998,,,,3.0,68.75,,,,0.0
,822.043498151,,2.722327470779419,,,,,,,,,1763496633.9765074,,,,922,,33000,,,,,,0.066203773021698,13.390386581420898,,
,840.559551643,23.842500000000022,,,0.0,,798.0,,,0.0,0.01831548549245123,1763496652.492098,52.0,190.0,2.6138608895654696,930,0.0,33764,,,,3.0,57.5,,,,1.0
,845.68063264,50.65750000000003,,,0.0,,800.0,,,0.0,0.018132788524664028,1763496657.6133633,116.0,398.0,12.4491975142978,932,0.0,33963,,,,3.0,75.0,,,,2.0
,860.040525494,244.7499999999991,,,0.0,,802.0,,,0.0,0.017951913959130504,1763496671.9726949,500.0,1919.0,2.839454172900041,938,0.0,34532,,,,4.0,87.5,,,,0.0
,871.452712101,,1.8350790739059448,,,,,,,,,1763496683.385643,,,,941,,35000,,,,,,0.009752482175827026,14.403704643249512,,
,871.459158404,,,,,,,,,,,1763496683.3923569,,,,942,,35000,1.2115799188613892,,0.003476283513009548,,,,,15.078596115112305,
,884.023051334,15.887500000000006,,,0.0,,808.0,,,0.0,0.017420043796269234,1763496695.9550867,39.0,126.0,6.076801687565598,948,0.0,35534,,,,3.0,75.0,,,,0.0
,899.588190481,66.65000000000022,,,0.0,,812.0,,,0.0,0.01707424722777892,1763496711.5203323,259.0,515.0,59.5815160095816,956,0.0,36154,,,,3.0,68.75,,,,1.0
,919.572949248,40.837499999999984,,,0.0,,821.0,,,0.0,0.01632109498333433,1763496731.5056834,84.0,322.0,1.461170335724071,965,0.0,36953,,,,3.0,75.0,,,,0.0
,935.876123185,8.8625,,,0.0,,826.0,,,0.0,0.015917127532080494,1763496747.808836,29.0,72.0,5.167181896353176,974,0.0,37600,,,,3.0,57.5,,,,0.0
,944.774434353,5.104999999999999,,,0.0,,832.0,,,0.0,0.015445542985048652,1763496756.7073045,12.0,43.0,0.9208284313595008,980,0.0,37950,,,,3.0,61.25,,,,0.0
,946.045597823,,3.6656227111816406,,,,,,,,,1763496757.9783623,,,,981,,38000,,,,,,0.009553609415888786,15.02914047241211,,
,957.260799322,225.84999999999883,,,0.0,,833.0,,,0.0,0.015368315270123408,1763496769.193562,500.0,1769.0,25.027809532597924,985,0.0,38450,,,,4.0,72.5,,,,0.0
,969.33426232,216.07749999999913,,,0.0,,834.0,,,0.0,0.01529147369377279,1763496781.2669058,483.0,1692.0,25.55887847206921,986,0.0,38933,,,,3.0,75.0,,,,1.0
,977.986713059,70.43500000000022,,,0.0,,838.0,,,0.0,0.014987930304771725,1763496789.9194658,175.0,552.0,27.15426163606738,994,0.0,39271,,,,3.0,68.75,,,,1.0
,981.829474487,62.22750000000007,,,0.0,,839.0,,,0.0,0.014912990653247866,1763496793.7621598,148.0,489.0,18.337359917665307,995,0.0,39419,,,,3.0,62.5,,,,0.0
,996.806712919,,0.5744777321815491,,,,,,,,,1763496808.7396,,,,997,,40000,,,,,,0.004529696889221668,16.869525909423828,,
2.3967628479003906,996.827250216,,,,,,,0.4209800958633423,,,,1763496808.7604778,,,,1000,,40000,,18.16387939453125,,,,,,,
,1021.714843513,,,,,,,,,,,1763496833.647983,,,,1004,,41000,3.1646361351013184,,0.021397845819592476,,,,,16.895118713378906,
,1042.939314289,,,0.20768636465072632,,3.054001808166504,,,16.898698806762695,,,1763496854.872505,,,,1015,,42000,,,,,,,,,
,1068.056043938,,3.7582387924194336,,,,,,,,,1763496879.9888673,,,,1020,,43000,,,,,,0.008056803606450558,16.899911880493164,,
,1090.047186487,53.33250000000001,,,0.0,,859.0,,,0.0,0.013490447637165436,1763496901.9798992,121.0,419.0,9.034656537467262,1031,0.0,43885,,,,3.0,75.0,,,,0.0
0.5990338325500488,1092.839565255,,,,,,,0.6646119356155396,,,,1763496904.7727747,,,,1035,,44000,,19.62944793701172,,,,,,,
,1099.173156894,9.322499999999998,,,0.0,,862.0,,,0.0,0.013289101019874787,1763496911.1060302,20.0,75.0,1.2480059094411347,1038,0.0,44248,,,,3.0,75.0,,,,0.0
,1103.887618362,6.002499999999999,,,0.0,,864.0,,,0.0,0.013156542237201536,1763496915.8203878,13.0,49.0,1.0868618817494693,1040,0.0,44432,,,,3.0,75.0,,,,0.0
,1135.766684221,104.25500000000038,,,0.0,,870.0,,,0.0,0.012766746905164949,1763496947.699032,227.0,819.0,10.175604404653416,1050,0.0,45683,,,,3.0,61.25,,,,1.0
,1144.043254551,,,0.028071265667676926,,2.1396234035491943,,,19.236801147460938,,,1763496955.9765372,,,,1053,,46000,,,,,,,,,
,1160.041772511,69.69250000000014,,,0.0,,874.0,,,0.0,0.012513320603703188,1763496971.974652,207.0,543.0,38.76657734118417,1058,9.0,46628,,,,3.0,75.0,,,,2.0
,1160.437126543,6.8975,,,0.0,,875.0,,,0.0,0.012450754000684672,1763496972.3698094,15.0,56.0,1.0350211350499068,1059,0.0,46643,,,,3.0,75.0,,,,0.0
,1220.954125861,,,,,,,,,,,1763497032.88729,,,,1076,,49000,2.952282428741455,,0.032057806849479675,,,,,19.69234275817871,
,1237.05665356,72.57250000000006,,,0.0,,886.0,,,0.0,0.011782828070678488,1763497048.989447,170.0,570.0,9.465266438405326,1082,34.0,49636,,,,3.0,62.5,,,,2.0
,1241.031531771,67.65999999999995,,,0.0,,887.0,,,0.0,0.011723913930325095,1763497052.9645255,140.0,533.0,1.421460516511125,1083,0.0,49776,,,,3.0,63.75,,,,0.0
,1262.91934286,78.85750000000013,,,0.0,,891.0,,,0.0,0.011491188384178622,1763497074.8519845,161.0,621.0,2.7769171305604607,1091,0.0,50634,,,,3.0,62.5,,,,0.0
,1270.689784612,8.437500000000002,,,0.0,,893.0,,,0.0,0.01137656378004644,1763497082.622559,19.0,68.0,1.3504698256532783,1093,0.0,50936,,,,3.0,75.0,,,,0.0
,1298.040065556,,,,,,,,,,,1763497109.9733276,,,,1103,,52000,2.1075522899627686,,0.2646757662296295,,,,,20.964780807495117,
,1300.214794953,142.72500000000042,,,0.0,,898.0,,,0.0,0.011094979641301777,1763497112.1475308,359.0,1117.0,25.25395860058314,1106,119.0,52083,,,,3.0,51.25,,,,1.0
,1307.979978125,127.77500000000042,,,0.0,,899.0,,,0.0,0.011039504743095268,1763497119.9126246,299.0,1002.0,27.528656432888038,1107,0.0,52382,,,,3.0,53.75,,,,0.0
,1348.0574144,,,,,,,,,,,1763497159.990638,,,,1118,,54000,2.5742340087890625,,0.10077308118343353,,,,,21.43147850036621,
,1357.617125294,4.472499999999999,,,0.0,,909.0,,,0.0,0.010499784796482848,1763497169.5499358,10.0,37.0,1.0868618817494697,1125,0.0,54389,,,,3.0,75.0,,,,0.0
,1383.158390618,119.35250000000045,,,0.0,,913.0,,,0.0,0.01029135882494263,1763497195.091244,253.0,937.0,4.203691086414462,1133,0.0,55401,,,,3.0,70.0,,,,0.0
,1409.772161016,8.6875,,,0.0,,921.0,,,0.0,0.01,1763497221.7048423,19.0,70.0,1.1768681956786815,1145,0.0,56457,,,,3.0,75.0,,,,0.0
,1455.361392085,101.01250000000026,,,0.0,,932.0,,,0.0,0.01,1763497267.2940779,214.0,793.0,6.917822543980111,1164,0.0,58216,,,,3.0,75.0,,,,0.0
,1456.531501349,21.990000000000002,,,0.0,,933.0,,,0.0,0.01,1763497268.4643404,48.0,177.0,1.5192267770152126,1165,0.0,58264,,,,3.0,38.75,,,,0.0
4.059703826904297,1474.973132951,,,,,,,0.19343341886997223,,,,1763497286.9063463,,,,1172,,59000,,23.768878936767578,,,,,,,
,1475.485718592,13.425,,,0.0,,937.0,,,0.0,0.01,1763497287.418511,29.0,108.0,1.4722177148777913,1173,0.0,59021,,,,3.0,63.75,,,,0.0
5.219771862030029,1498.062151402,,,,,,,0.5647816061973572,,,,1763497309.9953551,,,,1181,,60000,,23.675743103027344,,,,,,,
,1523.696229954,,8.699737548828125,,,,,,,,,1763497335.62921,,,,1186,,61000,,,,,,1.1040982007980347,20.219581604003906,,
,1523.708821969,,,0.31599703431129456,,6.5553059577941895,,,22.860700607299805,,,1763497335.6420891,,,,1188,,61000,,,,,,,,,
,1548.642761361,,1.6341108083724976,,,,,,,,,1763497360.5757499,,,,1197,,62000,,,,,,0.0731753557920456,24.13195037841797,,
,1548.648972474,,,,,,,,,,,1763497360.5821433,,,,1198,,62000,3.716510534286499,,0.23747378587722778,,,,,23.67955207824707,
,1597.395119848,,0.22747960686683655,,,,,,,,,1763497409.3281565,,,,1213,,64000,,,,,,0.025514811277389526,24.7386474609375,,
,1597.405586409,,,0.08848805725574493,,4.624809265136719,,,24.799041748046875,,,1763497409.3390176,,,,1215,,64000,,,,,,,,,
,1618.869029918,10.27,,,0.0,,966.0,,,0.0,0.01,1763497430.8017082,26.0,83.0,3.8122237604841605,1222,0.0,64858,,,,3.0,63.75,,,,0.0
5.6693339347839355,1622.548998203,,,,,,,0.15083283185958862,,,,1763497434.4821222,,,,1226,,65000,,25.664310455322266,,,,,,,
,1649.660559891,,,,,,,,,,,1763497461.5938249,,,,1230,,66000,3.014754295349121,,0.031262483447790146,,,,,25.23900604248047,
5.336464881896973,1649.670693,,,,,,,0.2024422585964203,,,,1763497461.6039252,,,,1232,,66000,,26.144367218017578,,,,,,,
,1650.803446673,0.7150000000000001,,,0.0,,970.0,,,0.0,0.01,1763497462.7362816,3.0,8.0,1.025390169642756,1234,0.0,66048,,,,3.0,68.75,,,,0.0
,1678.215036255,214.4674999999995,,,0.0,,977.0,,,0.0,0.01,1763497490.1479971,447.0,1683.0,6.216109615345944,1245,0.0,67142,,,,3.0,62.5,,,,0.0
,1699.533082614,,6.7685980796813965,,,,,,,,,1763497511.4659543,,,,1249,,68000,,,,,,0.14696258306503296,23.77759552001953,,
,1706.779165408,10.037500000000001,,,0.0,,982.0,,,0.0,0.01,1763497518.711862,24.0,82.0,0.7584647322057869,1254,0.0,68299,,,,3.0,55.0,,,,0.0
,1762.774116723,88.95250000000019,,,0.0,,991.0,,,0.0,0.01,1763497574.706941,203.0,698.0,19.058633706276122,1271,0.0,70723,,,,3.0,67.5,,,,0.0
7.845945358276367,1769.416384669,,,,,,,0.06769773364067078,,,,1763497581.3496041,,,,1276,,71000,,25.847753524780273,,,,,,,
,1815.90612017,5.285000000000002,,,0.0,,1003.0,,,0.0,0.01,1763497627.8389127,20.0,45.0,3.6370901830996725,1291,0.0,72942,,,,3.0,46.25,,,,0.0
,1841.46985005,,0.8064857125282288,,,,,,,,,1763497653.4026408,,,,1299,,74000,,,,,,0.17044110596179962,27.85239028930664,,
,1856.372101193,245.774999999999,,,0.0,,1009.0,,,0.0,0.01,1763497668.3045306,500.0,1927.0,6.0746913501835715,1305,0.0,74616,,,,4.0,90.0,,,,0.0
,1910.069024953,,6.6247358322143555,,,,,,,,,1763497722.0020113,,,,1324,,77000,,,,,,0.03600608557462692,26.476760864257812,,
,1916.127294978,245.9374999999991,,,0.0,,1020.0,,,0.0,0.01,1763497728.0600939,500.0,1928.0,5.368819120625539,1328,0.0,77251,,,,4.0,93.75,,,,0.0
,1948.138762022,110.57500000000036,,,0.0,,1027.0,,,0.0,0.01,1763497760.0718012,224.0,870.0,1.7112641526076804,1339,0.0,78576,,,,3.0,58.75,,,,0.0
,1958.069009008,,0.7166473865509033,,,,,,,,,1763497770.00203,,,,1340,,79000,,,,,,0.11491857469081879,29.301986694335938,,
,1978.051178693,133.2525000000005,,,0.0,,1033.0,,,0.0,0.01,1763497789.984115,278.0,1048.0,3.800726081947973,1349,0.0,79831,,,,3.0,47.5,,,,0.0
7.959814548492432,1982.075741396,,,,,,,0.04078377038240433,,,,1763497794.0089605,,,,1353,,80000,,27.743438720703125,,,,,,,
,2005.643839292,54.442499999999974,,,0.0,,1039.0,,,0.0,0.01,1763497817.5766058,117.0,429.0,4.363859387056379,1363,0.0,81092,,,,3.0,65.0,,,,0.0
,2019.114347607,134.16249999999968,,,0.0,,1041.0,,,0.0,0.01,1763497831.0472486,354.0,1047.0,76.00381581703628,1365,147.0,81645,,,,3.0,75.0,,,,1.0
,2019.890585782,14.640000000000004,,,0.0,,1042.0,,,0.0,0.01,1763497831.8233154,33.0,117.0,1.9967598753981384,1366,0.0,81678,,,,3.0,68.75,,,,0.0
6.129138469696045,2026.950829199,,,,,,,0.1298127919435501,,,,1763497838.8841083,,,,1370,,82000,,29.247812271118164,,,,,,,
,2030.724672098,230.2124999999995,,,0.0,,1043.0,,,0.0,0.01,1763497842.6574385,500.0,1804.0,32.59344978289268,1371,0.0,82178,,,,4.0,71.25,,,,0.0
,2055.170017418,38.52750000000002,,,0.0,,1048.0,,,0.0,0.01,1763497867.1027856,78.0,304.0,2.169393636480018,1380,0.0,83177,,,,3.0,75.0,,,,0.0
,2058.543158086,67.26250000000002,,,0.0,,1049.0,,,0.0,0.01,1763497870.4759686,139.0,529.0,2.7043980383811417,1381,0.0,83316,,,,3.0,75.0,,,,0.0
,2076.567055707,246.23749999999924,,,0.0,,1052.0,,,0.0,0.01,1763497888.4998991,500.0,1930.0,5.423948630840189,1388,0.0,84051,,,,4.0,98.75,,,,0.0
,2080.946952527,69.69250000000022,,,0.0,,1053.0,,,0.0,0.01,1763497892.879718,182.0,546.0,28.690917879182614,1389,85.0,84233,,,,3.0,62.5,,,,2.0
,2094.346344979,,5.046019554138184,,,,,,,,,1763497906.2792277,,,,1395,,85000,,,,,,0.08006171882152557,29.567893981933594,,
,2094.359490752,,,0.12934505939483643,,5.324192047119141,,,31.832263946533203,,,1763497906.2927153,,,,1397,,85000,,,,,,,,,
,2094.633769457,68.12000000000002,,,0.0,,1059.0,,,0.0,0.01,1763497906.5667043,146.0,536.0,1.7670738524464447,1399,0.0,85012,,,,3.0,66.25,,,,0.0
,2097.338244209,23.66000000000001,,,0.0,,1061.0,,,0.0,0.01,1763497909.270947,50.0,189.0,1.9313337360487575,1401,0.0,85126,,,,3.0,53.75,,,,0.0
,2102.315701281,13.485000000000003,,,0.0,,1065.0,,,0.0,0.01,1763497914.2485013,30.0,108.0,1.1932832857289117,1405,0.0,85333,,,,3.0,68.75,,,,0.0
,2133.174187489,35.852500000000006,,,0.0,,1074.0,,,0.0,0.01,1763497945.1069298,93.0,282.0,8.867723425434509,1418,0.0,86603,,,,3.0,67.5,,,,0.0
,2148.617562096,42.440000000000026,,,0.0,,1077.0,,,0.0,0.01,1763497960.5503132,88.0,335.0,2.284086250560606,1425,0.0,87234,,,,3.0,68.75,,,,0.0
,2150.443291326,37.517500000000005,,,0.0,,1078.0,,,0.0,0.01,1763497962.3761177,77.0,296.0,2.4917401048263565,1426,0.0,87311,,,,3.0,75.0,,,,0.0
,2167.250443083,,1.3820322751998901,,,,,,,,,1763497979.1832993,,,,1432,,88000,,,,,,0.31320762634277344,31.51934814453125,,
,2167.257020714,,,,,,,,,,,1763497979.1901367,,,,1433,,88000,6.072081565856934,,0.025813372805714607,,,,,29.117223739624023,
,2167.26352027,,,0.7166935205459595,,7.2786970138549805,,,32.592384338378906,,,1763497979.1967187,,,,1434,,88000,,,,,,,,,
,2199.704773412,55.10999999999996,,,0.0,,1091.0,,,0.0,0.01,1763498011.6375215,120.0,434.0,4.490829544750058,1447,0.0,89680,,,,3.0,66.25,,,,1.0
,2207.470230756,,,0.1581379920244217,,7.056391716003418,,,31.498992919921875,,,1763498019.4034736,,,,1452,,90000,,,,,,,,,
,2223.645083149,174.81749999999982,,,0.0,,1095.0,,,0.0,0.01,1763498035.5779421,372.0,1371.0,19.500590215426527,1455,0.0,90675,,,,3.0,72.5,,,,0.0
,2231.327388818,,1.6044294834136963,,,,,,,,,1763498043.2602355,,,,1456,,91000,,,,,,0.8301426768302917,32.263038635253906,,
,2231.333892134,,,,,,,,,,,1763498043.2670903,,,,1457,,91000,3.795774459838867,,0.016644399613142014,,,,,30.82988739013672,
,2238.163388695,58.71499999999996,,,1.0,,1097.0,,,1.0,0.01,1763498050.0962539,133.0,462.0,12.687490886696263,1461,0.0,91282,,,,3.0,63.75,,,,2.0
,2258.650194189,249.62499999999886,,,0.0,,1100.0,,,0.0,0.01,1763498070.5829697,500.0,1957.0,2.132340263653811,1468,0.0,92130,,,,4.0,100.0,,,,0.0
,2327.596528693,,8.36805534362793,,,,,,,,,1763498139.5295675,,,,1488,,95000,,,,,,0.07479491084814072,31.34359359741211,,
,2392.294703166,64.40750000000004,,,0.0,,1126.0,,,0.0,0.01,1763498204.227411,156.0,506.0,10.47499492839982,1514,0.0,97755,,,,3.0,60.0,,,,1.0
,2395.554236192,49.45749999999995,,,0.0,,1127.0,,,0.0,0.01,1763498207.4870474,136.0,388.0,28.381341031565068,1515,11.0,97891,,,,3.0,60.0,,,,1.0
,2397.615013343,35.51500000000003,,,0.0,,1128.0,,,0.0,0.01,1763498209.547783,83.0,280.0,5.221008044429706,1516,0.0,97974,,,,3.0,68.75,,,,1.0
,2398.260951274,,,1.8481582403182983,,5.7082624435424805,,,35.49363327026367,,,1763498210.1943078,,,,1519,,98000,,,,,,,,,
,2407.939734617,191.57499999999962,,,0.0,,1129.0,,,0.0,0.01,1763498219.872687,429.0,1501.0,17.958895428171914,1521,27.0,98403,,,,3.0,66.25,,,,4.0
,2409.848203699,32.2975,,,0.0,,1130.0,,,0.0,0.01,1763498221.7804277,80.0,254.0,13.32253799957051,1522,0.0,98483,,,,3.0,75.0,,,,0.0
,2419.757083494,182.7275,,,0.0,,1131.0,,,0.0,0.01,1763498231.689929,423.0,1430.0,46.51104727642581,1523,0.0,98906,,,,3.0,75.0,,,,1.0
,2422.020275295,,0.9971450567245483,,,,,,,,,1763498233.9531157,,,,1524,,99000,,,,,,0.04266372323036194,34.09701156616211,,
,2422.026606676,,,,,,,,,,,1763498233.9598737,,,,1525,,99000,4.225439071655273,,0.0719274953007698,,,,,32.31981658935547,
5.015135765075684,2422.039627652,,,,,,,0.013974957168102264,,,,1763498233.9728916,,,,1527,,99000,,33.52620315551758,,,,,,,
,2429.156690399,101.72000000000031,,,0.0,,1133.0,,,0.0,0.01,1763498241.0894995,211.0,800.0,3.081971771447676,1529,0.0,99289,,,,3.0,61.25,,,,0.0
5.07759428024292,2445.255937722,,,,,,,0.043709032237529755,,,,1763498257.1891685,,,,1534,,100000,,33.91435623168945,,,,,,,
,2453.937390123,57.17000000000006,,,0.0,,1136.0,,,0.0,0.01,1763498265.8701885,141.0,449.0,20.714681991283367,1536,0.0,100430,,,,3.0,63.75,,,,1.0
,2467.528401523,,,0.0417107418179512,,5.730451583862305,,,35.17426300048828,,,1763498279.4617739,,,,1542,,101000,,,,,,,,,
6.520508766174316,2467.534812494,,,,,,,7.241466045379639,,,,1763498279.4681888,,,,1543,,101000,,32.811527252197266,,,,,,,
,2473.019343415,7.9174999999999995,,,0.0,,1141.0,,,0.0,0.01,1763498284.9522336,17.0,64.0,1.3033682326955784,1545,0.0,101230,,,,3.0,75.0,,,,0.0
,2484.896167156,218.99999999999892,,,0.0,,1142.0,,,0.0,0.01,1763498296.8277028,500.0,1712.0,57.470644680566515,1546,0.0,101730,,,,4.0,100.0,,,,0.0
,2520.834039349,239.88749999999902,,,0.0,,1146.0,,,0.0,0.01,1763498332.7667549,500.0,1881.0,12.584483253197138,1558,0.0,103251,,,,4.0,76.25,,,,0.0
,2521.123468357,4.1899999999999995,,,0.0,,1147.0,,,0.0,0.01,1763498333.0563378,13.0,35.0,2.3742472491297106,1559,0.0,103264,,,,3.0,68.75,,,,0.0
,2534.979650818,79.22250000000011,,,0.0,,1151.0,,,0.0,0.01,1763498346.9124134,185.0,621.0,15.954741262396084,1563,68.0,103843,,,,3.0,75.0,,,,0.0
,2538.804505838,,,0.28960996866226196,,4.202108383178711,,,38.16163635253906,,,1763498350.7377965,,,,1566,,104000,,,,,,,,,
,2555.476803808,13.402499999999998,,,0.0,,1154.0,,,0.0,0.01,1763498367.40971,28.0,107.0,1.5198745836416852,1570,0.0,104699,,,,3.0,75.0,,,,0.0
,2562.754231754,,7.471185684204102,,,,,,,,,1763498374.6870697,,,,1571,,105000,,,,,,0.04882771149277687,33.711151123046875,,
,2573.257389227,195.1974999999997,,,0.0,,1156.0,,,0.0,0.01,1763498385.1904008,400.0,1533.0,6.909668497836391,1576,0.0,105437,,,,3.0,57.5,,,,0.0
,2605.347841164,245.56249999999872,,,0.0,,1164.0,,,0.0,0.01,1763498417.280582,500.0,1925.0,7.690040230713838,1588,0.0,106780,,,,4.0,93.75,,,,0.0
,2608.804499824,51.685000000000066,,,0.0,,1165.0,,,0.0,0.01,1763498420.7372534,145.0,404.0,21.556273448812934,1589,0.0,106925,,,,3.0,73.75,,,,0.0
,2618.665931333,0.5175000000000001,,,0.0,,1169.0,,,0.0,0.01,1763498430.59891,2.0,6.0,0.8703555308033608,1597,0.0,107352,,,,3.0,75.0,,,,0.0
,2631.232850274,242.1249999999987,,,0.0,,1179.0,,,0.0,0.01,1763498443.1656525,500.0,1897.0,14.55753670783626,1607,0.0,107870,,,,4.0,100.0,,,,0.0
,2634.368229176,,,,,,,,,,,1763498446.3015656,,,,1609,,108000,3.6696553230285645,,0.11610840260982513,,,,,34.33348846435547,
,2634.3745684,,,0.04378381371498108,,4.632302761077881,,,36.31190490722656,,,1763498446.3078692,,,,1610,,108000,,,,,,,,,
,2641.650430639,215.74999999999906,,,0.0,,1180.0,,,0.0,0.01,1763498453.5832102,434.0,1695.0,3.7016955574439354,1612,0.0,108304,,,,3.0,53.75,,,,0.0
,2680.855146811,16.212500000000006,,,0.0,,1190.0,,,0.0,0.01,1763498492.7879317,34.0,129.0,1.434841019067962,1626,0.0,109998,,,,3.0,75.0,,,,0.0
,2728.721393142,242.43749999999912,,,0.0,,1194.0,,,0.0,0.01,1763498540.653917,500.0,1900.0,6.929048906595942,1638,0.0,111998,,,,4.0,93.75,,,,0.0
,2752.888708669,,,0.43026742339134216,,8.00301742553711,,,36.28260040283203,,,1763498564.8219607,,,,1648,,113000,,,,,,,,,
,2773.22735914,65.86499999999995,,,0.0,,1201.0,,,0.0,0.01,1763498585.1602085,138.0,518.0,2.148354021105492,1653,0.0,113858,,,,3.0,73.75,,,,0.0
,2776.265993337,0.33,,,0.0,,1204.0,,,0.0,0.01,1763498588.1989639,2.0,5.0,0.8213099293202293,1656,0.0,113983,,,,3.0,68.75,,,,0.0
,2800.499846042,,1.3495821952819824,,,,,,,,,1763498612.4328048,,,,1675,,115000,,,,,,0.007075431291013956,37.877296447753906,,
5.778788089752197,2821.15276842,,,,,,,0.0170658677816391,,,,1763498633.0861485,,,,1687,,116000,,36.091644287109375,,,,,,,
,2829.167716084,60.14250000000001,,,0.0,,1226.0,,,0.0,0.01,1763498641.1005163,127.0,474.0,3.697805937309256,1690,0.0,116336,,,,3.0,62.5,,,,0.0
,2866.621469184,,,0.5373566150665283,,5.573624610900879,,,37.887908935546875,,,1763498678.5546403,,,,1706,,118000,,,,,,,,,
,2900.595453787,41.5275,,,0.0,,1256.0,,,0.0,0.01,1763498712.5284262,98.0,328.0,8.297078928755587,1732,0.0,119526,,,,3.0,55.0,,,,0.0
6.110533237457275,2927.121081265,,,,,,,0.028085365891456604,,,,1763498739.054303,,,,1745,,121000,,36.663360595703125,,,,,,,
,2948.069687507,156.64499999999958,,,0.0,,1265.0,,,0.0,0.01,1763498760.0025883,416.0,1225.0,80.88178364131169,1753,0.0,122011,,,,3.0,36.25,,,,4.0
,2949.758238123,33.197500000000005,,,0.0,,1266.0,,,0.0,0.01,1763498761.69111,70.0,262.0,2.3227179660906003,1754,0.0,122081,,,,3.0,75.0,,,,0.0
,2973.738518371,184.2349999999998,,,0.0,,1270.0,,,0.0,0.01,1763498785.671142,425.0,1445.0,42.126243898547635,1762,0.0,123077,,,,3.0,36.25,,,,1.0
,2995.666561226,169.46250000000012,,,0.0,,1273.0,,,0.0,0.01,1763498807.5991876,349.0,1331.0,7.709362408785476,1765,0.0,123986,,,,3.0,60.0,,,,0.0
,2996.034631646,,,0.09618106484413147,,2.5788116455078125,,,40.577362060546875,,,1763498807.9677904,,,,1768,,124000,,,,,,,,,
,3004.159937428,155.9625000000002,,,0.0,,1274.0,,,0.0,0.01,1763498816.0926,359.0,1221.0,19.325016655878496,1770,0.0,124345,,,,3.0,75.0,,,,0.0
