robot_0/loss,total_kills_per_episode,robot_1/q_std,global_step,robot_2/q_mean,robot_1/loss,robot_3/q_std,robot_3/loss,std_episode_reward,total_charges_per_episode,mean_final_energy,_timestamp,robot_0/q_std,robot_2/q_std,survival_rate,episode_length,total_agent_collisions_per_episode,epsilon,robot_3/q_mean,_step,episode,_runtime,robot_2/loss,robot_0/q_mean,robot_1/q_mean,mean_episode_reward
,0.0,,151081,,,,,8.184286774056739,155.0,103.75,1763429291.4702337,,,3.0,73.0,24.0,0.3,,1133,529.0,3410.79637483,,,,19.140000000000004
,2.0,,152354,,,,,9.64320064864357,416.0,111.5,1763429316.0342753,,,3.0,202.0,40.0,0.3,,1145,537.0,3435.360340583,,,,53.13249999999997
,,,154000,,,2.4021472930908203,0.23974621295928955,,,,1763429355.2606936,,,,,,,43.188682556152344,1164,,3474.586374122,,,,
,1.0,,154013,,,,,12.517447822939028,770.0,135.25,1763429355.518704,,,3.0,331.0,95.0,0.3,,1165,549.0,3474.844848137,,,,98.91000000000011
,0.0,,154891,,,,,13.195782233350137,300.0,90.0,1763429376.100109,,,3.0,154.0,50.0,0.3,,1172,556.0,3495.425984204,,,,37.93749999999996
0.059589579701423645,,,155000,,,,,,,,1763429378.4445322,1.0909919738769531,,,,,,,1173,,3497.770461245,,42.06201934814453,,
,1.0,,155434,,,,,5.124111508349521,61.0,135.5,1763429388.9650126,,,3.0,31.0,26.0,0.3,,1181,561.0,3508.2910505,,,,7.287500000000001
0.03451116383075714,,,156000,,,,,,,,1763429402.4058902,0.8795697689056396,,,,,,,1186,,3521.732115351,,41.77435302734375,,
,,,156000,41.47003173828125,,,,,,,1763429402.4192934,,1.1260249614715576,,,,,,1188,,3521.745052209,0.08913493901491165,,,
,4.0,,156571,,,,,4.792634974625127,70.0,103.25,1763429416.2596178,,,3.0,35.0,21.0,0.3,,1197,573.0,3535.585778212,,,,8.130000000000003
,0.0,,156604,,,,,4.356956363104869,51.0,97.5,1763429417.0304277,,,3.0,33.0,11.0,0.3,,1198,574.0,3536.35650824,,,,5.677500000000001
,1.0,,157711,,,,,9.209968444571341,206.0,145.0,1763429443.4256625,,,3.0,97.0,17.0,0.3,,1213,585.0,3562.751740211,,,,26.167499999999997
,0.0,,157852,,,,,6.78314270821424,149.0,142.25,1763429446.871444,,,3.0,67.0,36.0,0.3,,1215,587.0,3566.197332814,,,,18.715000000000003
,0.0,,158209,,,,,6.931129056654479,156.0,105.25,1763429455.6297612,,,3.0,77.0,16.0,0.3,,1222,590.0,3574.955940542,,,,19.320000000000014
,0.0,,158897,,,,,5.680937422644267,188.0,144.25,1763429472.0542321,,,3.0,85.0,20.0,0.3,,1226,594.0,3591.380334525,,,,23.790000000000017
,,,159000,41.95447540283203,,,,,,,1763429474.5101,,3.0015628337860107,,,,,,1230,,3593.835740042,1.289098858833313,,,
,2.0,,159059,,,,,7.001115982470226,205.0,49.5,1763429475.9655535,,,2.0,108.0,37.0,0.3,,1232,596.0,3595.291611003,,,,25.195000000000004
,0.0,,159251,,,,,11.394679679569746,318.0,145.75,1763429480.6484578,,,3.0,139.0,35.0,0.3,,1234,598.0,3599.974492971,,,,40.59500000000001
,,,160000,42.38566970825195,,,,,,,1763429498.7747316,,1.2221423387527466,,,,,,1245,,3618.100485948,0.05735734850168228,,,
,0.0,,160146,,,,,5.685821730409775,82.0,145.0,1763429502.4152887,,,3.0,38.0,24.0,0.3,,1249,609.0,3621.741224663,,,,10.077500000000002
0.10466662049293518,,,161000,,,,,,,,1763429523.3024924,0.9549960494041443,,,,,,,1254,,3642.628588467,,42.71324157714844,,
,,,162000,,,1.5420385599136353,0.23206377029418945,,,,1763429547.6935377,,,,,,,42.37117004394531,1271,,3667.019292289,,,,
,1.0,,162423,,,,,10.68186079295176,162.0,146.25,1763429557.700804,,,3.0,86.0,31.0,0.3,,1276,628.0,3677.026806517,,,,20.569999999999997
,0.0,,163449,,,,,10.410872621927528,163.0,150.0,1763429569.199734,,,3.0,75.0,12.0,0.3,,1291,639.0,3688.525614179,,,,20.62250000000001
,,,164000,42.619178771972656,,,,,,,1763429575.3093634,,1.1735877990722656,,,,,,1299,,3694.634805702,0.072239451110363,,,
,0.0,,164476,,,,,9.881931428116673,363.0,149.5,1763429580.9606235,,,3.0,156.0,17.0,0.3,,1305,649.0,3700.286774751,,,,46.42749999999998
,,,166000,43.386749267578125,,,,,,,1763429618.1601317,,1.5398036241531372,,,,,,1324,,3737.485971628,0.0907626822590828,,,
,0.0,,166282,,,,,8.94952792051067,113.0,111.75,1763429625.0003834,,,3.0,56.0,24.0,0.3,,1328,664.0,3744.326494424,,,,13.800000000000006
,,,167000,,,2.1627039909362793,0.21563002467155457,,,,1763429642.5744865,,,,,,,43.69359588623047,1339,,3761.900200117,,,,
,0.0,,167207,,,,,6.87756270418528,606.0,125.5,1763429647.4903588,,,3.0,258.0,30.0,0.3,,1340,672.0,3766.816168985,,,,77.58250000000007
0.3203071057796478,,,168000,,,,,,,,1763429665.9541304,3.8956704139709473,,,,,,,1349,,3785.280053672,,44.58973693847656,,
,0.0,,168207,,,,,13.017328835056789,689.0,142.75,1763429670.3763187,,,3.0,290.0,50.0,0.3,,1353,681.0,3789.702411227,,,,88.45000000000009
,,12.779810905456543,169000,,5.50066614151001,,,,,,1763429687.9874668,,,,,,,,1363,,3807.313305138,,,52.021854400634766,
,,,169000,,,2.2825326919555664,0.8010842800140381,,,,1763429688.000209,,,,,,,43.85870361328125,1365,,3807.325914707,,,,
,0.0,,169034,,,,,12.856448527878895,411.0,107.0,1763429688.7702951,,,3.0,182.0,38.0,0.3,,1366,690.0,3808.096393073,,,,52.26249999999995
,0.0,,169328,,,,,4.603364937738471,298.0,100.0,1763429695.625465,,,3.0,151.0,43.0,0.3,,1370,694.0,3814.951573991,,,,37.7575
,1.0,,169483,,,,,5.59905070078847,341.0,78.0,1763429699.1630328,,,3.0,155.0,35.0,0.3,,1371,695.0,3818.489131136,,,,42.95249999999996
,,,170000,,,1.2081042528152466,0.13796932995319366,,,,1763429711.1658819,,,,,,,43.90095520019531,1380,,3830.491600421,,,,
,0.0,,170033,,,,,7.293603361850725,251.0,86.75,1763429711.9567635,,,3.0,122.0,26.0,0.3,,1381,701.0,3831.282859485,,,,31.46
,0.0,,170527,,,,,5.506325340006709,180.0,143.0,1763429723.0225484,,,3.0,78.0,20.0,0.3,,1388,708.0,3842.34863466,,,,22.70750000000001
,0.0,,170594,,,,,7.347072546259496,132.0,98.75,1763429724.5882764,,,3.0,67.0,16.0,0.3,,1389,709.0,3843.914344484,,,,16.155
,,,171000,,,3.4455807209014893,23.23280143737793,,,,1763429734.2870898,,,,,,,43.74140167236328,1395,,3853.612660127,,,,
,0.0,,171221,,,,,5.384154413647497,239.0,46.0,1763429739.054292,,,3.0,123.0,34.0,0.3,,1397,713.0,3858.380293207,,,,29.562500000000004
,2.0,,171360,,,,,7.614075781078097,187.0,119.75,1763429742.406215,,,3.0,87.0,28.0,0.3,,1399,715.0,3861.732444454,,,,23.440000000000012
,0.0,,171495,,,,,4.7106687423337235,94.0,122.25,1763429745.7190573,,,3.0,44.0,19.0,0.3,,1401,717.0,3865.045306703,,,,11.409999999999998
,0.0,,171787,,,,,3.2706832237317043,92.0,104.0,1763429752.6764147,,,3.0,52.0,43.0,0.3,,1405,721.0,3872.002562453,,,,11.057500000000008
,0.0,,172701,,,,,11.890241797373177,249.0,122.75,1763429772.9507806,,,3.0,120.0,38.0,0.3,,1418,730.0,3892.27685846,,,,31.550000000000015
,,,173000,,,1.7311630249023438,0.6866220831871033,,,,1763429777.3733273,,,,,,,44.778934478759766,1425,,3896.698866055,,,,
,1.0,,173068,,,,,11.99043655377067,216.0,87.5,1763429778.119547,,,3.0,119.0,34.0,0.3,,1426,734.0,3897.445276851,,,,27.06250000000001
,2.0,,173383,,,,,4.711026294768478,57.0,144.0,1763429782.947789,,,3.0,29.0,22.0,0.3,,1432,740.0,3902.273727386,,,,6.852500000000002
,0.0,,173429,,,,,6.16905584348205,82.0,131.25,1763429783.92339,,,3.0,46.0,16.0,0.3,,1433,741.0,3903.249450888,,,,10.020000000000003
,1.0,,173487,,,,,5.904646475446265,113.0,107.75,1763429784.7453265,,,3.0,58.0,24.0,0.3,,1434,742.0,3904.071172572,,,,13.780000000000003
,0.0,,174163,,,,,5.015811873465762,193.0,71.5,1763429795.7702298,,,3.0,95.0,22.0,0.3,,1447,751.0,3915.096346481,,,,23.78750000000001
,0.0,,174722,,,,,9.837238878364204,434.0,150.0,1763429809.0982072,,,3.0,184.0,20.0,0.3,,1452,756.0,3928.424211733,,,,55.587499999999935
0.05875420570373535,,,175000,,,,,,,,1763429815.9237547,1.121012568473816,,,,,,,1455,,3935.249844598,,44.80365753173828,,
,,30.514936447143555,175000,,19.874113082885742,,,,,,1763429815.93069,,,,,,,,1456,,3935.256474968,,,68.0909423828125,
,,,175000,44.32666015625,,,,,,,1763429815.9373138,,2.0221824645996094,,,,,,1457,,3935.263070632,0.05963027477264404,,,
,0.0,,175232,,,,,6.813481122010983,91.0,142.25,1763429821.4520793,,,3.0,48.0,13.0,0.3,,1461,761.0,3940.778287708,,,,11.275000000000006
,0.0,,177574,,,,,12.758178504394786,590.0,121.0,1763429879.0010648,,,3.0,245.0,28.0,0.3,,1488,780.0,3998.327333481,,,,75.40750000000006
,2.0,,179222,,,,,8.407132016924683,114.0,59.75,1763429917.9529736,,,2.0,73.0,29.0,0.3,,1514,798.0,4037.279195937,,,,13.572500000000005
,0.0,,179276,,,,,4.851913926483036,92.0,80.0,1763429919.285764,,,3.0,54.0,20.0,0.3,,1515,799.0,4038.61201589,,,,10.837500000000002
,1.0,,179345,,,,,9.213561675595392,131.0,75.0,1763429920.9986959,,,3.0,69.0,21.0,0.3,,1516,800.0,4040.324923127,,,,15.812500000000009
,0.0,,179587,,,,,5.916330682948673,190.0,65.5,1763429926.801883,,,3.0,98.0,29.0,0.3,,1519,803.0,4046.12816771,,,,23.382500000000007
0.20115536451339722,,,180000,,,,,,,,1763429936.694653,1.0321364402770996,,,,,,,1521,,4056.02066505,,45.508419036865234,,
,,28.531206130981445,180000,,27.353261947631836,,,,,,1763429936.7013936,,,,,,,,1522,,4056.027160543,,,70.2354507446289,
,,,180000,45.10145568847656,,,,,,,1763429936.7082071,,1.136788010597229,,,,,,1523,,4056.033930152,0.12474188208580017,,,
,,,180000,,,1.9123321771621704,0.47990089654922485,,,,1763429936.7150922,,,,,,,45.77223205566406,1524,,4056.040792532,,,,
,0.0,,180047,,,,,6.7126652679840975,83.0,73.25,1763429937.854025,,,3.0,57.0,30.0,0.3,,1525,805.0,4057.180152107,,,,9.675000000000004
,0.0,,180296,,,,,10.526652779967586,355.0,75.5,1763429943.7457883,,,3.0,178.0,31.0,0.3,,1527,807.0,4063.071806486,,,,44.90749999999997
,0.0,,180420,,,,,8.454402699185787,101.0,79.25,1763429946.6710203,,,3.0,54.0,34.0,0.3,,1529,809.0,4065.997155635,,,,11.954999999999995
,0.0,,180849,,,,,5.023387178985914,149.0,52.5,1763429956.9513779,,,3.0,77.0,24.0,0.3,,1534,814.0,4076.277520082,,,,17.917500000000008
,0.0,,180999,,,,,5.571626782188485,145.0,142.25,1763429960.424511,,,3.0,67.0,18.0,0.3,,1536,816.0,4079.750627964,,,,18.215000000000007
,0.0,,181125,,,,,5.215944305684257,68.0,41.75,1763429963.4707391,,,3.0,57.0,25.0,0.3,,1543,819.0,4082.796966295,,,,7.485000000000006
,0.0,,181265,,,,,4.5195706377929366,137.0,115.5,1763429966.91321,,,3.0,77.0,18.0,0.3,,1545,821.0,4086.239293314,,,,17.04750000000001
,1.0,,181314,,,,,4.282729124051627,66.0,57.0,1763429968.1279018,,,3.0,49.0,22.0,0.3,,1546,822.0,4087.454055721,,,,7.3075000000000045
,,,182000,44.89611053466797,,,,,,,1763429984.611359,,1.0530788898468018,,,,,,1558,,4103.937055592,0.056988704949617386,,,
,,,182000,,,2.4460411071777344,0.1503087282180786,,,,1763429984.618125,,,,,,,46.64110565185547,1559,,4103.943818478,,,,
,0.0,,182321,,,,,7.481742360573514,131.0,76.0,1763429992.4642632,,,3.0,80.0,17.0,0.3,,1563,835.0,4111.79042727,,,,15.932500000000012
,0.0,,182628,,,,,5.682187078933606,96.0,142.25,1763429999.964699,,,3.0,47.0,6.0,0.3,,1566,838.0,4119.290527359,,,,11.890000000000004
0.30286842584609985,,,183000,,,,,,,,1763430008.772374,2.7574896812438965,,,,,,,1570,,4128.098476152,,45.782047271728516,,
,,33.061466217041016,183000,,41.7811279296875,,,,,,1763430008.7792053,,,,,,,,1571,,4128.10507923,,,72.9810791015625,
,1.0,,183288,,,,,8.241671553756555,172.0,119.25,1763430015.6766708,,,3.0,96.0,28.0,0.3,,1576,844.0,4135.002795005,,,,21.650000000000006
,,,184000,,,2.6326870918273926,0.18182158470153809,,,,1763430030.7655044,,,,,,,47.02483367919922,1588,,4150.091017213,,,,
,0.0,,184133,,,,,8.805262630949736,377.0,136.75,1763430033.8771544,,,3.0,179.0,19.0,0.3,,1589,853.0,4153.203303968,,,,48.27999999999997
,1.0,,184675,,,,,4.423191720918282,82.0,108.75,1763430046.5996583,,,3.0,48.0,17.0,0.3,,1597,861.0,4165.92580576,,,,9.815000000000005
,0.0,,185639,,,,,9.074168005938613,171.0,117.25,1763430069.6282535,,,3.0,90.0,42.0,0.3,,1607,867.0,4188.954244424,,,,21.445
,0.0,,185826,,,,,8.149223889426521,228.0,72.25,1763430074.055468,,,3.0,125.0,49.0,0.3,,1609,869.0,4193.381601796,,,,28.47
,1.0,,185863,,,,,4.506478669648843,47.0,106.75,1763430074.8846314,,,3.0,37.0,28.0,0.3,,1610,870.0,4194.210699785,,,,5.3100000000000005
0.3889589309692383,,,186000,,,,,,,,1763430078.2332456,3.467376947402954,,,,,,,1612,,4197.559306237,,46.04555892944336,,
,,,187000,,,1.7180966138839722,0.25293102860450745,,,,1763430102.2764754,,,,,,,46.8060302734375,1626,,4221.602111905,,,,
,0.0,,188310,,,,,12.686093518100838,430.0,61.0,1763430133.3709626,,,3.0,212.0,54.0,0.3,,1638,886.0,4252.697179603,,,,54.47749999999998
,0.0,,188827,,,,,3.7346117602771005,100.0,31.75,1763430145.639565,,,3.0,69.0,44.0,0.3,,1648,896.0,4264.965775411,,,,11.505000000000004
,,,189000,46.315921783447266,,,,,,,1763430149.8758047,,1.8745120763778687,,,,,,1653,,4269.201552247,0.14421933889389038,,,
,0.0,,189115,,,,,5.191750066210814,54.0,91.5,1763430152.5530887,,,3.0,37.0,16.0,0.3,,1656,900.0,4271.879182703,,,,6.0325
,0.0,,190485,,,,,6.668093336929234,117.0,102.5,1763430185.3142729,,,3.0,58.0,9.0,0.3,,1675,915.0,4304.640499123,,,,14.227500000000008
,,,191000,,,2.514145612716675,0.20756745338439941,,,,1763430197.8896368,,,,,,,47.636566162109375,1687,,4317.215217713,,,,
,2.0,,191112,,,,,5.669025489447021,59.0,74.75,1763430200.6358154,,,3.0,45.0,31.0,0.3,,1690,926.0,4319.9619612,,,,6.570000000000004
,0.0,,192096,,,,,9.342063476555923,204.0,147.25,1763430223.2947736,,,3.0,84.0,7.0,0.3,,1706,938.0,4342.621016205,,,,25.81000000000002
,0.0,,194734,,,,,10.82240962078224,188.0,106.25,1763430283.0207932,,,3.0,84.0,32.0,0.3,,1732,956.0,4402.347041149,,,,23.400000000000006
,0.0,,195361,,,,,4.764579598453573,219.0,102.5,1763430298.033899,,,3.0,111.0,30.0,0.3,,1745,965.0,4417.359957655,,,,27.5075
,1.0,,195778,,,,,4.602083088124332,50.0,65.5,1763430308.2216637,,,3.0,36.0,31.0,0.3,,1753,973.0,4427.547834001,,,,5.262499999999999
,0.0,,195841,,,,,7.4077746321010665,117.0,88.25,1763430309.750044,,,3.0,63.0,36.0,0.3,,1754,974.0,4429.076109001,,,,14.135000000000007
,0.0,,196217,,,,,6.310946838628877,307.0,81.75,1763430318.9452322,,,3.0,152.0,37.0,0.3,,1762,978.0,4438.271420726,,,,38.709999999999994
,0.0,,196447,,,,,8.765704121746305,143.0,112.0,1763430324.5506594,,,3.0,75.0,18.0,0.3,,1765,981.0,4443.876748566,,,,17.742500000000014
,0.0,,196643,,,,,7.030847655155106,196.0,89.5,1763430329.3708405,,,3.0,100.0,19.0,0.3,,1768,984.0,4448.696967794,,,,24.392500000000005
,2.0,,196714,,,,,5.824089521118301,72.0,87.5,1763430331.0862167,,,3.0,45.0,27.0,0.3,,1770,986.0,4450.412203384,,,,8.322500000000002
,0.0,,196896,,,,,4.390404309400217,98.0,102.25,1763430334.8692255,,,3.0,57.0,22.0,0.3,,1773,989.0,4454.194930311,,,,11.840000000000007
,,,197000,46.8038215637207,,,,,,,1763430337.329643,,1.7452714443206787,,,,,,1777,,4456.65534343,0.15884555876255035,,,
,2.0,,197108,,,,,7.733383396030491,101.0,52.5,1763430340.0120246,,,3.0,68.0,27.0,0.3,,1780,992.0,4459.338024088,,,,11.827500000000008
,1.0,,197694,,,,,5.5506818274875025,118.0,127.5,1763430351.63026,,,3.0,63.0,35.0,0.3,,1789,1001.0,4470.95647994,,,,14.652500000000007
,0.0,,198616,,,,,3.778220480596654,68.0,84.25,1763430373.8402452,,,3.0,45.0,31.0,0.3,,1805,1013.0,4493.166328117,,,,7.790000000000003
,0.0,,199158,,,,,6.675707359523785,96.0,107.0,1763430386.8067513,,,3.0,61.0,7.0,0.3,,1818,1022.0,4506.133545406,,,,11.677500000000004
,0.0,,199247,,,,,2.8846956078588235,186.0,92.5,1763430389.0632966,,,3.0,89.0,17.0,0.3,,1819,1023.0,4508.389381775,,,,23.062500000000004
,0.0,,199429,,,,,7.16242626489097,72.0,100.25,1763430393.5796175,,,3.0,44.0,25.0,0.3,,1823,1027.0,4512.905752741,,,,8.440000000000001
,0.0,,201160,,,,,12.445630508335048,258.0,116.0,1763430435.140893,,,3.0,127.0,35.0,0.3,,1851,1047.0,4554.468002975,,,,32.67750000000001
1.3301976919174194,,,202000,,,,,,,,1763430455.3644361,7.717962265014648,,,,,,,1856,,4574.690448281,,54.009178161621094,,
,4.0,,202706,,,,,10.803453151654821,413.0,72.75,1763430472.4525201,,,3.0,195.0,61.0,0.3,,1868,1060.0,4591.778699683,,,,52.299999999999976
,,,203000,46.8922233581543,,,,,,,1763430479.6576967,,1.381929636001587,,,,,,1873,,4598.983436774,0.02992059290409088,,,
,0.0,,203084,,,,,3.9128146838305398,232.0,77.0,1763430481.5992677,,,3.0,128.0,50.0,0.3,,1875,1063.0,4600.925552749,,,,29.0475
,1.0,,203124,,,,,5.133713933401432,60.0,81.5,1763430482.5290873,,,3.0,40.0,29.0,0.3,,1876,1064.0,4601.855102694,,,,6.712500000000002
,0.0,,203231,,,,,7.717224241914961,196.0,120.25,1763430484.8287103,,,3.0,107.0,38.0,0.3,,1877,1065.0,4604.154764338,,,,24.77
,0.0,,203399,,,,,5.85154039548562,57.0,104.25,1763430488.7964106,,,3.0,33.0,16.0,0.3,,1879,1067.0,4608.122672861,,,,6.495
,,73.55368041992188,204000,,103.30412292480469,,,,,,1763430503.5344367,,,,,,,,1886,,4622.860170916,,,123.86373138427734,
,0.0,,204546,,,,,5.697566914920791,130.0,114.0,1763430516.6801465,,,3.0,60.0,27.0,0.3,,1895,1079.0,4636.006300685,,,,15.987500000000008
,0.0,,204590,,,,,7.274635300137047,86.0,112.0,1763430517.6191094,,,3.0,44.0,23.0,0.3,,1896,1080.0,4636.945197665,,,,10.307500000000001
,,,205000,47.171791076660156,,,,,,,1763430523.934402,,1.542590618133545,,,,,,1902,,4643.260180629,3.3816113471984863,,,
,,,205000,,,1.5758646726608276,0.5619465112686157,,,,1763430523.940876,,,,,,,48.37706756591797,1903,,4643.266553758,,,,
,2.0,,205149,,,,,7.576022620742366,223.0,96.0,1763430527.5375633,,,3.0,113.0,27.0,0.3,,1906,1086.0,4646.863655028,,,,27.962500000000006
,0.0,,205371,,,,,4.654682454260445,132.0,70.0,1763430532.9326842,,,3.0,75.0,33.0,0.3,,1909,1089.0,4652.258732124,,,,15.94750000000001
,,59.67803192138672,206000,,35.19834899902344,,,,,,1763430548.2358153,,,,,,,,1918,,4667.561632155,,,109.07398986816406,
,,,206000,,,2.2611076831817627,1.083203911781311,,,,1763430548.249499,,,,,,,47.91472625732422,1920,,4667.57533335,,,,
,,,207000,,,1.9931507110595703,0.7227634787559509,,,,1763430571.502214,,,,,,,48.69644546508789,1930,,4690.827699633,,,,
,,,208000,,,2.0802156925201416,0.1340758353471756,,,,1763430586.885491,,,,,,,48.974037170410156,1945,,4706.211139394,,,,
,0.0,,208928,,,,,2.1901526773264086,260.0,22.0,1763430607.596135,,,3.0,142.0,40.0,0.3,,1950,1118.0,4726.922268884,,,,32.13749999999999
,,,209000,47.26091384887695,,,,,,,1763430609.3075843,,1.4783052206039429,,,,,,1953,,4728.633304493,0.09464685618877411,,,
,0.0,,209788,,,,,6.1674483175783505,75.0,91.0,1763430628.524083,,,3.0,54.0,12.0,0.3,,1959,1123.0,4747.850081138,,,,8.822500000000002
,0.0,,210044,,,,,7.359682398038656,74.0,110.75,1763430634.2168756,,,3.0,42.0,18.0,0.3,,1967,1127.0,4753.54302929,,,,8.775000000000002
,0.0,,210257,,,,,5.718413241450815,113.0,103.75,1763430639.3919435,,,3.0,64.0,21.0,0.3,,1971,1131.0,4758.718179927,,,,13.800000000000004
,0.0,,210385,,,,,3.2374488412946394,65.0,91.25,1763430642.5317826,,,3.0,44.0,21.0,0.3,,1973,1133.0,4761.858006034,,,,7.475000000000002
,,,211000,,,1.684404730796814,0.3635222911834717,,,,1763430657.571521,,,,,,,50.05162048339844,1985,,4776.897302586,,,,
,2.0,,211365,,,,,7.301398838578814,96.0,106.75,1763430666.2561817,,,3.0,54.0,22.0,0.3,,1991,1147.0,4785.58243856,,,,11.605000000000004
,,,212000,,,2.369192361831665,0.39397192001342773,,,,1763430681.7040203,,,,,,,49.99446105957031,2001,,4801.029803161,,,,
,1.0,,212003,,,,,7.571259389956208,185.0,97.5,1763430681.7574818,,,3.0,85.0,17.0,0.3,,2002,1154.0,4801.083394614,,,,22.947500000000016
,0.0,,212292,,,,,3.706281829542918,86.0,119.75,1763430686.2361429,,,3.0,45.0,18.0,0.3,,2007,1159.0,4805.562077979,,,,10.395000000000005
1.282257318496704,,,213000,,,,,,,,1763430698.18695,8.212959289550781,,,,,,,2016,,4817.512750402,,55.07394027709961,,
,,,213000,,,1.2575774192810059,0.1783405840396881,,,,1763430698.1972036,,,,,,,48.87788009643555,2019,,4817.522758231,,,,
,0.0,,213379,,,,,5.419028395386006,191.0,87.0,1763430703.6964595,,,3.0,104.0,63.0,0.3,,2024,1172.0,4823.022325967,,,,23.782500000000002
,1.0,,213563,,,,,5.894829832149527,69.0,80.0,1763430707.0455046,,,3.0,49.0,31.0,0.3,,2027,1175.0,4826.371963903,,,,7.912500000000001
,0.0,,213809,,,,,8.989304756208869,266.0,32.25,1763430713.0227485,,,3.0,161.0,41.0,0.3,,2029,1177.0,4832.348986535,,,,33.17999999999998
,,,214000,,,1.7558262348175049,0.7724403142929077,,,,1763430717.7516277,,,,,,,49.18284606933594,2034,,4837.077416585,,,,
,0.0,,214170,,,,,6.258438303602584,46.0,114.25,1763430721.8293908,,,3.0,29.0,21.0,0.3,,2037,1181.0,4841.155506465,,,,5.18
,0.0,,214423,,,,,9.220974392655043,530.0,75.5,1763430727.707769,,,3.0,253.0,55.0,0.3,,2038,1182.0,4847.033963498,,,,67.53249999999997
,0.0,,214456,,,,,7.1982649819244635,53.0,114.0,1763430728.4133031,,,3.0,33.0,27.0,0.3,,2039,1183.0,4847.739396987,,,,6.092499999999999
,0.0,,214779,,,,,4.525955700180905,38.0,96.75,1763430736.1968234,,,3.0,29.0,28.0,0.3,,2045,1189.0,4855.523050282,,,,4.005000000000003
,,,215000,,,2.014650821685791,0.10813935101032257,,,,1763430741.5985823,,,,,,,49.7852668762207,2051,,4860.924346208,,,,
,0.0,,215036,,,,,8.300079442390894,175.0,82.0,1763430742.4757378,,,3.0,98.0,47.0,0.3,,2052,1192.0,4861.801904177,,,,21.672500000000007
,0.0,,215124,,,,,3.913981348959141,69.0,105.75,1763430744.6106744,,,3.0,53.0,13.0,0.3,,2054,1194.0,4863.936768884,,,,8.210000000000003
,0.0,,215937,,,,,4.547642246263443,61.0,97.75,1763430761.1190224,,,3.0,46.0,19.0,0.3,,2065,1205.0,4880.445207704,,,,7.060000000000002
,,,216000,47.55974578857422,,,,,,,1763430762.7055874,,1.0877646207809448,,,,,,2069,,4882.031353183,0.18231984972953796,,,
,,,216000,,,2.1898770332336426,0.14902836084365845,,,,1763430762.7125432,,,,,,,50.641441345214844,2070,,4882.038328954,,,,
,1.0,,216507,,,,,8.58294930370674,93.0,101.5,1763430774.9193144,,,3.0,53.0,18.0,0.3,,2076,1212.0,4894.245427357,,,,11.167500000000004
,0.0,,217312,,,,,7.734304671397427,163.0,73.5,1763430794.4486845,,,3.0,90.0,53.0,0.3,,2093,1225.0,4913.774788932,,,,20.00750000000001
,0.0,,217351,,,,,6.182048608673342,61.0,108.25,1763430795.4225886,,,3.0,39.0,8.0,0.3,,2094,1226.0,4914.748785093,,,,7.095000000000001
,0.0,,218696,,,,,6.395703147426402,49.0,103.0,1763430828.0677538,,,3.0,32.0,23.0,0.3,,2117,1245.0,4947.393804131,,,,5.472499999999999
,2.0,,219512,,,,,5.648840589005848,119.0,55.75,1763430847.5962713,,,3.0,68.0,45.0,0.3,,2135,1259.0,4966.922303497,,,,14.110000000000005
,0.0,,219817,,,,,6.844557600751127,70.0,105.0,1763430855.0423734,,,3.0,42.0,26.0,0.3,,2141,1265.0,4974.368512378,,,,8.217500000000001
,,62.93849563598633,220000,,69.41748046875,,,,,,1763430859.463132,,,,,,,,2146,,4978.78902788,,,151.91200256347656,
,,,220000,48.40579605102539,,,,,,,1763430859.4697065,,1.3768728971481323,,,,,,2147,,4978.795475171,0.1344941407442093,,,
,,,220000,,,1.5738362073898315,0.24664270877838135,,,,1763430859.4763722,,,,,,,50.2352409362793,2148,,4978.802140199,,,,
,0.0,,220331,,,,,1.8302236885146053,135.0,44.0,1763430867.5782561,,,3.0,79.0,35.0,0.3,,2155,1275.0,4986.90440423,,,,16.10250000000001
,2.0,,220936,,,,,5.906187433531043,74.0,70.25,1763430882.1487095,,,3.0,52.0,25.0,0.3,,2164,1284.0,5001.474817582,,,,8.470000000000002
,,55.61202621459961,221000,,46.577091217041016,,,,,,1763430883.7213686,,,,,,,,2167,,5003.047182809,,,146.44918823242188,
,2.0,,221135,,,,,4.896689570515983,86.0,55.0,1763430887.0437694,,,3.0,60.0,37.0,0.3,,2172,1288.0,5006.369927695,,,,9.8975
,,,222000,48.40855407714844,,,,,,,1763430908.0225887,,1.1707916259765625,,,,,,2185,,5027.348286896,0.14465107023715973,,,
,0.0,,222110,,,,,5.893599812508481,63.0,98.0,1763430910.6488762,,,3.0,36.0,9.0,0.3,,2189,1301.0,5029.975074595,,,,7.2125
,1.0,,222364,,,,,5.767470741148146,160.0,115.0,1763430916.8743358,,,3.0,86.0,27.0,0.3,,2192,1304.0,5036.200442593,,,,20.0075
,0.0,,222779,,,,,5.7352479240221115,194.0,93.0,1763430926.9581473,,,3.0,104.0,26.0,0.3,,2197,1309.0,5046.28425184,,,,24.217500000000005
,0.0,,222936,,,,,8.080808669310255,275.0,78.5,1763430930.8271308,,,3.0,157.0,41.0,0.3,,2198,1310.0,5050.153560957,,,,34.727499999999964
,0.0,,222980,,,,,6.803221203959195,79.0,100.0,1763430931.92484,,,3.0,44.0,32.0,0.3,,2199,1311.0,5051.250998136,,,,9.3125
