robot_0/loss,total_kills_per_episode,robot_1/q_std,global_step,robot_2/q_mean,robot_1/loss,robot_3/q_std,robot_3/loss,std_episode_reward,total_charges_per_episode,mean_final_energy,_timestamp,robot_0/q_std,robot_2/q_std,survival_rate,episode_length,total_agent_collisions_per_episode,epsilon,robot_3/q_mean,_step,episode,_runtime,robot_2/loss,robot_0/q_mean,robot_1/q_mean,mean_episode_reward
0.3368520140647888,,,112000,,,,,,,,1763428413.4194236,0.9355085492134094,,,,,,,789,,2532.745359772,,34.88245391845703,,
,,2.682115077972412,113000,,0.15194997191429138,,,,,,1763428436.3753502,,,,,,,,797,,2555.701130748,,,38.087989807128906,
,,,114000,35.648292541503906,,,,,,,1763428459.4473424,,1.2773076295852661,,,,,,806,,2578.773084813,0.1389019638299942,,,
,0.0,,115331,,,,,11.413647532668923,301.0,140.75,1763428490.9674861,,,3.0,123.0,29.0,0.3,,815,355.0,2610.293578083,,,,38.26000000000001
,0.0,,117443,,,,,9.34932450768505,473.0,145.5,1763428535.8561375,,,3.0,194.0,30.0,0.3,,830,362.0,2655.182282934,,,,60.51749999999997
,0.0,,118905,,,,,3.163407972424695,426.0,110.25,1763428561.908694,,,3.0,186.0,46.0,0.3,,839,367.0,2681.234740083,,,,54.20999999999998
,0.0,,119737,,,,,13.477678537121983,1088.0,97.5,1763428581.6581588,,,3.0,453.0,39.0,0.3,,846,370.0,2700.984375184,,,,139.5025000000002
,1.0,,121360,,,,,8.433415678122367,158.0,125.25,1763428620.2489095,,,3.0,80.0,28.0,0.3,,863,379.0,2739.575058273,,,,19.800000000000008
,0.0,,121697,,,,,9.58196319915705,203.0,142.5,1763428628.3190374,,,3.0,92.0,31.0,0.3,,865,381.0,2747.645237967,,,,25.7175
,0.0,,122339,,,,,9.221809407594657,667.0,72.5,1763428643.52919,,,3.0,284.0,62.0,0.3,,872,384.0,2762.855447241,,,,84.93750000000003
,,,123000,36.584625244140625,,,,,,,1763428659.4832985,,1.3010687828063965,,,,,,876,,2778.809064947,0.06573395431041718,,,
,0.0,,123697,,,,,10.955211088792378,1248.0,194.0,1763428673.9612358,,,4.0,500.0,59.0,0.3,,880,388.0,2793.287461747,,,,160.94
,0.0,,125085,,,,,7.400266887079143,253.0,118.75,1763428704.1364648,,,3.0,111.0,30.0,0.3,,894,394.0,2823.462790959,,,,31.91999999999999
,,,126000,,,0.7314925789833069,0.22500644624233246,,,,1763428726.1307864,,,,,,,37.863765716552734,900,,2845.456509082,,,,
,0.0,,128155,,,,,7.493942136819583,1170.0,198.25,1763428769.9835398,,,4.0,500.0,74.0,0.3,,916,404.0,2889.309452278,,,,151.23250000000013
,,,129000,,,0.723941445350647,0.11709877103567123,,,,1763428790.1204534,,,,,,,38.709381103515625,921,,2909.44623319,,,,
,0.0,,129151,,,,,19.373475907797225,1178.0,114.5,1763428793.716047,,,3.0,496.0,56.0,0.3,,922,406.0,2913.042211174,,,,151.35250000000013
,,,130000,,,0.669194757938385,0.07908550649881363,,,,1763428814.283823,,,,,,,38.761138916015625,930,,2933.60955327,,,,
,0.0,,130484,,,,,9.671583052944339,150.0,140.0,1763428822.4292884,,,3.0,74.0,23.0,0.3,,932,412.0,2941.755378687,,,,18.88750000000001
,,,131000,,,0.81182461977005,0.052836302667856216,,,,1763428834.949036,,,,,,,38.93761444091797,938,,2954.274757354,,,,
,0.0,,131396,,,,,4.87864222914532,59.0,144.75,1763428844.4700358,,,3.0,29.0,3.0,0.3,,941,417.0,2963.79613525,,,,7.110000000000001
,0.0,,131551,,,,,7.028461780503631,349.0,96.25,1763428848.3610308,,,3.0,155.0,41.0,0.3,,942,418.0,2967.687143958,,,,44.134999999999984
,0.0,,132131,,,,,13.2684974658023,842.0,119.75,1763428862.2337723,,,3.0,352.0,58.0,0.3,,948,420.0,2981.559932286,,,,107.96500000000019
,0.0,,133375,,,,,6.229166778149382,232.0,150.0,1763428892.2535546,,,3.0,93.0,24.0,0.3,,956,424.0,3011.579713154,,,,29.427500000000006
,0.0,,134219,,,,,11.135518342223724,409.0,132.5,1763428912.6365623,,,3.0,184.0,31.0,0.3,,965,429.0,3031.962980968,,,,52.28749999999995
,1.0,,135337,,,,,4.079610888307855,83.0,80.25,1763428939.5794718,,,3.0,48.0,22.0,0.3,,974,434.0,3058.905800311,,,,9.655000000000005
,,,136000,38.85847473144531,,,,,,,1763428955.4168062,,1.0824289321899414,,,,,,980,,3074.74237084,0.025038698688149452,,,
,,,136000,,,1.082716703414917,0.06554174423217773,,,,1763428955.4228868,,,,,,,39.72486114501953,981,,3074.748600195,,,,
,0.0,,136780,,,,,8.374267132113694,258.0,144.25,1763428973.6393821,,,3.0,123.0,28.0,0.3,,985,441.0,3092.965407591,,,,32.919999999999995
,0.0,,136911,,,,,7.680190020435683,300.0,132.0,1763428976.773894,,,3.0,131.0,31.0,0.3,,986,442.0,3096.100027308,,,,38.127500000000005
0.05020727962255478,,,138000,,,,,,,,1763428998.4584486,1.0111562013626099,,,,,,,994,,3117.784443313,,39.064002990722656,,
,,6.086260795593262,138000,,0.7512460947036743,,,,,,1763428998.4653265,,,,,,,,995,,3117.791075724,,,41.77690887451172,
,,,138000,,,0.8485673666000366,0.1040402352809906,,,,1763428998.47856,,,,,,,40.0688591003418,997,,3117.804335848,,,,
,0.0,,138315,,,,,5.961964860681419,76.0,149.75,1763429006.1824238,,,3.0,35.0,17.0,0.3,,1000,448.0,3125.508533932,,,,9.345000000000002
,0.0,,138906,,,,,8.241544151431833,339.0,85.75,1763429020.199887,,,3.0,159.0,40.0,0.3,,1004,452.0,3139.526007647,,,,42.81999999999996
,0.0,,139957,,,,,6.809670972227661,432.0,98.5,1763429045.6291964,,,3.0,185.0,37.0,0.3,,1015,459.0,3164.955222869,,,,54.832499999999975
,1.0,,140156,,,,,9.038810762484193,443.0,100.75,1763429050.2473593,,,3.0,199.0,55.0,0.3,,1020,460.0,3169.573558981,,,,56.370000000000005
,,,141000,,,1.1808022260665894,0.33527618646621704,,,,1763429070.3788424,,,,,,,40.782508850097656,1031,,3189.704422367,,,,
,0.0,,141254,,,,,11.087496054114297,317.0,127.0,1763429076.4547832,,,3.0,146.0,29.0,0.3,,1035,471.0,3195.780956082,,,,40.3525
,1.0,,141562,,,,,8.914008638093197,157.0,121.75,1763429083.7998002,,,3.0,86.0,23.0,0.3,,1038,474.0,3203.125796612,,,,19.700000000000006
0.30981704592704773,,,142000,,,,,,,,1763429094.0585356,1.0482598543167114,,,,,,,1040,,3213.384605433,,39.561153411865234,,
,0.0,,142871,,,,,7.011523996250746,136.0,115.0,1763429115.081907,,,3.0,81.0,37.0,0.3,,1050,482.0,3234.407997288,,,,16.957500000000007
,,,143000,40.02044677734375,,,,,,,1763429118.1971436,,1.6507786512374878,,,,,,1053,,3237.522968114,0.04315377399325371,,,
,0.0,,143534,,,,,7.69621782111187,225.0,116.5,1763429130.7467976,,,3.0,104.0,37.0,0.3,,1058,486.0,3250.073020685,,,,28.327499999999997
,0.0,,143639,,,,,6.489616225170797,243.0,113.5,1763429133.234677,,,3.0,105.0,26.0,0.3,,1059,487.0,3252.560848614,,,,30.55749999999999
0.016901861876249313,,,146000,,,,,,,,1763429189.4278793,1.0257834196090698,,,,,,,1082,,3308.753840999,,40.23777389526367,,
,,12.830183029174805,146000,,0.8488379716873169,,,,,,1763429189.4345167,,,,,,,,1083,,3308.760295631,,,43.67499923706055,
,0.0,,146860,,,,,5.329779545159436,302.0,120.25,1763429201.503864,,,3.0,130.0,31.0,0.3,,1091,507.0,3320.829718022,,,,38.25
0.045084722340106964,,,147000,,,,,,,,1763429203.026924,1.3276326656341553,,,,,,,1093,,3322.352695818,,40.44056701660156,,
,,,148000,,,2.6661365032196045,0.17852899432182312,,,,1763429219.8518653,,,,,,,42.52018737792969,1103,,3339.177543495,,,,
,2.0,,148525,,,,,5.953727298927969,333.0,143.0,1763429232.07402,,,3.0,146.0,34.0,0.3,,1106,514.0,3351.399990017,,,,42.512499999999974
,0.0,,148830,,,,,14.336221608220283,735.0,139.75,1763429239.450007,,,3.0,305.0,31.0,0.3,,1107,515.0,3358.775842963,,,,94.32000000000014
0.04120607301592827,,,150000,,,,,,,,1763429265.613662,0.8153046369552612,,,,,,,1118,,3384.939720103,,40.97245407104492,,
,0.0,,150557,,,,,5.652147268958938,148.0,147.5,1763429278.841424,,,3.0,66.0,23.0,0.3,,1125,525.0,3398.167537502,,,,18.632500000000004
