total_charges_per_episode,mean_episode_reward,total_agent_collisions_per_episode,_timestamp,robot_2/loss,_step,robot_0/q_std,epsilon,robot_3/loss,_runtime,robot_0/loss,global_step,robot_3/q_std,survival_rate,episode,episode_length,robot_0/q_mean,robot_1/q_std,robot_2/q_std,total_kills_per_episode,robot_3/q_mean,mean_final_energy,std_episode_reward,robot_2/q_mean,robot_1/q_mean,robot_1/loss
11.0,0.44999999999999984,16.0,1763455463.5886383,,0,,1.0,,17.528572718,,30,,3.0,0.0,30.0,,,,0.0,,27.75,0.6259792328823696,,,
4.0,-0.605,19.0,1763455463.776858,,7,,0.9655206468094844,,17.71625771,,212,,3.0,7.0,25.0,,,,1.0,,14.75,0.7797595783316804,,,
14.0,0.9600000000000004,13.0,1763455463.7814078,,8,,0.960693043575437,,17.720828722,,238,,3.0,8.0,26.0,,,,0.0,,45.25,1.0530432089900208,,,
4.0,-0.595,12.0,1763455463.9223604,,28,,0.8690529955452602,,17.861798811,,798,,3.0,28.0,25.0,,,,2.0,,15.75,0.7243790444235672,,,
6.0,-0.26750000000000007,17.0,1763455463.9615982,,33,,0.8475428503023453,,17.901071781,,934,,3.0,33.0,22.0,,,,2.0,,26.5,0.534152365903213,,,
11.0,0.6475,8.0,1763455464.8022485,,41,,0.8307187014821328,,18.742390619,,1026,,3.0,37.0,22.0,,,,1.0,,55.5,1.3520054548706524,,,
20.0,1.685,20.0,1763455469.162422,,47,,0.8061065909263957,,23.10260241,,1208,,3.0,43.0,28.0,,,,4.0,,40.75,0.8612345789620852,,,
46.0,5.0100000000000025,20.0,1763455482.8184865,,64,,0.7402609576967045,,36.758943118,,1765,,3.0,60.0,43.0,,,,1.0,,33.25,3.0007748999216877,,,
,,,1763455488.5641918,,74,,,0.035665396600961685,42.503985316,,2000,0.4898754954338074,,,,,,,,1.0241591930389404,,,,,
49.0,5.452500000000004,13.0,1763455490.710731,,77,,0.7076077347272662,,44.650932165,,2090,,3.0,69.0,37.0,,,,1.0,,46.0,1.8412410895914753,,,
37.0,3.7325000000000017,24.0,1763455498.9007754,,85,,0.6797938283326578,,52.841005326,,2415,,3.0,77.0,39.0,,,,0.0,,22.0,1.5093935040273638,,,
67.0,7.770000000000005,22.0,1763455502.9820175,,88,,0.6696478204705644,,56.92224037,,2556,,3.0,80.0,62.0,,,,0.0,,27.75,1.6953023329188226,,,
42.0,4.392500000000002,21.0,1763455516.0066679,,102,,0.6369088258938781,,69.946913214,,3063,,3.0,90.0,43.0,,,,2.0,,21.5,1.165555125251484,,,
49.0,5.727500000000003,20.0,1763455518.6563382,,104,,0.6305556603555866,,72.596413857,,3173,,3.0,92.0,35.0,,,,0.0,,75.5,2.8780494696929746,,,
77.0,9.075000000000006,21.0,1763455557.089928,,133,,0.5562889678716474,,111.030202627,,4770,,3.0,117.0,57.0,,,,1.0,,38.25,2.220377220203813,,,
,,,1763455562.6585646,,136,,,,116.598396859,,5000,,,,,,0.7993043065071106,,,,,,,2.540679454803467,0.02312619611620903
175.0,22.102500000000003,35.0,1763455570.3729095,,147,,0.5290920728090721,,124.312785069,,5579,,3.0,127.0,108.0,,,,0.0,,65.0,1.4411692301738859,,,
167.0,20.922500000000003,29.0,1763455574.573893,,149,,0.5238143793828016,,128.514111408,,5758,,3.0,129.0,102.0,,,,1.0,,53.0,1.316479680815468,,,
181.0,23.062500000000004,24.0,1763455577.4845583,,150,,0.5211953074858876,,131.42474416,,5872,,3.0,130.0,114.0,,,,0.0,,80.0,2.7469380681041904,,,
292.0,37.36749999999998,40.0,1763455581.4924757,,155,,0.5185893309484582,,135.432688024,,6031,,3.0,131.0,159.0,,,,0.0,,78.0,3.38207314379805,,,
87.0,10.780000000000006,22.0,1763455583.4589307,,157,,0.5134164023722473,,137.399021295,,6151,,3.0,133.0,51.0,,,,0.0,,89.75,3.8886051483790447,,,
455.0,58.30499999999998,40.0,1763455621.8117602,,172,,0.4858739637363176,,175.752020529,,7693,,3.0,144.0,238.0,,,,0.0,,55.25,5.360207551951687,,,
202.0,25.695000000000007,18.0,1763455656.3412151,,195,,0.4506816115185697,,210.281444783,,9120,,3.0,159.0,98.0,,,,0.0,,96.75,5.365559150731641,,,
,,,1763455677.7131548,0.07884261757135391,203,,,,231.653042531,,10000,,,,,,,0.6230338215827942,,,,,4.695991516113281,,
,,,1763455697.7593937,,213,,,0.045878224074840546,251.699137829,,11000,0.65752112865448,,,,,,,,5.9358015060424805,,,,,
419.0,53.884999999999984,36.0,1763455708.565967,,217,,0.42013897252428334,,262.506285234,,11444,,3.0,173.0,204.0,,,,0.0,,97.25,3.665791183360051,,,
,,,1763455752.340592,,228,0.728111982345581,,,306.280448453,0.03729477897286415,13000,,,,,6.064237594604492,,,,,,,,,
1148.0,148.4850000000002,51.0,1763455778.4253592,,233,,0.4036245882390106,,332.365466144,,13975,,4.0,181.0,500.0,,,,0.0,,148.5,6.15753806321967,,,
,,,1763455803.3878934,,242,,,,357.327660894,,15000,,,,,,0.6973955035209656,,,,,,,7.849950790405273,0.04030222073197365
,,,1763455827.9515407,,248,,,,381.891328695,,16000,,,,,,1.6516823768615723,,,,,,,8.00347900390625,0.039242666214704514
1156.0,149.16250000000014,61.0,1763455840.3598912,,251,,0.39166620452737816,,394.300159023,,16483,,4.0,187.0,500.0,,,,0.0,,116.25,5.566185296053197,,,
1109.0,143.50250000000008,83.0,1763455868.5034676,,259,,0.38389143477919885,,422.443657234,,17619,,4.0,191.0,500.0,,,,0.0,,137.75,4.935313439894085,,,
1179.0,152.22250000000017,47.0,1763455895.889039,,265,,0.3800621177172763,,449.829291302,,18619,,4.0,193.0,500.0,,,,0.0,,134.75,6.4944336743091196,,,
548.0,70.51750000000001,46.0,1763455926.2429867,,273,,0.37251769488706843,,480.183195591,,19774,,3.0,197.0,252.0,,,,0.0,,100.0,1.8464069838473025,,,
,,,1763455931.7090178,,274,0.6876058578491211,,,485.649110758,0.05288602039217949,20000,,,,,9.290101051330566,,,,,,,,,
,,,1763455956.4599762,,283,,,,510.399753016,,21000,,,,,,0.8337308764457703,,,,,,,10.80703353881836,0.09044995903968811
,,,1763455981.1028879,,292,,,0.04091870039701462,535.0425372,,22000,0.8250486850738525,,,,,,,,10.843120574951172,,,,,
1208.0,156.00000000000017,53.0,1763456059.1614025,,321,,0.33698341088258443,,613.101635159,,26435,,4.0,217.0,500.0,,,,0.0,,150.0,5.279678020485714,,,
,,,1763456073.0350146,,324,,,,626.974866236,,27000,,,,,,0.8304687738418579,,,,,,,13.431952476501465,0.04069499671459198
321.0,41.15499999999999,18.0,1763456074.9645593,,327,,0.33362200135903064,,628.904750924,,27080,,3.0,219.0,145.0,,,,0.0,,108.25,7.021162653008395,,,
,,,1763456097.74199,,330,0.7221373915672302,,,651.682035643,0.04383170232176781,28000,,,,,12.569254875183105,,,,,,,,,
,,,1763456097.755553,0.023213794454932213,332,,,,651.695367737,,28000,,,,,,,0.574859619140625,,,,,12.880250930786133,,
,,,1763456122.762452,,337,0.6478421688079834,,,676.70227878,0.04558241367340088,29000,,,,,13.091676712036133,,,,,,,,,
,,,1763456122.7837062,,340,,,0.04540892690420151,676.723365951,,29000,0.650509774684906,,,,,,,,13.921445846557617,,,,,
,,,1763456243.8599658,,370,0.5161171555519104,,,797.799853047,0.03847270831465721,34000,,,,,14.727066993713379,,,,,,,,,
268.0,34.1375,7.0,1763456248.0979192,,375,,0.3017979588795719,,802.038087802,,34167,,3.0,239.0,104.0,,,,0.0,,110.0,5.781696874620816,,,
1294.0,166.63749999999993,44.0,1763456346.2787118,,396,,0.2884855236625661,,900.218924928,,37916,,4.0,248.0,500.0,,,,0.0,,138.75,9.13067460541655,,,
,,,1763456448.0292652,,425,,,0.060642682015895844,1001.96890423,,42000,0.783358097076416,,,,,,,,18.13717269897461,,,,,
235.0,29.797500000000007,3.0,1763456519.1087017,,441,,0.2649210072611673,,1073.048953026,,44805,,3.0,265.0,89.0,,,,0.0,,103.5,2.256738520520272,,,
1392.0,178.9024999999998,43.0,1763456545.9918256,,447,,0.26227842021373715,,1099.931954784,,45805,,4.0,267.0,500.0,,,,0.0,,140.25,2.735254787035331,,,
,,,1763456550.8097222,0.09769397974014282,450,,,,1104.749403282,,46000,,,,,,,0.5482643246650696,,,,,19.695274353027344,,
436.0,55.73249999999998,19.0,1763456625.7941368,,471,,0.2519690537792925,,1179.73402289,,49006,,3.0,275.0,161.0,,,,0.0,,112.5,6.35196967483314,,,
,,,1763456670.4380696,,481,,,,1224.37778579,,51000,,,,,,0.6211495995521545,,,,,,,21.8193416595459,0.15554724633693695
1474.0,189.20249999999976,16.0,1763456693.1395113,,490,,0.24328132378095624,,1247.079379573,,52121,,4.0,282.0,500.0,,,,0.0,,145.25,5.336526843369064,,,
1416.0,181.99999999999977,46.0,1763456727.342592,,497,,0.23965031961336,,1281.282915872,,53621,,4.0,285.0,500.0,,,,0.0,,150.0,13.0096118312576,,,
448.0,56.91499999999998,31.0,1763456757.8820057,,504,,0.23607350863684065,,1311.822108982,,54792,,3.0,288.0,171.0,,,,0.0,,70.75,9.3314776429031,,,
,,,1763456781.493936,0.049452222883701324,515,,,,1335.433623308,,56000,,,,,,,0.436612606048584,,,,,22.546085357666016,,
349.0,44.542500000000004,9.0,1763456802.917522,,522,,0.22453190559909803,,1356.857695325,,56866,,3.0,298.0,130.0,,,,0.0,,112.0,8.703523352642867,,,
156.0,19.6725,18.0,1763456811.6962903,,530,,0.22007483514733558,,1365.636414043,,57227,,3.0,302.0,65.0,,,,0.0,,102.5,6.4032662563726035,,,
1115.0,143.03750000000016,27.0,1763456844.7949467,,539,,0.21462770857094118,,1398.73517316,,58752,,3.0,307.0,404.0,,,,0.0,,112.5,17.72082161611029,,,
84.0,10.2825,8.0,1763456859.644075,,547,,0.21036724137609603,,1413.58419859,,59364,,3.0,311.0,38.0,,,,0.0,,90.5,3.4226844362283817,,,
902.0,115.43250000000029,21.0,1763456889.9735265,,555,,0.20619134658263935,,1443.913683977,,60601,,3.0,315.0,319.0,,,,0.0,,99.5,11.515047492303434,,,
,,,1763456899.8925066,0.09228630363941193,559,,,,1453.832270881,,61000,,,,,,,0.6779623627662659,,,,,24.19261932373047,,
,,,1763456923.7536478,0.16541488468647003,568,,,,1477.693411028,,62000,,,,,,,1.1505756378173828,,,,,24.60129737854004,,
,,,1763456994.416778,,589,,,,1548.356452136,,65000,,,,,,2.4412922859191895,,,,,,,25.98204803466797,0.19707518815994263
135.0,16.95500000000001,21.0,1763457000.4039512,,593,,0.18840216465300522,,1554.344129251,,65211,,3.0,333.0,56.0,,,,0.0,,102.25,7.7796866903494335,,,
430.0,54.837499999999935,13.0,1763457015.2110214,,595,,0.1865228530605915,,1569.151211545,,65817,,3.0,335.0,151.0,,,,0.0,,108.0,7.136831842631593,,,
,,,1763457069.050263,,612,,,,1622.990037466,,68000,,,,,,2.015594720840454,,,,,,,27.538013458251953,0.2774072289466858
,,,1763457069.0634265,,614,,,0.03982863575220108,1623.003166283,,68000,0.7229233384132385,,,,,,,,26.049942016601562,,,,,
1576.0,201.86249999999953,11.0,1763457112.015384,,630,,0.1730128104744653,,1665.95567556,,70297,,4.0,350.0,500.0,,,,0.0,,136.25,7.73746849751243,,,
,,,1763457128.9467082,,636,,,1.1442025899887085,1682.886392939,,71000,1.0217818021774292,,,,,,,,26.721290588378906,,,,,
,,,1763457153.3717928,,640,0.6415809988975525,,,1707.311741668,0.029724769294261932,72000,,,,,27.431398391723633,,,,,,,,,
1574.0,201.50249999999966,16.0,1763457175.7335718,,650,,0.1662122034722543,,1729.673507723,,73121,,4.0,358.0,500.0,,,,0.0,,125.25,15.493470197150362,,,
466.0,59.41999999999996,19.0,1763457218.0891695,,664,,0.16128775296900558,,1772.029321343,,75074,,3.0,364.0,162.0,,,,1.0,,105.25,4.921925436249524,,,
,,,1763457285.030509,0.09499429166316986,684,,,,1838.970312478,,78000,,,,,,,0.8279834985733032,,,,,28.548320770263672,,
,,,1763457305.5769236,,689,0.649640679359436,,,1859.516808556,0.14696833491325378,79000,,,,,29.15938377380371,,,,,,,,,
,,,1763457320.853158,,698,,,0.023521561175584793,1874.792956006,,80000,0.8070509433746338,,,,,,,,28.940555572509766,,,,,
999.0,127.59750000000034,12.0,1763457337.3676586,,702,,0.1473726336968319,,1891.307793055,,80667,,3.0,382.0,310.0,,,,0.0,,112.5,9.884837821127915,,,
,,,1763457345.2252932,,703,0.6002985239028931,,,1899.16533857,0.038619980216026306,81000,,,,,29.681324005126953,,,,,,,,,
1443.0,184.63999999999976,28.0,1763457348.6862788,,707,,0.14663577052834775,,1902.626533888,,81138,,3.0,383.0,471.0,,,,0.0,,105.75,17.20500944492585,,,
1249.0,159.91249999999988,15.0,1763457431.6315305,,729,,0.13946676683816583,,1985.571660169,,84444,,3.0,393.0,419.0,,,,0.0,,110.0,31.085696369069645,,,
,,,1763457510.9951375,,757,,,0.028122344985604286,2064.934776536,,88000,0.8516680598258972,,,,,,,,30.64333724975586,,,,,
391.0,49.412499999999966,22.0,1763457531.3303542,,762,,0.12807462877562611,,2085.270334444,,88842,,3.0,410.0,134.0,,,,1.0,,70.0,3.8691819225774093,,,
1129.0,144.3350000000001,9.0,1763457540.2976904,,767,,0.12743425563174798,,2094.237809701,,89203,,3.0,411.0,361.0,,,,0.0,,110.25,18.485960213091474,,,
,,,1763457579.7277386,,775,0.6535640358924866,,,2133.667796459,0.0337245911359787,91000,,,,,32.30876159667969,,,,,,,,,
1554.0,199.2499999999995,5.0,1763457606.2107027,,788,,0.12181307688414106,,2160.150621933,,92551,,4.0,420.0,500.0,,,,0.0,,150.0,23.284920012746063,,,
422.0,53.747499999999995,7.0,1763457608.9698005,,789,,0.12120401149972035,,2162.910275196,,92699,,3.0,421.0,148.0,,,,1.0,,102.0,18.183923359660238,,,
,,,1763457641.0782104,,797,0.6422856450080872,,,2195.018239373,0.05640702322125435,94000,,,,,32.52293014526367,,,,,,,,,
,,,1763457665.4796073,0.059143222868442535,806,,,,2219.419345155,,95000,,,,,,,0.5254396796226501,,,,,32.06039810180664,,
,,,1763457691.2148283,,815,,,0.031175032258033752,2245.154556725,,96000,0.7789407968521118,,,,,,,,32.221038818359375,,,,,
,,,1763457731.6201792,0.2090531885623932,830,,,,2285.559983636,,98000,,,,,,,0.5383294224739075,,,,,32.43183135986328,,
,,,1763457823.1067824,,863,,,0.09730488061904907,2377.046536805,,102000,0.5684001445770264,,,,,,,,33.41526412963867,,,,,
,,,1763457847.6194253,,872,,,0.09989617019891739,2401.559146739,,103000,0.8190088868141174,,,,,,,,33.692588806152344,,,,,
,,,1763457872.5925817,,876,,,,2426.532374291,,104000,,,,,,2.425095796585083,,,,,,,37.49676513671875,0.3522590398788452
466.0,59.034999999999926,20.0,1763457881.492438,,880,,0.09770335251664321,,2435.43258946,,104450,,3.0,464.0,150.0,,,,0.0,,78.75,10.87713772092637,,,
324.0,41.07000000000003,20.0,1763458006.7139988,,916,,0.09017346495423652,,2560.654013947,,109548,,3.0,480.0,128.0,,,,0.0,,79.25,17.099799706429256,,,
,,,1763458017.8379436,,922,,,0.018895048648118973,2571.777668706,,110000,0.7466798424720764,,,,,,,,35.278472900390625,,,,,
,,,1763458042.4147859,,930,1.1984608173370361,,,2596.354815433,0.06902243196964264,111000,,,,,36.4266471862793,,,,,,,,,
,,,1763458042.4280822,0.03032558411359787,932,,,,2596.367828514,,111000,,,,,,,0.7671393752098083,,,,,35.07306671142578,,
,,,1763458066.4840457,,938,,,,2620.423730947,,112000,,,,,,5.939688682556152,,,,,,,39.77802276611328,1.8306834697723389
1748.0,223.4874999999991,3.0,1763458068.1651676,,941,,0.08448484422350626,,2622.105113183,,112153,,4.0,493.0,500.0,,,,0.0,,148.75,15.006680803894964,,,
1437.0,183.28999999999982,13.0,1763458073.8677146,,942,,0.08406242000238873,,2627.807637563,,112590,,3.0,494.0,437.0,,,,0.0,,79.75,19.04915089971164,,,
1095.0,139.7175000000002,2.0,1763458089.977508,,948,,0.0832238973628649,,2643.917628359,,113412,,3.0,496.0,322.0,,,,0.0,,112.5,16.047196600964252,,,
,,,1763458178.705874,,974,,,0.04340367764234543,2732.64543833,,117000,0.46530279517173767,,,,,,,,36.543575286865234,,,,,
,,,1763458202.9024684,,980,,,,2756.842311513,,118000,,,,,,4.009123802185059,,,,,,,40.71996307373047,0.9277194738388062
574.0,73.06250000000001,18.0,1763458215.906549,,985,,0.07642587550895225,,2769.846616242,,118598,,3.0,513.0,174.0,,,,1.0,,107.5,10.326229648327688,,,
,,,1763458225.6443093,,986,0.9381555318832397,,,2779.584365196,0.06967782229185104,119000,,,,,37.29506301879883,,,,,,,,,
,,,1763458249.3427749,,994,,,,2803.282546638,,120000,,,,,,2.931002140045166,,,,,,,40.878395080566406,0.49648818373680115
,,,1763458249.3493872,0.03860923647880554,995,,,,2803.289133913,,120000,,,,,,,0.613788902759552,,,,,36.540706634521484,,
1022.0,129.9625000000004,24.0,1763458252.11057,,997,,0.07490878371492794,,2806.050673383,,120116,,3.0,517.0,314.0,,,,0.0,,57.5,8.011964100643464,,,
719.0,91.4325000000001,10.0,1763458265.1581633,,1000,,0.07379076075438468,,2819.098289783,,120652,,3.0,520.0,216.0,,,,0.0,,90.0,6.04096587889722,,,
,,,1763458321.7128417,,1015,1.5027514696121216,,,2875.652848967,0.03747884929180145,123000,,,,,37.89612579345703,,,,,,,,,
552.0,70.21999999999997,15.0,1763458328.6040914,,1020,,0.0708902705368767,,2882.544260219,,123244,,3.0,528.0,166.0,,,,0.0,,106.25,7.922565872241221,,,
203.0,25.48750000000001,14.0,1763458364.2636108,,1031,,0.06844601986126451,,2918.20358514,,124634,,3.0,535.0,86.0,,,,0.0,,75.5,14.772740732511359,,,
,,,1763458370.258231,,1035,,,,2924.197951952,,125000,,,,,,5.271846771240234,,,,,,,43.297630310058594,0.1784399151802063
259.0,32.57750000000001,6.0,1763458390.031466,,1040,,0.0667518955258533,,2943.971588269,,125979,,3.0,540.0,81.0,,,,0.0,,89.5,4.402961361402125,,,
,,,1763458414.3934073,0.07505669444799423,1050,,,,2968.333261325,,127000,,,,,,,0.5304890871047974,,,,,37.33757400512695,,
290.0,36.57999999999996,33.0,1763458419.1573758,,1053,,0.06509970288011008,,2973.097528252,,127196,,3.0,545.0,120.0,,,,1.0,,63.25,19.557332384555906,,,
,,,1763458438.706341,,1058,,,,2992.646167999,,128000,,,,,,2.423691987991333,,,,,,,42.88060760498047,0.1513357311487198
,,,1763458514.6399665,,1082,,,0.046047765761613846,3068.579633599,,131000,0.5712715983390808,,,,,,,,38.38896179199219,,,,,
322.0,40.777499999999954,23.0,1763458514.974696,,1083,,0.060687903789832374,,3068.914626636,,131015,,3.0,559.0,127.0,,,,0.0,,76.0,19.172189983150062,,,
,,,1763458538.7894783,0.04004145413637161,1091,,,,3092.729260458,,132000,,,,,,,0.7495853900909424,,,,,38.240814208984375,,
359.0,45.189999999999955,12.0,1763458540.0875673,,1093,,0.058889873488111255,,3094.027702432,,132054,,3.0,565.0,116.0,,,,0.0,,65.75,5.366316241147177,,,
369.0,46.887499999999996,10.0,1763458558.3619556,,1103,,0.05714511431233153,,3112.301646306,,133007,,3.0,571.0,114.0,,,,0.0,,112.5,9.969893116277571,,,
811.0,103.4550000000003,31.0,1763458575.5796182,,1106,,0.056292216338080694,,3129.519794955,,133860,,3.0,574.0,272.0,,,,0.0,,86.25,23.2269331811156,,,
534.0,68.28250000000006,46.0,1763458600.2418685,,1118,,0.05407954064343768,,3154.182024819,,134877,,3.0,582.0,191.0,,,,0.0,,112.5,18.253527570034315,,,
645.0,82.07500000000007,30.0,1763458613.4111733,,1125,,0.05327239673939179,,3167.351317831,,135419,,3.0,585.0,215.0,,,,0.0,,80.25,24.272544675002848,,,
164.0,20.722500000000018,15.0,1763458638.4987233,,1133,,0.052214913061211746,,3192.438843332,,136448,,3.0,589.0,60.0,,,,0.0,,112.5,10.547986478470682,,,
327.0,41.46249999999996,8.0,1763458663.97918,,1145,,0.050162503748802344,,3217.919271881,,137489,,3.0,597.0,130.0,,,,0.0,,79.0,21.615330641699632,,,
459.0,58.66750000000008,5.0,1763458716.66556,,1164,,0.047471515157588115,,3270.605630587,,139586,,3.0,608.0,177.0,,,,0.0,,102.5,35.43722645397075,,,
206.0,26.09250000000002,5.0,1763458718.423094,,1165,,0.047234157581800176,,3272.363120219,,139658,,3.0,609.0,72.0,,,,0.0,,112.5,15.530011872178346,,,
,,,1763458724.865116,,1172,,,0.1728452891111374,3278.804757466,,140000,1.7212775945663452,,,,,,,,40.055931091308594,,,,,
1539.0,197.30499999999932,24.0,1763458736.4350824,,1181,,0.04537752660798141,,3290.374983226,,141023,,4.0,617.0,500.0,,,,0.0,,143.0,47.94484044190703,,,
,,,1763458752.574312,,1186,8.207213401794434,,,3306.51493586,0.37545302510261536,142000,,,,,41.99591064453125,,,,,,,,,
1107.0,141.1224999999997,72.0,1763458784.5641294,,1197,,0.04359387414694703,,3338.504344536,,143307,,3.0,625.0,413.0,,,,2.0,,12.0,28.177896812040128,,,
736.0,93.59750000000025,28.0,1763458834.992905,,1213,,0.0418803316354751,,3388.933048468,,145376,,3.0,633.0,255.0,,,,0.0,,55.0,23.763621751534654,,,
332.0,41.99499999999998,11.0,1763458841.3397062,,1215,,0.04146257532741124,,3395.279773328,,145632,,3.0,635.0,142.0,,,,0.0,,57.75,22.644103537124188,,,
1060.0,135.39500000000004,41.0,1763458863.0776322,,1226,,0.040032972548509065,,3417.017910681,,146772,,3.0,642.0,379.0,,,,0.0,,60.75,35.82936121395369,,,
,,,1763458869.7921972,,1230,,,0.04763409122824669,3423.732062537,,147000,0.5610639452934265,,,,,,,,40.386817932128906,,,,,
,,,1763458895.6114628,,1234,,,,3449.551192549,,148000,,,,,,8.45887279510498,,,,,,,50.425048828125,1.3335247039794922
,,,1763458919.9094906,,1245,,,0.0915105789899826,3473.849277113,,149000,0.48691391944885254,,,,,,,,40.72205352783203,,,,,
1544.0,197.6349999999995,35.0,1763458956.243961,,1254,,0.03769595998025326,,3510.184057951,,150355,,4.0,654.0,500.0,,,,0.0,,113.5,30.671261385863573,,,
,,,1763459012.2418666,,1271,,,,3566.181654871,,153000,,,,,,7.569904327392578,,,,,,,50.23283386230469,0.5131208300590515
1708.0,218.09999999999903,39.0,1763459090.6425471,,1299,,0.03392965965983891,,3644.582630569,,156586,,4.0,675.0,500.0,,,,0.0,,110.0,34.08193876527501,,,
346.0,43.80499999999998,9.0,1763459195.7488472,,1339,,0.030693125720441184,,3749.688946377,,161128,,3.0,695.0,110.0,,,,0.0,,95.75,6.816540544880501,,,
418.0,52.82499999999995,13.0,1763459198.7722642,,1340,,0.030539660091838977,,3752.712426743,,161247,,3.0,696.0,119.0,,,,0.0,,88.75,7.072476581792251,,,
683.0,87.19000000000013,28.0,1763459229.8279862,,1349,,0.029783765425331846,,3783.767993478,,162350,,3.0,701.0,251.0,,,,0.0,,80.75,29.506242559838324,,,
,,,1763459273.7552145,0.043440744280815125,1363,,,,3827.694850709,,164000,,,,,,,0.7256784439086914,,,,,41.36089324951172,,
363.0,46.08500000000001,21.0,1763459275.2027233,,1365,,0.02861305625559891,,3829.142644971,,164130,,3.0,709.0,179.0,,,,0.0,,42.25,16.18924411453475,,,
,,,1763459287.4642398,0.08075235784053802,1370,,,,3841.403841786,,165000,,,,,,,1.2905429601669312,,,,,40.895057678222656,,
1255.0,160.49249999999978,38.0,1763459334.7868996,,1380,,0.027626496583102015,,3888.727068993,,166991,,3.0,716.0,436.0,,,,0.0,,76.0,28.819457294508158,,,
,,,1763459335.0285854,,1381,3.6024582386016846,,,3888.968469183,0.15746724605560303,167000,,,,,49.623409271240234,,,,,,,,,
,,,1763459360.84193,,1388,,,,3914.781789878,,168000,,,,,,10.027239799499512,,,,,,,59.347198486328125,1.6339125633239746
,,,1763459360.8500712,0.020766448229551315,1389,,,,3914.789921949,,168000,,,,,,,0.4395514726638794,,,,,41.5987434387207,,
,,,1763459385.398962,,1395,,,,3939.338735521,,169000,,,,,,8.171236991882324,,,,,,,58.30998992919922,1.1771628856658936
999.0,127.95749999999991,26.0,1763459396.6093047,,1399,,0.026673952849996664,,3950.549395325,,169457,,3.0,723.0,351.0,,,,0.0,,107.5,45.763110348292535,,,
705.0,89.57250000000019,45.0,1763459406.9679286,,1401,,0.026407880170317945,,3960.908175543,,169895,,3.0,725.0,234.0,,,,3.0,,61.0,17.47059869466427,,,
,,,1763459409.530915,,1405,,,0.0846843421459198,3963.470631607,,170000,1.619158387184143,,,,,,,,44.220611572265625,,,,,
,,,1763459478.7867613,,1425,4.024453163146973,,,4032.727071725,0.44459736347198486,173000,,,,,51.412986755371094,,,,,,,,,
,,,1763459508.1744301,,1432,3.621978759765625,,,4062.114590463,0.28614988923072815,174000,,,,,50.23735809326172,,,,,,,,,
,,,1763459508.1812174,,1433,,,,4062.121029296,,174000,,,,,,7.008212089538574,,,,,,,59.98516082763672,0.8399884700775146
1280.0,163.50249999999966,34.0,1763459549.6479454,,1447,,0.023650553933395897,,4103.588086112,,175600,,3.0,747.0,439.0,,,,0.0,,61.5,56.113351965017806,,,
966.0,123.2275000000003,28.0,1763459572.128432,,1455,,0.023181078627322618,,4126.068512447,,176513,,3.0,751.0,288.0,,,,0.0,,110.0,21.58163035430836,,,
1300.0,166.1099999999999,36.0,1763459582.7755187,,1456,,0.023065173234186005,,4136.715738544,,176944,,3.0,752.0,431.0,,,,0.0,,80.25,37.62045387817599,,,
,,,1763459584.1092546,,1457,4.187456130981445,,,4138.0493282,0.203139066696167,177000,,,,,51.06243896484375,,,,,,,,,
,,,1763459757.2471542,,1514,3.4887993335723877,,,4311.187125218,0.7108536958694458,184000,,,,,53.79811096191406,,,,,,,,,
1197.0,152.8674999999998,41.0,1763459773.007433,,1519,,0.019745685882295267,,4326.947531329,,184671,,3.0,783.0,362.0,,,,0.0,,112.5,35.95113028473497,,,
,,,1763459781.1567283,,1521,5.145383358001709,,,4335.096520596,0.5750923156738281,185000,,,,,53.75149154663086,,,,,,,,,
,,,1763459781.1689312,0.029153520241379738,1523,,,,4335.108515989,,185000,,,,,,,0.5525384545326233,,,,,43.08388137817383,,
,,,1763459781.174679,,1524,,,0.09559625387191772,4335.114351679,,185000,1.7772635221481323,,,,,,,,44.655128479003906,,,,,
1259.0,160.76749999999979,48.0,1763459786.3592994,,1525,,0.01954872266561937,,4340.299444695,,185221,,3.0,785.0,430.0,,,,4.0,,59.5,30.165969547653873,,,
76.0,8.805000000000001,21.0,1763459794.4284546,,1527,,0.019353724157029815,,4348.368440814,,185555,,3.0,787.0,40.0,,,,0.0,,40.75,4.037725225916195,,,
,,,1763459805.36902,,1529,3.7886734008789062,,,4359.308990999,0.18683713674545288,186000,,,,,54.8057861328125,,,,,,,,,
1148.0,146.67499999999995,26.0,1763459816.7490098,,1534,,0.019064867404770626,,4370.689184595,,186469,,3.0,790.0,392.0,,,,0.0,,75.75,46.02705970404744,,,
,,,1763459829.090238,,1536,3.162318468093872,,,4383.03026726,1.008165955543518,187000,,,,,53.69757080078125,,,,,,,,,
1557.0,199.07999999999979,39.0,1763459848.9228575,,1543,,0.018592988164936427,,4402.862821295,,187900,,4.0,795.0,500.0,,,,0.0,,95.5,30.78252101436719,,,
,,,1763459850.5229979,,1545,,,,4404.462773114,,188000,,,,,,5.824045658111572,,,,,,,61.28540802001953,0.2431126981973648
,,,1763459850.530272,0.02335263043642044,1546,,,,4404.470031152,,188000,,,,,,,1.6176403760910034,,,,,43.09626388549805,,
,,,1763459899.1071985,,1558,4.2193169593811035,,,4453.04730471,0.6099353432655334,190000,,,,,53.009761810302734,,,,,,,,,
