total_charges_per_episode,mean_episode_reward,total_agent_collisions_per_episode,_timestamp,robot_2/loss,_step,robot_0/q_std,epsilon,robot_3/loss,_runtime,robot_0/loss,global_step,robot_3/q_std,survival_rate,episode,episode_length,robot_0/q_mean,robot_1/q_std,robot_2/q_std,total_kills_per_episode,robot_3/q_mean,mean_final_energy,std_episode_reward,robot_2/q_mean,robot_1/q_mean,robot_1/loss
,,,1763459899.1136937,,1559,,,,4453.053487781,,190000,,,,,,5.968726634979248,,,,,,,62.47069549560547,1.9778428077697754
690.0,88.4125000000003,14.0,1763459906.6016877,,1563,,0.01786215438933485,,4460.541709598,,190330,,3.0,803.0,254.0,,,,0.0,,112.5,49.240164182809345,,,
,,,1763459920.6149666,,1566,4.523423671722412,,,4474.554910494,0.27076661586761475,191000,,,,,54.43293762207031,,,,,,,,,
110.0,13.572500000000009,13.0,1763459992.003945,,1588,,0.016735314893855303,,4545.944167559,,193894,,3.0,816.0,53.0,,,,0.0,,79.5,8.711131886844562,,,
90.0,10.93,21.0,1763459992.921275,,1589,,0.016651638319386028,,4546.861286405,,193932,,3.0,817.0,38.0,,,,0.0,,80.25,6.57065826230523,,,
,,,1763460016.721277,,1597,3.819681406021118,,,4570.661320588,0.4548642933368683,195000,,,,,54.48616027832031,,,,,,,,,
,,,1763460039.8562758,,1607,,,,4593.796017921,,196000,,,,,,7.88787317276001,,,,,,,64.53346252441406,0.642157256603241
,,,1763460039.8694258,,1609,,,5.143764972686768,4593.809197331,,196000,9.910436630249023,,,,,,,,47.53947448730469,,,,,
1564.0,199.5024999999992,37.0,1763460045.2140386,,1610,,0.015917127532080494,,4599.15440837,,196231,,4.0,826.0,500.0,,,,0.0,,50.25,24.207942265917946,,,
744.0,94.79750000000027,54.0,1763460063.6586652,,1612,,0.01575835418494799,,4617.599384445,,196976,,3.0,828.0,245.0,,,,0.0,,85.0,18.6707463361807,,,
651.0,82.97000000000016,36.0,1763460104.2726753,,1626,,0.01529147369377279,,4658.212684138,,198818,,3.0,834.0,231.0,,,,0.0,,78.75,32.19953493452981,,,
,,,1763460132.1067607,0.022160641849040985,1638,,,,4686.046386362,,200000,,,,,,,0.9753587245941162,,,,,44.373748779296875,,
1271.0,163.15749999999935,41.0,1763460175.5537338,,1648,,0.014543875539898159,,4729.493815095,,201823,,3.0,844.0,466.0,,,,0.0,,112.5,91.98999955837554,,,
379.0,47.97750000000002,42.0,1763460202.562464,,1656,,0.014255172347583332,,4756.502572017,,202919,,3.0,848.0,165.0,,,,0.0,,45.5,28.099014551225828,,,
,,,1763460297.7474227,0.1014392152428627,1687,,,,4851.687285086,,207000,,,,,,,0.7916757464408875,,,,,45.03130340576172,,
498.0,63.96250000000024,27.0,1763460459.0099733,,1732,,0.012142582314594924,,5012.950183545,,213456,,3.0,880.0,249.0,,,,0.0,,72.5,48.80985319328483,,,
446.0,56.769999999999946,25.0,1763460489.513142,,1745,,0.01184203826198843,,5043.453189963,,215142,,3.0,885.0,201.0,,,,0.0,,51.25,26.176177146405678,,,
1446.0,184.60999999999987,29.0,1763460520.7943246,,1753,,0.011606967888870102,,5074.734375293,,216592,,3.0,889.0,480.0,,,,0.0,,56.25,62.201061486118526,,,
948.0,121.35249999999971,39.0,1763460529.3462307,,1754,,0.01154893304942575,,5083.286336848,,216946,,3.0,890.0,354.0,,,,1.0,,81.5,54.593697152235414,,,
,,,1763460553.4769702,,1762,4.204939842224121,,,5107.416741259,0.694767415523529,218000,,,,,57.187095642089844,,,,,,,,,
,,,1763460553.4942048,,1765,,,0.5146135091781616,5107.433669552,,218000,10.755908012390137,,,,,,,,53.419864654541016,,,,,
571.0,72.99500000000022,20.0,1763460562.463615,,1768,,0.011206767143558775,,5116.403810225,,218368,,3.0,896.0,233.0,,,,0.0,,79.25,43.819630589497436,,,
317.0,40.11749999999999,14.0,1763460580.8247006,,1777,,0.010929385683282892,,5134.764842413,,219123,,3.0,901.0,124.0,,,,0.0,,75.5,19.12432400766098,,,
,,,1763460668.3217425,,1805,11.355113983154297,,,5222.261765751,0.6859758496284485,223000,,,,,55.376792907714844,,,,,,,,,
,,,1763460692.6346052,0.25002172589302063,1818,,,,5246.574345233,,224000,,,,,,,3.680605173110962,,,,,45.00388717651367,,
177.0,22.317500000000027,13.0,1763460718.8361363,,1823,,0.01,,5272.776291886,,224971,,3.0,927.0,57.0,,,,0.0,,112.5,11.69567307810886,,,
761.0,97.35750000000013,12.0,1763460817.429007,,1851,,0.01,,5371.369160773,,228858,,3.0,939.0,290.0,,,,0.0,,83.5,59.656765071113355,,,
1503.0,192.52749999999907,25.0,1763460828.8295715,,1856,,0.01,,5382.769760197,,229358,,4.0,940.0,500.0,,,,0.0,,115.25,54.17298467640443,,,
,,,1763460868.7069707,,1868,4.246792316436768,,,5422.647032161,0.592541515827179,231000,,,,,59.50019073486328,,,,,,,,,
1435.0,183.89249999999922,27.0,1763460885.5834146,,1873,,0.01,,5439.523555449,,231691,,4.0,949.0,500.0,,,,0.0,,101.75,82.95762212569684,,,
,,,1763460893.3309803,,1876,,,,5447.27070416,,232000,,,,,,7.013645172119141,,,,,,,69.58175659179688,0.3411708474159241
,,,1763460893.3375084,0.009231011383235455,1877,,,,5447.277257427,,232000,,,,,,,0.7576853632926941,,,,,46.56193542480469,,
,,,1763460917.711485,,1886,,,0.47364068031311035,5471.651233122,,233000,10.30531120300293,,,,,,,,55.03247833251953,,,,,
376.0,47.47499999999997,64.0,1763460947.3735032,,1895,,0.01,,5501.313650233,,234213,,3.0,959.0,188.0,,,,0.0,,9.75,27.033336364570296,,,
587.0,75.55999999999992,44.0,1763460968.6900237,,1903,,0.01,,5522.630193643,,235099,,3.0,963.0,318.0,,,,0.0,,50.75,37.66421710324021,,,
1393.0,178.49499999999887,15.0,1763460986.6879725,,1906,,0.01,,5540.628100689,,235836,,4.0,966.0,500.0,,,,0.0,,87.0,98.09953656873142,,,
470.0,59.18499999999993,17.0,1763461013.1467454,,1918,,0.01,,5567.086938795,,237059,,3.0,970.0,151.0,,,,0.0,,42.75,11.645983213108327,,,
851.0,108.13000000000036,34.0,1763461026.8227775,,1920,,0.01,,5580.76301813,,237624,,3.0,972.0,242.0,,,,0.0,,83.75,10.41112625992027,,,
,,,1763461100.4092326,,1945,,,,5654.349008571,,241000,,,,,,5.568792819976807,,,,,,,67.98011779785156,0.4980712831020355
,,,1763461147.367491,,1959,3.100823163986206,,,5701.307439796,1.174722671508789,243000,,,,,57.65157699584961,,,,,,,,,
1230.0,156.49749999999995,20.0,1763461186.1876013,,1971,,0.01,,5740.127746599,,244601,,3.0,995.0,351.0,,,,0.0,,74.0,14.989456919781752,,,
,,,1763461195.8986475,,1973,,,,5749.838459174,,245000,,,,,,7.024798393249512,,,,,,,67.80879974365234,0.21480026841163635
,,,1763461239.2422957,,1985,6.294981956481934,,,5793.182177086,0.6421014666557312,247000,,,,,56.00187683105469,,,,,,,,,
,,,1763461261.7963583,,1991,5.508651256561279,,,5815.736405992,2.54482102394104,248000,,,,,59.3403434753418,,,,,,,,,
1666.0,212.56249999999878,18.0,1763461287.423406,,2001,,0.01,,5841.363493898,,249032,,4.0,1005.0,500.0,,,,0.0,,81.25,41.23205086761997,,,
1379.0,175.59,24.0,1763461299.58557,,2002,,0.01,,5853.525762075,,249447,,3.0,1006.0,415.0,,,,0.0,,56.75,32.081523498736125,,,
,,,1763461314.5224788,,2007,,,1.5277475118637085,5868.462276749,,250000,10.48248291015625,,,,,,,,54.350624084472656,,,,,
,,,1763461363.566803,,2016,5.577829837799072,,,5917.506910034,0.27226829528808594,252000,,,,,58.260345458984375,,,,,,,,,
,,,1763461363.586878,,2019,,,0.5243123173713684,5917.526592939,,252000,12.460648536682129,,,,,,,,57.138526916503906,,,,,
,,,1763461387.769063,,2024,,,,5941.70885324,,253000,,,,,,6.652000904083252,,,,,,,65.9210205078125,0.28268730640411377
921.0,117.17999999999999,25.0,1763461393.9988184,,2027,,0.01,,5947.939295142,,253259,,3.0,1015.0,305.0,,,,0.0,,50.75,37.544178643299865,,,
693.0,88.73250000000027,18.0,1763461403.7052279,,2029,,0.01,,5957.645315444,,253655,,3.0,1017.0,303.0,,,,0.0,,58.0,54.000280265476505,,,
,,,1763461412.1825516,,2034,,,0.7295840978622437,5966.122349019,,254000,10.325992584228516,,,,,,,,54.635189056396484,,,,,
,,,1763461460.8430033,,2045,3.950105905532837,,,6014.783043601,0.6577329635620117,256000,,,,,56.21480941772461,,,,,,,,,
702.0,89.32250000000016,1.0,1763461476.3771486,,2051,,0.01,,6030.317234053,,256647,,3.0,1027.0,195.0,,,,0.0,,112.5,9.319939310424818,,,
,,,1763461484.8989532,,2052,3.90452241897583,,,6038.839002825,0.2675548195838928,257000,,,,,56.91743469238281,,,,,,,,,
1623.0,207.2549999999993,9.0,1763461554.0839593,,2070,,0.01,,6108.02409731,,259854,,4.0,1034.0,500.0,,,,0.0,,88.0,16.803979439406266,,,
1605.0,204.49749999999943,15.0,1763461576.479586,,2076,,0.01,,6130.419679988,,260783,,3.0,1036.0,460.0,,,,0.0,,77.5,30.15297694672894,,,
,,,1763461627.6661422,0.5934275388717651,2093,,,,6181.60589086,,263000,,,,,,,3.4385995864868164,,,,,46.89450454711914,,
,,,1763461627.672831,,2094,,,2.7919509410858154,6181.612582861,,263000,8.683858871459961,,,,,,,,54.012718200683594,,,,,
600.0,76.19000000000004,15.0,1763461693.7901008,,2117,,0.01,,6247.73014885,,266124,,3.0,1053.0,163.0,,,,1.0,,106.25,9.074114281845997,,,
1582.0,202.43249999999927,34.0,1763461781.5784624,,2141,,0.01,,6335.518632078,,269796,,4.0,1065.0,500.0,,,,0.0,,118.25,34.630566971246395,,,
1626.0,207.562499999999,4.0,1763461793.9490461,,2146,,0.01,,6347.889271536,,270296,,4.0,1066.0,500.0,,,,0.0,,81.25,43.47706888406751,,,
419.0,52.96749999999993,0.0,1763461796.8982255,,2147,,0.01,,6350.838427658,,270418,,3.0,1067.0,122.0,,,,0.0,,87.5,8.328341296440714,,,
1810.0,230.58249999999873,0.0,1763461811.468094,,2148,,0.01,,6365.408201199,,270918,,4.0,1068.0,500.0,,,,0.0,,83.25,15.28871867587319,,,
265.0,33.44750000000003,0.0,1763461828.4317982,,2155,,0.01,,6382.371672858,,271651,,3.0,1071.0,70.0,,,,0.0,,112.5,3.901444444048895,,,
1499.0,191.77499999999924,35.0,1763461854.6812289,,2164,,0.01,,6408.621932928,,272871,,4.0,1076.0,500.0,,,,0.0,,90.0,63.17204346069504,,,
,,,1763461884.275934,,2172,4.765161037445068,,,6438.21593866,0.32024526596069336,274000,,,,,58.26478576660156,,,,,,,,,
,,,1763461915.3156686,,2185,3.6631455421447754,,,6469.255508769,0.19931212067604065,276000,,,,,56.646385192871094,,,,,,,,,
1758.0,224.607499999999,11.0,1763461919.9192872,,2189,,0.01,,6473.859224219,,276424,,4.0,1085.0,500.0,,,,0.0,,135.75,14.656216044736082,,,
,,,1763461933.510807,,2192,,,,6487.450629837,,277000,,,,,,9.88197135925293,,,,,,,61.990848541259766,0.1620272696018219
865.0,110.60750000000033,9.0,1763461943.497869,,2197,,0.01,,6497.437799474,,277414,,3.0,1089.0,286.0,,,,0.0,,112.5,50.246853321874774,,,
1075.0,137.28499999999994,15.0,1763461951.7116346,,2198,,0.01,,6505.651807618,,277754,,3.0,1090.0,340.0,,,,0.0,,101.25,44.75600434578608,,,
,,,1763461957.6520946,,2199,5.178382873535156,,,6511.592685372,15.81469440460205,278000,,,,,55.76636505126953,,,,,,,,,
1287.0,165.07999999999907,10.0,1763461988.7945082,,2211,,0.01,,6542.734483022,,279587,,4.0,1095.0,500.0,,,,0.0,,70.5,91.46851234167872,,,
612.0,77.63500000000013,20.0,1763461990.7957802,,2212,,0.01,,6544.735758223,,279771,,3.0,1096.0,184.0,,,,0.0,,79.75,9.371207232795634,,,
,,,1763461993.357003,,2214,6.842752933502197,,,6547.296914311,60.0601921081543,280000,,,,,57.14191818237305,,,,,,,,,
1503.0,192.24499999999938,17.0,1763462014.6637187,,2220,,0.01,,6568.604029075,,280880,,4.0,1100.0,500.0,,,,0.0,,87.0,55.82805813388021,,,
,,,1763462017.5829117,0.09235616028308868,2223,,,,6571.522664748,,281000,,,,,,,1.6463395357131958,,,,,48.85508728027344,,
573.0,73.12750000000017,25.0,1763462019.201791,,2225,,0.01,,6573.141946251,,281068,,3.0,1101.0,188.0,,,,0.0,,112.5,31.868264288316734,,,
1154.0,147.89249999999967,17.0,1763462028.9937084,,2226,,0.01,,6582.933957722,,281470,,3.0,1102.0,402.0,,,,0.0,,112.5,73.908228694442,,,
45.0,5.397499999999998,0.0,1763462029.361509,,2227,,0.01,,6583.301632308,,281485,,3.0,1103.0,15.0,,,,0.0,,112.5,3.901444444048895,,,
,,,1763462041.9134653,,2231,,,,6595.853328984,,282000,,,,,,8.404963493347168,,,,,,,64.99296569824219,0.40719175338745117
546.0,69.56000000000004,13.0,1763462053.1972554,,2235,,0.01,,6607.137360609,,282466,,3.0,1107.0,204.0,,,,0.0,,77.25,29.172189667558587,,,
,,,1763462066.4179325,,2241,,,1.4654583930969238,6620.357672117,,283000,7.6387786865234375,,,,,,,,55.526222229003906,,,,,
,,,1763462087.6127076,0.16376125812530518,2248,,,,6641.552435061,,284000,,,,,,,3.095379114151001,,,,,48.48860168457031,,
1483.0,189.68499999999946,19.0,1763462096.5903163,,2250,,0.01,,6650.530488166,,284367,,4.0,1114.0,500.0,,,,0.0,,81.0,55.227173338854996,,,
,,,1763462108.2168734,,2253,,,,6662.15658498,,285000,,,,,,7.917022228240967,,,,,,,64.34307861328125,0.731190025806427
1347.0,171.4024999999998,21.0,1763462179.8895764,,2272,,0.01,,6733.829673175,,287828,,3.0,1124.0,375.0,,,,0.0,,78.0,17.73415824757387,,,
,,,1763462184.1540718,,2274,,,,6738.093916383,,288000,,,,,,3.614471435546875,,,,,,,62.83502960205078,0.9062577486038208
,,,1763462209.0619166,,2280,,,,6763.001702381,,289000,,,,,,7.006625652313232,,,,,,,62.2479133605957,0.2918790578842163
,,,1763462209.0751886,,2282,,,0.8695799112319946,6763.0150059,,289000,11.134106636047363,,,,,,,,59.632381439208984,,,,,
,,,1763462255.4770496,,2295,,,,6809.416825336,,291000,,,,,,9.098509788513184,,,,,,,60.534088134765625,0.9264410734176636
562.0,71.66250000000014,1.0,1763462256.3241549,,2298,,0.01,,6810.264285054,,291034,,3.0,1134.0,179.0,,,,0.0,,112.5,33.131688287046366,,,
,,,1763462304.1144102,,2310,5.263234615325928,,,6858.054464037,8.49306583404541,293000,,,,,59.48762512207031,,,,,,,,,
,,,1763462304.127622,0.13847616314888,2312,,,,6858.067376312,,293000,,,,,,,5.5325026512146,,,,,48.315216064453125,,
,,,1763462328.5488887,0.2491351068019867,2318,,,,6882.488681604,,294000,,,,,,,5.556209564208984,,,,,47.90009307861328,,
906.0,115.34750000000021,68.0,1763462349.2606058,,2322,,0.01,,6903.20063508,,294834,,3.0,1146.0,324.0,,,,0.0,,36.0,55.670154649955705,,,
,,,1763462353.4333084,,2324,4.18646764755249,,,6907.373327575,0.18418174982070923,295000,,,,,57.71033477783203,,,,,,,,,
1475.0,188.46749999999935,23.0,1763462371.4159927,,2329,,0.01,,6925.356156984,,295719,,4.0,1149.0,500.0,,,,0.0,,59.25,57.39436530487916,,,
,,,1763462399.107251,0.8108810186386108,2339,,,,6953.047028672,,297000,,,,,,,6.3425164222717285,,,,,49.124916076660156,,
537.0,68.10750000000003,10.0,1763462406.9008095,,2343,,0.01,,6960.841060114,,297274,,3.0,1155.0,161.0,,,,0.0,,87.5,20.044887596342434,,,
,,,1763462425.697018,,2348,5.598515033721924,,,6979.637028792,0.09724508225917816,298000,,,,,57.637542724609375,,,,,,,,,
,,,1763462447.919944,,2354,12.747454643249512,,,7001.859999503,5.310009479522705,299000,,,,,57.285316467285156,,,,,,,,,
791.0,100.54750000000026,1.0,1763462469.4303215,,2363,,0.01,,7023.370432908,,299878,,3.0,1167.0,241.0,,,,0.0,,76.5,26.241227462716235,,,
,,,1763462549.5725152,,2386,,,0.23479235172271729,7103.512267995,,303000,7.31989860534668,,,,,,,,56.99156951904297,,,,,
,,,1763462578.2030206,,2389,7.013777256011963,,,7132.142891852,0.5646010041236877,304000,,,,,58.271156311035156,,,,,,,,,
649.0,82.53750000000004,4.0,1763462589.1402223,,2394,,0.01,,7143.080354982,,304444,,3.0,1178.0,214.0,,,,0.0,,77.5,21.09752992058568,,,
,,,1763462650.8274693,,2409,,,,7204.76714588,,307000,,,,,,7.84788179397583,,,,,,,62.53281784057617,0.6366115212440491
,,,1763462698.0652475,,2426,,,,7252.005120025,,309000,,,,,,5.304091453552246,,,,,,,64.1301498413086,0.26073557138442993
1120.0,143.47249999999966,12.0,1763462711.583051,,2430,,0.01,,7265.523212096,,309520,,3.0,1194.0,420.0,,,,0.0,,77.5,76.64480262059472,,,
,,,1763462771.253181,,2449,,,,7325.192896479,,312000,,,,,,4.141025066375732,,,,,,,63.739158630371094,0.06801960617303848
66.0,7.784999999999998,0.0,1763462793.4667861,,2457,,0.01,,7347.406916144,,312966,,3.0,1209.0,27.0,,,,0.0,,76.75,6.340427824681862,,,
540.0,69.19000000000027,47.0,1763462809.2217472,,2465,,0.01,,7363.161803359,,313806,,3.0,1213.0,276.0,,,,0.0,,43.25,31.26293732201115,,,
,,,1763462835.821273,,2474,5.086643218994141,,,7389.761364778,0.6593722105026245,315000,,,,,59.35873031616211,,,,,,,,,
,,,1763462860.1738377,0.044187746942043304,2484,,,,7414.113562923,,316000,,,,,,,1.3784435987472534,,,,,51.745399475097656,,
,,,1763462884.581555,,2491,,,,7438.521337335,,317000,,,,,,6.922077655792236,,,,,,,60.35688018798828,1.978134274482727
,,,1763462884.594907,,2493,,,0.19358186423778534,7438.534644436,,317000,3.229259729385376,,,,,,,,54.550296783447266,,,,,
,,,1763462909.2054613,0.09864932298660278,2500,,,,7463.145222985,,318000,,,,,,,2.364279270172119,,,,,51.47863006591797,,
244.0,30.70499999999999,26.0,1763462933.0484931,,2506,,0.01,,7486.988446444,,318959,,3.0,1234.0,103.0,,,,0.0,,67.75,11.434059865157257,,,
1295.0,166.4924999999991,24.0,1763462956.9890375,,2514,,0.01,,7510.929201133,,319935,,4.0,1238.0,500.0,,,,0.0,,111.75,64.81466785188329,,,
,,,1763462958.609885,,2515,4.0825724601745605,,,7512.549972963,0.36854639649391174,320000,,,,,59.449127197265625,,,,,,,,,
1170.0,150.5874999999997,25.0,1763462973.7012737,,2520,,0.01,,7527.641449704,,320620,,4.0,1240.0,500.0,,,,0.0,,83.75,69.46707291048038,,,
,,,1763463009.6847951,,2530,4.495243072509766,,,7563.624642739,0.7180942893028259,322000,,,,,60.40019607543945,,,,,,,,,
,,,1763463009.7027118,,2533,,,4.777772903442383,7563.642352263,,322000,5.873409748077393,,,,,,,,56.046810150146484,,,,,
,,,1763463034.1853638,0.034790441393852234,2540,,,,7588.125146116,,323000,,,,,,,2.720559597015381,,,,,52.072303771972656,,
,,,1763463058.9117684,,2547,,,,7612.851554649,,324000,,,,,,4.554921627044678,,,,,,,62.671024322509766,0.7902662754058838
,,,1763463083.547135,0.06106279790401459,2557,,,,7637.487055153,,325000,,,,,,,2.872836112976074,,,,,51.02832794189453,,
490.0,63.30750000000014,18.0,1763463134.0072927,,2570,,0.01,,7687.94735206,,326963,,3.0,1266.0,275.0,,,,0.0,,81.0,58.40229977278308,,,
,,,1763463134.5128288,,2571,3.342017412185669,,,7688.452735992,0.4139215648174286,327000,,,,,59.31681442260742,,,,,,,,,
493.0,62.767500000000105,35.0,1763463146.5428357,,2576,,0.01,,7700.48304964,,327474,,3.0,1268.0,200.0,,,,1.0,,64.5,29.477441692758916,,,
