mean_episode_reward,robot_0/loss,survival_rate,robot_0/q_mean,std_episode_reward,robot_3/loss,total_non_home_charges_per_episode,epsilon,global_step,robot_1/q_mean,robot_2/q_mean,robot_1/loss,total_immediate_kills_per_episode,_timestamp,episode,robot_3/q_std,mean_final_energy,_runtime,robot_2/loss,robot_0/q_std,robot_2/q_std,robot_3/q_mean,total_kills_per_episode,total_agent_collisions_per_episode,episode_length,total_charges_per_episode,_step,robot_1/q_std
-0.6349999999999999,,2.0,,0.4135516896350443,,0.0,0.1526354036900377,804,,,,0.0,1763489956.7726586,375.0,,22.5,18.902843763,,,,,0.0,1.0,2.0,1.0,375,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.13738520790976036,846,,,,0.0,1763489956.8554833,396.0,,10.0,18.985746138,,,,,0.0,1.0,2.0,0.0,396,
-0.6599999999999999,,2.0,,0.37436613094669763,,0.0,0.1313250884614265,864,,,,0.0,1763489956.9029646,405.0,,32.5,19.033184492,,,,,0.0,1.0,2.0,0.0,405,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.13066846301911936,866,,,,0.0,1763489956.9074638,406.0,,10.0,19.037805535,,,,,0.0,1.0,2.0,0.0,406,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.13001512070402377,868,,,,0.0,1763489956.9121823,407.0,,10.0,19.042510887,,,,,0.0,1.0,2.0,0.0,407,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.12120401149972035,896,,,,0.0,1763489956.9723601,421.0,,10.0,19.10271256,,,,,0.0,1.0,2.0,0.0,421,
-0.7849999999999999,,2.0,,0.20500000000000002,,0.0,0.11879805134519765,904,,,,0.0,1763489956.989848,425.0,,20.0,19.120157994,,,,,0.0,0.0,2.0,0.0,425,
-0.6225,,2.0,,0.4334382885717412,,0.0,0.11643985070121858,912,,,,0.0,1763489957.0071955,429.0,,23.75,19.137481346,,,,,0.0,0.0,2.0,1.0,429,
-0.7875000000000001,,1.0,,0.3507402885326976,,0.0,0.11585765144771248,914,,,,0.0,1763489957.0115414,430.0,,20.0,19.141913272,,,,,0.0,0.0,2.0,0.0,430,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.10964241905397228,936,,,,0.0,1763489957.0591965,441.0,,10.0,19.189484931,,,,,0.0,1.0,2.0,0.0,441,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.1063939893092943,948,,,,0.0,1763489957.0816283,447.0,,10.0,19.211812452,,,,,0.0,1.0,2.0,0.0,447,
-0.6349999999999999,,2.0,,0.4135516896350443,,0.0,0.10480604571960442,954,,,,0.0,1763489957.0923085,450.0,,22.5,19.222470738,,,,,0.0,1.0,2.0,1.0,450,
-0.6225,,2.0,,0.4334382885717412,,0.0,0.10119240105273684,968,,,,0.0,1763489957.1166296,457.0,,23.75,19.246836642,,,,,0.0,0.0,2.0,1.0,457,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.0943346041173244,996,,,,0.0,1763489957.166838,471.0,,10.0,19.29711597,,,,,0.0,1.0,2.0,0.0,471,
-0.8875,,1.0,,0.17753520777580994,,0.0,0.09386293109673778,998,,,,0.0,1763489957.170783,472.0,,10.0,19.300893557,,,,,0.0,1.0,2.0,0.0,472,
2.4049999999999994,,2.0,,1.964503754132325,,0.0,0.09153970651645797,1020,,,,1.0,1763489957.8120446,477.0,,17.5,19.942802965,,,,,0.0,3.0,11.0,25.0,481,
6.769999999999998,,2.0,,2.980796873320958,,0.0,0.08750185146499175,1126,,,,0.0,1763489960.2247531,486.0,,45.0,22.355500833,,,,,0.0,2.0,20.0,57.0,490,
3.7175,,3.0,,2.1835793436465734,,0.0,0.08448484422350626,1240,,,,1.0,1763489962.8145976,493.0,,72.5,24.945433092000002,,,,,0.0,2.0,12.0,31.0,497,
6.519999999999999,,3.0,,6.059748344609699,,0.0,0.08157186144027828,1489,,,,0.0,1763489967.3392065,500.0,,51.25,29.470012031,,,,,0.0,0.0,26.0,54.0,504,
10.525000000000006,,3.0,,10.180050343686917,,0.0,0.0811640021330769,1533,,,,0.0,1763489968.2873468,501.0,,46.25,30.418175525,,,,,0.0,4.0,44.0,85.0,505,
6.915000000000001,,3.0,,4.5198368333381245,,0.0,0.07719590465791494,1805,,,,0.0,1763489974.5736263,511.0,,31.25,36.704394671,,,,,0.0,1.0,23.0,59.0,515,
,,,,,,,,2000,0.8175510168075562,,0.01045211125165224,,1763489979.064273,,,,41.194604257,,,,,,,,,522,0.5269600749015808
19.1475,,3.0,,3.447066687779628,,0.0,0.07305469791585968,2185,,,,0.0,1763489983.3626616,522.0,,45.0,45.49342661,,,,,0.0,2.0,45.0,154.0,530,
38.73250000000004,,3.0,,4.591978740151114,,0.0,0.0716045256805401,2470,,,,0.0,1763489989.9873066,526.0,,75.0,52.118212976,,,,,0.0,1.0,86.0,305.0,534,
4.715,,3.0,,2.66381774902113,,0.0,0.06983222438783,2694,,,,0.0,1763489995.2557435,531.0,,71.25,57.386624652,,,,,0.0,2.0,13.0,39.0,539,
