global_step,robot_2/q_std,mean_episode_reward,robot_1/q_mean,episode,robot_2/loss,robot_0/q_std,_runtime,robot_3/q_std,robot_2/q_mean,robot_3/q_mean,mean_final_energy,robot_1/loss,robot_0/loss,epsilon,_timestamp,robot_1/q_std,total_agent_collisions_per_episode,episode_length,total_kills_per_episode,robot_3/loss,robot_0/q_mean,total_charges_per_episode,_step,survival_rate,std_episode_reward
182068,,60.17750000000001,,808.0,,,4156.969810156,,,,114.5,,,0.017420043796269234,1763440218.3424776,,27.0,166.0,0.0,,,475.0,1536,3.0,14.37702398794693
183446,,135.7000000000002,,811.0,,,4189.310801196,,,,104.75,,,0.017160047465104442,1763440250.6834297,,43.0,378.0,0.0,,,1063.0,1543,3.0,9.592557010516067
184000,,,,,,7.103528022766113,4196.350567882,,,,,,4.277343273162842,,1763440257.7232518,,,,,,46.61209487915039,,1545,,
184000,,,48.80352020263672,,,,4196.353761651,,,,,0.4472835063934326,,,1763440257.7266927,5.716728687286377,,,,,,,1546,,
185945,,172.83999999999958,,818.0,,,4236.74481885,,,,109.0,,,0.0165683801277891,1763440298.1172767,,78.0,500.0,0.0,,,1350.0,1558,4.0,74.21759595944776
186000,,,,,,2.0554404258728027,4238.066205406,,,,,,0.06408392637968063,,1763440299.4389343,,,,,,46.480201721191406,,1559,,
186113,,69.27500000000006,,819.0,,,4240.804962878,,,,109.75,,,0.016485538227150154,1763440302.177476,,19.0,168.0,0.0,,,548.0,1563,3.0,12.732047164537251
187000,,,,,,4.0033392906188965,4262.330504562,,,,,,0.18842224776744843,,1763440323.7031353,,,,,,46.60944366455078,,1566,,
190000,7.403770446777344,,,,7.084375858306885,,4333.630148615,,47.45621871948242,,,,,,1763440395.0031343,,,,,,,,1588,,
190000,,,,,,,4333.636341166,9.630497932434082,,79.60796356201172,,,,,1763440395.0093148,,,,,0.6515222787857056,,,1589,,
191201,,198.6824999999994,,833.0,,,4362.228448634,,,,155.75,,,0.015368315270123408,1763440423.600938,,69.0,500.0,0.0,,,1553.0,1597,4.0,53.09812914547831
193000,,,50.97222900390625,,,,4404.896495559,,,,,0.1836952269077301,,,1763440466.2693222,6.4942097663879395,,,,,,,1607,,
193000,,,,,,,4404.909936238,8.070137977600098,,79.0263442993164,,,,,1763440466.2828412,,,,,1.4640878438949585,,,1609,,
193059,,80.19500000000005,,838.0,,,4406.2845128,,,,104.25,,,0.014987930304771725,1763440467.656981,,9.0,203.0,0.0,,,633.0,1610,3.0,23.7201586208863
193768,,97.8100000000002,,840.0,,,4423.320749299,,,,113.25,,,0.014838425699981627,1763440484.6932023,,31.0,293.0,0.0,,,766.0,1612,3.0,52.15909172905539
195606,,147.61499999999947,,846.0,,,4467.732927186,,,,107.75,,,0.014398800381387675,1763440529.105302,,17.0,454.0,0.0,,,1152.0,1626,3.0,71.3526868800326
197000,4.221877098083496,,,,0.3277975618839264,,4501.113796252,,49.927555084228516,,,,,,1763440562.486542,,,,,,,,1638,,
198734,,34.59749999999999,,856.0,,,4538.429270008,,,,125.0,,,0.013694844909292236,1763440599.8017282,,27.0,110.0,0.0,,,274.0,1648,3.0,20.743674186363407
200000,,,,,,2.8977530002593994,4568.699758986,,,,,,0.07789766788482666,,1763440630.0722048,,,,,,48.930545806884766,,1656,,
204000,6.267738342285156,,,,0.5702716708183289,,4658.559558671,,53.0968017578125,,,,,,1763440719.9323432,,,,,,,,1687,,
210000,,,,,,5.876811981201172,4800.652889093,,,,,,0.3065078854560852,,1763440862.0255146,,,,,,49.13639831542969,,1732,,
211416,,173.07499999999956,,901.0,,,4832.862973348,,,,120.0,,,0.010929385683282892,1763440894.235439,,54.0,500.0,0.0,,,1351.0,1745,4.0,78.9886502923045
213000,,,,,,1.6664907932281494,4870.41517513,,,,,,0.14569522440433502,,1763440931.7877939,,,,,,48.52309799194336,,1753,,
213000,,,52.043304443359375,,,,4870.421189404,,,,,0.14758393168449402,,,1763440931.7941403,5.256138801574707,,,,,,,1754,,
214000,,,,,,,4891.383324978,7.1968674659729,,79.19847106933594,,,,,1763440952.7560952,,,,,2.037968635559082,,,1762,,
214546,,70.13250000000006,,909.0,,,4904.303766766,,,,150.0,,,0.010499784796482848,1763440965.67613,,28.0,176.0,0.0,,,551.0,1765,3.0,20.21914362058896
215000,,,54.495521545410156,,,,4911.635359736,,,,,7.10092306137085,,,1763440973.00828,9.321089744567871,,,,,,,1768,,
216000,,,,,,,4930.424786907,7.061291217803955,,77.43638610839844,,,,,1763440991.7976131,,,,,1.4662411212921143,,,1777,,
221000,,,,,,,5049.811633233,8.726847648620605,,78.06617736816406,,,,,1763441111.1844742,,,,,1.1017619371414185,,,1818,,
222000,,,,,,1.8831514120101929,5073.533617569,,,,,,0.1519162952899933,,1763441134.9062934,,,,,,49.30680847167969,,1823,,
226000,,,55.175697326660156,,,,5168.626515526,,,,,1.7162528038024902,,,1763441229.9992914,9.971758842468262,,,,,,,1851,,
226359,,13.714999999999998,,952.0,,,5177.144046972,,,,62.75,,,0.01,1763441238.5166159,,26.0,59.0,0.0,,,116.0,1856,3.0,8.586351087627385
228000,,,,,,,5215.427123925,18.154571533203125,,74.35791015625,,,,,1763441276.7999501,,,,,4.893739223480225,,,1868,,
229000,,,54.28642654418945,,,,5238.529518286,,,,,1.869655966758728,,,1763441299.902403,7.6375555992126465,,,,,,,1873,,
229016,,54.545,,960.0,,,5238.867241396,,,,123.75,,,0.01,1763441300.2397254,,11.0,156.0,0.0,,,430.0,1876,3.0,20.257293131117013
229516,,182.05999999999904,,961.0,,,5250.522093659,,,,156.0,,,0.01,1763441311.894539,,47.0,500.0,0.0,,,1420.0,1877,4.0,53.8067797772729
231000,,,56.6031379699707,,,,5285.58998432,,,,,0.25619593262672424,,,1763441346.9628677,8.655413627624512,,,,,,,1886,,
232000,5.4666852951049805,,,,1.1817665100097656,,5302.200133418,,54.74433898925781,,,,,,1763441363.5729373,,,,,,,,1895,,
233098,,121.5425000000004,,971.0,,,5319.281330727,,,,104.0,,,0.01,1763441380.654052,,38.0,338.0,0.0,,,953.0,1903,3.0,35.50697141055505
233798,,157.85749999999976,,974.0,,,5334.574890055,,,,71.0,,,0.01,1763441395.9473789,,32.0,440.0,0.0,,,1238.0,1906,3.0,52.14037513050682
235116,,200.90999999999903,,978.0,,,5365.535599161,,,,153.5,,,0.01,1763441426.907986,,20.0,500.0,0.0,,,1571.0,1918,4.0,74.66611882239431
235790,,53.95500000000002,,980.0,,,5381.664080011,,,,109.25,,,0.01,1763441443.0365,,35.0,174.0,0.0,,,425.0,1920,3.0,34.81761802593631
239000,,,,,,5.445352077484131,5449.385630761,,,,,,0.08606787025928497,,1763441510.758396,,,,,,47.65922546386719,,1945,,
240817,,148.6200000000002,,999.0,,,5485.193639143,,,,74.5,,,0.01,1763441546.5661035,,62.0,500.0,0.0,,,1159.0,1959,4.0,66.08921583738041
242000,,,,,,,5513.576681444,11.991983413696289,,79.92755889892578,,,,,1763441574.9495847,,,,,0.8686672449111938,,,1971,,
242724,,184.72749999999928,,1005.0,,,5530.483938377,,,,150.0,,,0.01,1763441591.8563445,,15.0,498.0,0.0,,,1442.0,1973,3.0,96.70003241338587
244000,,,55.301910400390625,,,,5561.091795668,,,,,0.13077673316001892,,,1763441622.4646742,6.166370868682861,,,,,,,1985,,
244867,,79.73250000000019,,1015.0,,,5581.922158946,,,,119.5,,,0.01,1763441643.2946308,,18.0,204.0,0.0,,,628.0,1991,3.0,33.28419397777274
246000,4.0785417556762695,,,,0.09125611931085587,,5599.035715627,,53.858238220214844,,,,,,1763441660.408602,,,,,,,,2001,,
246000,,,,,,,5599.040665579,7.8328094482421875,,74.4677734375,,,,,1763441660.413573,,,,,1.9894236326217651,,,2002,,
247000,,,,,,2.7859842777252197,5617.139895586,,,,,,0.16828754544258118,,1763441678.5125077,,,,,,49.84516143798828,,2007,,
248000,4.95623779296875,,,,0.2557004988193512,,5640.963258638,,53.638736724853516,,,,,,1763441702.3361857,,,,,,,,2016,,
248062,,17.122500000000013,,1027.0,,,5642.451401321,,,,150.0,,,0.01,1763441703.8221412,,20.0,50.0,0.0,,,137.0,2019,3.0,10.909400476194842
249000,,,55.953773498535156,,,,5664.392172373,,,,,0.370278924703598,,,1763441725.765024,8.143705368041992,,,,,,,2024,,
249118,,113.48500000000008,,1031.0,,,5667.252084675,,,,106.25,,,0.01,1763441728.6245496,,17.0,305.0,0.0,,,891.0,2027,3.0,64.77564299179134
249729,,160.59500000000043,,1033.0,,,5681.826525424,,,,72.0,,,0.01,1763441743.1990116,,34.0,500.0,0.0,,,1255.0,2029,4.0,45.375693107653426
250229,,187.719999999999,,1034.0,,,5693.671271206,,,,109.5,,,0.01,1763441755.0437303,,22.0,500.0,0.0,,,1469.0,2034,4.0,83.8874093651719
252000,,,55.10285186767578,,,,5735.766373595,,,,,0.1079605221748352,,,1763441797.139067,6.605901718139648,,,,,,,2045,,
252891,,42.564999999999955,,1043.0,,,5756.991068639,,,,148.75,,,0.01,1763441818.3635151,,14.0,108.0,0.0,,,336.0,2051,3.0,18.54347391941433
253000,,,,,,2.6257007122039795,5759.623091994,,,,,,0.08284656703472137,,1763441820.9955695,,,,,,49.06633758544922,,2052,,
255000,2.7106287479400635,,,,0.03730609267950058,,5806.693372167,,52.05030822753906,,,,,,1763441868.0661488,,,,,,,,2070,,
256000,,,,,,1.467051386833191,5830.250262519,,,,,,0.018058739602565765,,1763441891.6229756,,,,,,49.18063735961914,,2076,,
258000,,,,,,,5866.853197747,8.327994346618652,,74.71347045898438,,,,,1763441928.2260396,,,,,0.5082667469978333,,,2093,,
258098,,160.95500000000013,,1062.0,,,5869.141858827,,,,103.75,,,0.01,1763441930.5143406,,18.0,417.0,0.0,,,1262.0,2094,3.0,20.644416315313624
261200,,194.36999999999915,,1073.0,,,5939.869976401,,,,118.75,,,0.01,1763442001.2427135,,16.0,456.0,0.0,,,1525.0,2117,3.0,31.977226271207243
265000,5.424868583679199,,,,0.1681315004825592,,6013.897080296,,53.134193420410156,,,,,,1763442075.2699034,,,,,,,,2141,,
266000,,,,,,2.793192148208618,6032.249111902,,,,,,0.03605970740318298,,1763442093.621786,,,,,,50.130165100097656,,2146,,
266000,,,59.312164306640625,,,,6032.252166032,,,,,1.3013553619384766,,,1763442093.6250906,9.71152400970459,,,,,,,2147,,
266000,4.51395845413208,,,,0.2743251919746399,,6032.255257926,,52.9317512512207,,,,,,1763442093.6282156,,,,,,,,2148,,
267000,,,,,,,6044.00658731,4.422592639923096,,71.06254577636719,,,,,1763442105.3794606,,,,,0.8515796065330505,,,2155,,
269000,,,,,,2.9209320545196533,6083.96934458,,,,,,0.05724679306149483,,1763442145.3417413,,,,,,50.96930694580078,,2164,,
270000,2.801757335662842,,,,0.12664389610290527,,6101.921973431,,51.07805633544922,,,,,,1763442163.2949538,,,,,,,,2172,,
272000,4.997553825378418,,,,0.7783877849578857,,6140.768833949,,52.26165008544922,,,,,,1763442202.1418588,,,,,,,,2185,,
273000,,,,,,1.311716079711914,6164.231874282,,,,,,0.013344879262149334,,1763442225.6043277,,,,,,50.11265182495117,,2189,,
273000,,,,,,,6164.250016548,8.195515632629395,,67.98219299316406,,,,,1763442225.623018,,,,,3.613506317138672,,,2192,,
274000,,,60.30992889404297,,,,6187.911187629,,,,,1.5436359643936157,,,1763442249.284091,7.424129962921143,,,,,,,2197,,
274000,3.5555508136749268,,,,0.05410296469926834,,6187.917577863,,52.498878479003906,,,,,,1763442249.2903786,,,,,,,,2198,,
274000,,,,,,,6187.92380303,5.258805274963379,,69.68966674804688,,,,,1763442249.296683,,,,,0.43115562200546265,,,2199,,
276000,5.054651737213135,,,,0.06836922466754913,,6234.730853251,,52.68635559082031,,,,,,1763442296.1037066,,,,,,,,2211,,
276000,,,,,,,6234.737500117,4.610890865325928,,69.4090347290039,,,,,1763442296.11023,,,,,0.9018234014511108,,,2212,,
276985,,208.01249999999922,,1110.0,,,6257.570627778,,,,113.75,,,0.01,1763442318.9433646,,6.0,500.0,0.0,,,1631.0,2214,4.0,41.437249772999316
277605,,205.05999999999904,,1112.0,,,6271.442248526,,,,168.5,,,0.01,1763442332.8151243,,41.0,500.0,0.0,,,1603.0,2220,4.0,47.36587167993357
278000,2.8017971515655518,,,,0.10711528360843658,,6280.896182932,,51.89532470703125,,,,,,1763442342.269163,,,,,,,,2223,,
278105,,198.58249999999995,,1113.0,,,6283.366506723,,,,158.25,,,0.01,1763442344.7391095,,55.0,500.0,0.0,,,1552.0,2225,4.0,34.666957160240656
278605,,205.4374999999995,,1114.0,,,6294.980897943,,,,131.25,,,0.01,1763442356.353271,,47.0,500.0,0.0,,,1609.0,2226,4.0,32.710383959072765
278641,,10.075000000000001,,1115.0,,,6295.847791807,,,,121.75,,,0.01,1763442357.220349,,30.0,36.0,3.0,,,84.0,2227,3.0,8.239352219683294
279000,,,,,,,6304.217988715,7.4167160987854,,67.98809814453125,,,,,1763442365.5908446,,,,,0.7635852098464966,,,2231,,
280000,,,,,,1.5122028589248657,6327.594901265,,,,,,0.05413039028644562,,1763442388.9674208,,,,,,50.6685791015625,,2235,,
280903,,157.82249999999988,,1121.0,,,6348.902594873,,,,127.0,,,0.01,1763442410.2751033,,27.0,418.0,0.0,,,1235.0,2241,3.0,47.42246270228849
282000,,,,,,2.710678815841675,6373.670901634,,,,,,0.05664452910423279,,1763442435.0434027,,,,,,51.173828125,,2248,,
282000,2.9387688636779785,,,,0.10503553599119186,,6373.682578347,,53.203216552734375,,,,,,1763442435.055464,,,,,,,,2250,,
282903,,217.86999999999892,,1125.0,,,6394.588559023,,,,162.0,,,0.01,1763442455.9612303,,47.0,500.0,0.0,,,1706.0,2253,4.0,45.132534827992295
285532,,36.18500000000002,,1132.0,,,6453.973593929,,,,117.75,,,0.01,1763442515.3459268,,19.0,101.0,0.0,,,288.0,2272,3.0,11.202808799582346
285946,,16.14000000000001,,1134.0,,,6463.923434,,,,145.25,,,0.01,1763442525.295897,,25.0,44.0,0.0,,,130.0,2274,3.0,6.443139762569184
286291,,92.06250000000034,,1136.0,,,6472.163591549,,,,118.5,,,0.01,1763442533.5361197,,18.0,263.0,1.0,,,722.0,2280,3.0,41.99520649728984
287000,,,,,,2.1227715015411377,6489.000350903,,,,,,0.13356804847717285,,1763442550.3729186,,,,,,51.150028228759766,,2282,,
289000,,,,,,3.4843320846557617,6531.00372267,,,,,,0.07152673602104187,,1763442592.376236,,,,,,50.135986328125,,2295,,
289000,,,,,,,6531.02226462,5.390937805175781,,65.5792465209961,,,,,1763442592.3950334,,,,,0.5866125822067261,,,2298,,
291000,3.583446502685547,,,,0.09533435106277466,,6577.17660226,,52.894657135009766,,,,,,1763442638.5494058,,,,,,,,2310,,
291327,,245.12499999999858,,1148.0,,,6584.826760734,,,,200.0,,,0.01,1763442646.1991055,,17.0,500.0,0.0,,,1921.0,2312,4.0,5.447189642375044
292276,,208.08249999999907,,1150.0,,,6604.260902883,,,,147.0,,,0.01,1763442665.6335034,,49.0,499.0,0.0,,,1629.0,2318,3.0,43.42401488519848
293000,,,61.121299743652344,,,,6619.73425655,,,,,0.41149383783340454,,,1763442681.1070652,7.495316982269287,,,,,,,2322,,
293000,,,,,,,6619.747519524,4.912406921386719,,65.74937438964844,,,,,1763442681.120327,,,,,2.545595169067383,,,2324,,
294000,2.8163692951202393,,,,0.10580440610647202,,6643.404965502,,51.81342315673828,,,,,,1763442704.7777748,,,,,,,,2329,,
296000,,,,,,1.6118073463439941,6690.267998702,,,,,,0.05734436959028244,,1763442751.6404352,,,,,,51.83775329589844,,2339,,
296340,,182.02999999999918,,1159.0,,,6698.360330873,,,,153.0,,,0.01,1763442759.7326868,,1.0,500.0,0.0,,,1420.0,2343,4.0,95.96177728658353
297000,4.1972975730896,,,,0.06941989064216614,,6714.186366319,,53.70050811767578,,,,,,1763442775.5592144,,,,,,,,2348,,
298000,4.35318660736084,,,,0.07076556980609894,,6737.345827635,,51.663936614990234,,,,,,1763442798.7190351,,,,,,,,2354,,
299509,,55.449999999999974,,1167.0,,,6772.359448693,,,,75.75,,,0.01,1763442833.7319765,,37.0,157.0,0.0,,,441.0,2363,3.0,20.240438483392584
303000,,,,,,4.12446928024292,6840.955509623,,,,,,0.08688269555568695,,1763442902.327992,,,,,,50.43363952636719,,2386,,
303000,,,,,,,6840.9744652,6.563714027404785,,67.44949340820312,,,,,1763442902.3472767,,,,,0.7300711274147034,,,2389,,
304000,2.2731072902679443,,,,0.04010191559791565,,6864.916471716,,52.211585998535156,,,,,,1763442926.2892208,,,,,,,,2394,,
306414,,168.56749999999928,,1185.0,,,6919.662223341,,,,150.0,,,0.01,1763442981.0347154,,17.0,407.0,0.0,,,1320.0,2409,3.0,61.499248115322324
309000,,,64.12326049804688,,,,6965.940203719,,,,,0.1884026825428009,,,1763443027.3130558,6.019864082336426,,,,,,,2426,,
309415,,40.58249999999999,,1194.0,,,6975.697953497,,,,150.0,,,0.01,1763443037.0704749,,3.0,96.0,0.0,,,321.0,2430,3.0,14.223045340221608
312000,,,,,,,7035.54395177,8.467799186706543,,64.31222534179688,,,,,1763443096.9168952,,,,,1.340259075164795,,,2449,,
313706,,225.38249999999917,,1205.0,,,7076.120043749,,,,188.25,,,0.01,1763443137.492413,,58.0,500.0,0.0,,,1764.0,2457,4.0,25.199750370786877
314621,,101.34499999999998,,1209.0,,,7094.742822419,,,,53.25,,,0.01,1763443156.115224,,88.0,294.0,6.0,,,799.0,2465,3.0,21.677747230743552
315823,,200.40249999999926,,1214.0,,,7118.893794661,,,,152.75,,,0.01,1763443180.2664006,,12.0,500.0,0.0,,,1567.0,2474,4.0,70.62684347151468
317000,,,,,,,7138.701570116,6.155317783355713,,65.7239990234375,,,,,1763443200.0745106,,,,,0.12874169647693634,,,2484,,
318000,7.039230823516846,,,,0.562974214553833,,7157.786464849,,54.53617858886719,,,,,,1763443219.1593115,,,,,,,,2491,,
318104,,209.52499999999887,,1221.0,,,7160.193263844,,,,152.5,,,0.01,1763443221.5656426,,2.0,500.0,0.0,,,1640.0,2493,4.0,75.88182835830897
319000,,,,,,,7177.963088512,7.647837162017822,,65.77753448486328,,,,,1763443239.3361015,,,,,0.3055212199687958,,,2500,,
320000,2.9488229751586914,,,,0.08150115609169006,,7198.101761867,,52.82152557373047,,,,,,1763443259.4746509,,,,,,,,2506,,
321177,,147.92749999999972,,1230.0,,,7225.800710277,,,,105.25,,,0.01,1763443287.1730738,,49.0,500.0,0.0,,,1151.0,2514,4.0,75.85016854793349
321346,,63.9375000000001,,1231.0,,,7229.860789493,,,,150.0,,,0.01,1763443291.233258,,1.0,169.0,1.0,,,502.0,2515,3.0,37.103015628786885
322000,,,,,,,7245.541960715,6.164840221405029,,65.38650512695312,,,,,1763443306.914918,,,,,0.563934326171875,,,2520,,
323898,,81.20750000000007,,1238.0,,,7290.398206103,,,,150.0,,,0.01,1763443351.7707233,,3.0,196.0,0.0,,,638.0,2530,3.0,10.84717791639844
324000,2.8024494647979736,,,,0.018743814900517464,,7292.802922212,,53.081581115722656,,,,,,1763443354.175786,,,,,,,,2533,,
325000,,,61.46730422973633,,,,7315.859050231,,,,,0.36126255989074707,,,1763443377.2318468,7.467079162597656,,,,,,,2540,,
326000,,,61.80219650268555,,,,7338.614081493,,,,,114.96333312988281,,,1763443399.9870336,6.032524108886719,,,,,,,2547,,
327132,,164.4974999999995,,1249.0,,,7365.287997973,,,,123.0,,,0.01,1763443426.6603405,,30.0,402.0,5.0,,,1290.0,2557,3.0,62.114735520244736
329000,,,,,,,7409.967055207,6.352989196777344,,65.47191619873047,,,,,1763443471.339896,,,,,0.3760133385658264,,,2570,,
329057,,127.84999999999991,,1255.0,,,7411.327479433,,,,110.75,,,0.01,1763443472.6996748,,19.0,337.0,0.0,,,1003.0,2571,3.0,62.3831575827962
330000,,,56.722537994384766,,,,7434.002927209,,,,,0.17139628529548645,,,1763443495.3756254,10.712236404418945,,,,,,,2576,,
330000,2.6939854621887207,,,,0.09720870852470398,,7434.009369991,,53.895286560058594,,,,,,1763443495.382164,,,,,,,,2577,,
334000,,,,,,,7512.611731017,7.208054542541504,,63.86254119873047,,,,,1763443573.9845412,,,,,0.314492791891098,,,2608,,
334527,,223.65999999999912,,1274.0,,,7524.989620202,,,,153.5,,,0.01,1763443586.3620574,,42.0,500.0,0.0,,,1753.0,2610,4.0,27.62484027103066
337000,,,,,,1.5053637027740479,7571.317365182,,,,,,0.02346620336174965,,1763443632.6899006,,,,,,50.65184020996094,,2630,,
337391,,48.81500000000008,,1288.0,,,7580.032756682,,,,57.75,,,0.01,1763443641.4051232,,86.0,199.0,0.0,,,386.0,2636,3.0,25.63282514667467
339000,,,60.97266387939453,,,,7606.636588745,,,,,0.32876574993133545,,,1763443668.0093453,7.27087926864624,,,,,,,2646,,
339000,7.655625820159912,,,,0.03493452072143555,,7606.643240415,,54.74015808105469,,,,,,1763443668.016046,,,,,,,,2647,,
339000,,,,,,,7606.649803855,5.0619659423828125,,65.67279052734375,,,,,1763443668.0225978,,,,,0.3522478938102722,,,2648,,
339136,,80.58750000000012,,1293.0,,,7609.821783793,,,,150.0,,,0.01,1763443671.194289,,19.0,184.0,0.0,,,634.0,2649,3.0,16.365322140123087
340000,,,,,,2.0583627223968506,7630.036120404,,,,,,0.0585247203707695,,1763443691.40868,,,,,,50.05934143066406,,2651,,
342000,,,,,,,7676.928376602,5.325893878936768,,64.1758804321289,,,,,1763443738.3013468,,,,,1.638232946395874,,,2668,,
343000,,,58.75928497314453,,,,7700.563640657,,,,,0.1873130202293396,,,1763443761.9364092,5.389673233032227,,,,,,,2673,,
343211,,113.24250000000026,,1304.0,,,7705.185243306,,,,150.0,,,0.01,1763443766.5576837,,9.0,287.0,0.0,,,887.0,2676,3.0,46.2554998756906
344326,,107.90750000000028,,1307.0,,,7729.013936713,,,,150.0,,,0.01,1763443790.3859644,,6.0,266.0,0.0,,,846.0,2683,3.0,28.36465703564935
345000,6.276071548461914,,,,0.07957783341407776,,7737.888631007,,54.601409912109375,,,,,,1763443799.2617419,,,,,,,,2687,,
345311,,221.1424999999988,,1309.0,,,7741.950758089,,,,151.75,,,0.01,1763443803.3234622,,1.0,500.0,0.0,,,1733.0,2689,4.0,52.294846005604924
346000,,,58.548912048339844,,,,7751.342564478,,,,,0.14625652134418488,,,1763443812.7153804,7.591562271118164,,,,,,,2692,,
352000,5.50339412689209,,,,0.40497779846191406,,7881.467419589,,52.18497848510742,,,,,,1763443942.840283,,,,,,,,2732,,
352924,,191.96999999999926,,1328.0,,,7903.421195633,,,,61.25,,,0.01,1763443964.7936893,,35.0,436.0,0.0,,,1512.0,2736,3.0,25.087962252841095
355000,1.4826420545578003,,,,0.04679301008582115,,7950.232835912,,53.746360778808594,,,,,,1763444011.6056926,,,,,,,,2752,,
356000,,,59.46839904785156,,,,7973.984117817,,,,,0.09762883186340332,,,1763444035.3570514,6.321042537689209,,,,,,,2757,,
356065,,208.76749999999905,,1336.0,,,7975.554401774,,,,151.75,,,0.01,1763444036.926801,,11.0,500.0,0.0,,,1634.0,2760,4.0,62.44231072557993
358000,,,,,,,8021.498215392,16.694082260131836,,74.1241455078125,,,,,1763444082.8711228,,,,,9.13683795928955,,,2772,,
359330,,77.13250000000012,,1346.0,,,8053.105020151,,,,150.0,,,0.01,1763444114.4774969,,7.0,176.0,0.0,,,607.0,2782,3.0,17.93603269259963
359830,,224.66749999999888,,1347.0,,,8064.885868444,,,,154.25,,,0.01,1763444126.2582984,,3.0,500.0,0.0,,,1761.0,2783,4.0,45.32652831124314
361000,,,60.06368637084961,,,,8092.746224371,,,,,0.1889580488204956,,,1763444154.1190915,5.480254173278809,,,,,,,2793,,
362030,,215.79999999999887,,1354.0,,,8117.2437498,,,,130.0,,,0.01,1763444178.61624,,30.0,500.0,0.0,,,1692.0,2802,4.0,57.33531154532881
365817,,19.487500000000015,,1364.0,,,8203.881134855,,,,150.0,,,0.01,1763444265.2537217,,16.0,49.0,1.0,,,156.0,2824,3.0,9.244188377029115
368698,,198.38749999999865,,1371.0,,,8271.951947758,,,,151.25,,,0.01,1763444333.3243015,,8.0,500.0,0.0,,,1551.0,2843,4.0,87.42146743649381
370000,,,,,,,8302.886765158,15.410675048828125,,72.54798889160156,,,,,1763444364.2595763,,,,,0.6299658417701721,,,2856,,
370274,,189.39249999999876,,1377.0,,,8309.24597076,,,,151.75,,,0.01,1763444370.6182737,,10.0,500.0,0.0,,,1479.0,2857,4.0,107.57334553108335
372875,,222.7474999999984,,1384.0,,,8370.665406641,,,,150.0,,,0.01,1763444432.0379446,,15.0,500.0,0.0,,,1746.0,2872,3.0,50.39095919656614
374000,,,,,,3.0434534549713135,8396.955177775,,,,,,0.03947256878018379,,1763444458.3276823,,,,,,51.543949127197266,,2882,,
375000,,,58.21222686767578,,,,8420.826079717,,,,,0.08661318570375443,,,1763444482.199024,4.627755641937256,,,,,,,2890,,
378000,1.0709182024002075,,,,0.17295628786087036,,8491.112730309,,53.584835052490234,,,,,,1763444552.4855764,,,,,,,,2911,,
381504,,253.37499999999832,,1411.0,,,8562.668379259,,,,200.0,,,0.01,1763444624.040721,,0.0,500.0,0.0,,,1987.0,2935,4.0,0.8196798155377252
384000,,,,,,4.369259357452393,8620.992935415,,,,,,0.07705039530992508,,1763444682.3654704,,,,,,51.90020751953125,,2949,,
385626,,247.87249999999835,,1420.0,,,8659.452133875,,,,199.75,,,0.01,1763444720.8247287,,0.0,500.0,0.0,,,1943.0,2960,4.0,6.018618508428674
387883,,216.8949999999989,,1427.0,,,8712.684991121,,,,59.75,,,0.01,1763444774.0574749,,27.0,480.0,0.0,,,1708.0,2975,3.0,13.04292241025755
390000,,,,,,1.8128719329833984,8761.810030868,,,,,,0.3526298701763153,,1763444823.1826892,,,,,,50.7725715637207,,2989,,
391000,,,55.90537643432617,,,,8784.513694311,,,,,0.3315500020980835,,,1763444845.8866522,8.506507873535156,,,,,,,2997,,
393000,,,,,,,8826.136597795,15.538325309753418,,67.76204681396484,,,,,1763444887.5094087,,,,,1.38058340549469,,,3011,,
399000,,,59.08937454223633,,,,8961.483954838,,,,,0.35371899604797363,,,1763445022.856934,5.62352991104126,,,,,,,3051,,
399000,,,,,,,8961.4961733,10.500890731811523,,68.96928405761719,,,,,1763445022.8691487,,,,,1.917710304260254,,,3053,,
401000,5.514494895935059,,,,0.1973571628332138,,9007.973098425,,54.57685852050781,,,,,,1763445069.3459504,,,,,,,,3066,,
402000,,,,,,3.2594704627990723,9031.841064204,,,,,,0.053426455706357956,,1763445093.2136257,,,,,,51.91851806640625,,3070,,
403310,,101.9875000000004,,1471.0,,,9063.226475712,,,,48.0,,,0.01,1763445124.5989707,,72.0,351.0,0.0,,,800.0,3083,3.0,22.36682965352937
405000,,,57.947105407714844,,,,9103.43033923,,,,,0.29699623584747314,,,1763445164.8031719,7.239831924438477,,,,,,,3098,,
405629,,15.75750000000001,,1483.0,,,9118.3876719,,,,150.0,,,0.01,1763445179.7602575,,7.0,51.0,0.0,,,126.0,3103,3.0,9.08838647670752
406442,,47.612500000000004,,1488.0,,,9136.965690156,,,,47.5,,,0.01,1763445198.3382783,,44.0,164.0,0.0,,,380.0,3112,3.0,24.75137407801839
408299,,42.18750000000004,,1495.0,,,9180.616029614,,,,99.0,,,0.01,1763445241.9883578,,36.0,245.0,0.0,,,326.0,3127,3.0,48.69666691622766
409000,,,,,,5.128065586090088,9196.416448536,,,,,,0.0529911145567894,,1763445257.7891462,,,,,,51.37226867675781,,3129,,
410351,,105.07750000000031,,1501.0,,,9226.570804822,,,,29.5,,,0.01,1763445287.9434304,,63.0,491.0,0.0,,,815.0,3141,3.0,61.57638280014511
