global_step,robot_2/q_std,mean_episode_reward,robot_1/q_mean,episode,robot_2/loss,robot_0/q_std,_runtime,robot_3/q_std,robot_2/q_mean,robot_3/q_mean,mean_final_energy,robot_1/loss,robot_0/loss,epsilon,_timestamp,robot_1/q_std,total_agent_collisions_per_episode,episode_length,total_kills_per_episode,robot_3/loss,robot_0/q_mean,total_charges_per_episode,_step,survival_rate,std_episode_reward
411000,,,,,,5.151804447174072,9238.24671877,,,,,,0.11769641935825348,,1763445299.6194265,,,,,,51.50625228881836,,3143,,
411000,,,,,,,9238.258251583,14.59766674041748,,67.1052017211914,,,,,1763445299.63118,,,,,4.385261058807373,,,3146,,
413151,,52.35249999999999,,1509.0,,,9278.908073692,,,,94.5,,,0.01,1763445340.280554,,43.0,191.0,0.0,,,412.0,3161,3.0,32.11491193744738
415000,,,,,,3.0947089195251465,9320.434742656,,,,,,0.32304584980010986,,1763445381.8072338,,,,,,51.7087516784668,,3170,,
416820,,17.02750000000001,,1519.0,,,9364.060239619,,,,62.0,,,0.01,1763445425.4325445,,56.0,91.0,0.0,,,140.0,3183,3.0,10.568489426119532
417320,,173.95999999999978,,1520.0,,,9376.083789705,,,,83.5,,,0.01,1763445437.456196,,71.0,500.0,0.0,,,1361.0,3188,4.0,22.5945159275429
420231,,19.24,,1528.0,,,9441.894614271,,,,89.25,,,0.01,1763445503.2670476,,46.0,85.0,0.0,,,156.0,3208,3.0,11.613950662888143
422000,,,62.27980041503906,,,,9480.26363701,,,,,2.9725308418273926,,,1763445541.6364605,11.931793212890625,,,,,,,3217,,
423000,6.755060195922852,,,,1.8096853494644165,,9498.354511388,,58.30292510986328,,,,,,1763445559.7274017,,,,,,,,3224,,
426471,,120.47249999999995,,1543.0,,,9581.025611351,,,,124.0,,,0.01,1763445642.3979905,,52.0,336.0,0.0,,,943.0,3247,3.0,69.01355134138508
427000,,,65.14363861083984,,,,9593.638069971,,,,,0.20768041908740997,,,1763445655.0109007,6.054430961608887,,,,,,,3250,,
427000,,,,,,,9593.649751157,15.839680671691895,,72.37451171875,,,,,1763445655.022617,,,,,5.37623929977417,,,3252,,
427959,,163.4699999999992,,1547.0,,,9616.255714915,,,,147.0,,,0.01,1763445677.6282375,,62.0,500.0,0.0,,,1272.0,3255,4.0,74.75194211523848
428000,,,,,,,9617.225151749,20.52687644958496,,72.99549865722656,,,,,1763445678.5980904,,,,,1.6499714851379395,,,3259,,
430052,,29.124999999999993,,1552.0,,,9653.439740246,,,,107.25,,,0.01,1763445714.812181,,39.0,93.0,0.0,,,233.0,3272,3.0,19.905414464411432
430998,,174.76999999999904,,1555.0,,,9675.885540025,,,,177.0,,,0.01,1763445737.2580848,,47.0,500.0,0.0,,,1360.0,3275,4.0,72.56057228274813
431000,,,,,,1.8487300872802734,9675.944631528,,,,,,0.0991736501455307,,1763445737.3172793,,,,,,53.29841613769531,,3276,,
434000,,,67.83378601074219,,,,9746.556319014,,,,,0.5124889612197876,,,1763445807.929149,7.961063385009766,,,,,,,3296,,
434262,,179.80499999999932,,1563.0,,,9752.862572753,,,,118.0,,,0.01,1763445814.2350843,,15.0,500.0,0.0,,,1405.0,3299,4.0,67.95756562002391
436479,,202.4474999999992,,1569.0,,,9805.828691672,,,,157.25,,,0.01,1763445867.201142,,39.0,500.0,0.0,,,1583.0,3313,4.0,76.30690184216498
438484,,187.74749999999955,,1574.0,,,9851.951252509,,,,199.75,,,0.01,1763445913.3237164,,44.0,500.0,0.0,,,1462.0,3326,4.0,48.57024571432484
440000,,,,,,,9888.001086707,18.51744270324707,,72.47052764892578,,,,,1763445949.3739138,,,,,3.043931484222412,,,3337,,
440484,,202.24999999999926,,1578.0,,,9899.487162483,,,,200.0,,,0.01,1763445960.859458,,56.0,500.0,0.0,,,1578.0,3338,4.0,41.292402448875976
442000,,,,,,,9931.612770957,9.58404541015625,,71.76819610595703,,,,,1763445992.9856098,,,,,1.180979609489441,,,3351,,
443000,,,,,,,9955.417655897,9.771965980529785,,65.0166244506836,,,,,1763446016.790473,,,,,0.6213300824165344,,,3357,,
444000,,,,,,4.905586242675781,9979.179815929,,,,,,0.03881904482841492,,1763446040.552156,,,,,,53.9200553894043,,3360,,
446000,8.8561372756958,,,,0.41037487983703613,,10025.30251614,,60.921470642089844,,,,,,1763446086.6753223,,,,,,,,3377,,
448000,,,65.2794189453125,,,,10069.247163857,,,,,0.3659482002258301,,,1763446130.6199281,5.88357400894165,,,,,,,3388,,
449567,,169.63749999999987,,1602.0,,,10104.577045318,,,,106.5,,,0.01,1763446165.949458,,18.0,445.0,0.0,,,1329.0,3398,3.0,52.73182737920143
450000,,,63.48406982421875,,,,10114.662993955,,,,,0.38785597681999207,,,1763446176.0357351,4.82801628112793,,,,,,,3401,,
451000,,,,,,3.5572729110717773,10134.396720038,,,,,,0.027444232255220413,,1763446195.7690701,,,,,,53.99810028076172,,3406,,
451000,,,64.44579315185547,,,,10134.402818805,,,,,1.1733654737472534,,,1763446195.7755425,11.081595420837402,,,,,,,3407,,
453000,,,,,,5.943000793457031,10180.726927836,,,,,,0.057416461408138275,,1763446242.0993085,,,,,,53.80599594116211,,3419,,
454000,,,64.39259338378906,,,,10204.506923316,,,,,0.13351508975028992,,,1763446265.879781,8.577232360839844,,,,,,,3426,,
454000,,,,,,,10204.519958447,13.986465454101562,,66.67263793945312,,,,,1763446265.8928194,,,,,0.45447850227355957,,,3428,,
455315,,239.5999999999986,,1615.0,,,10235.598515062,,,,197.5,,,0.01,1763446296.9709883,,11.0,500.0,0.0,,,1877.0,3435,4.0,14.122853819253121
458000,,,65.17938232421875,,,,10300.007599157,,,,,0.2728685736656189,,,1763446361.380356,6.09667444229126,,,,,,,3450,,
458000,9.721940994262695,,,,0.7204935550689697,,10300.01370923,,58.73333740234375,,,,,,1763446361.3865385,,,,,,,,3451,,
459000,,,,,,,10323.996582302,14.931687355041504,,66.05960083007812,,,,,1763446385.3694928,,,,,0.7073121666908264,,,3459,,
460000,,,,,,3.0896105766296387,10347.564490458,,,,,,0.0934508740901947,,1763446408.9368694,,,,,,54.21067428588867,,3462,,
462000,,,61.126373291015625,,,,10395.183846421,,,,,0.2716164290904999,,,1763446456.5566049,10.384446144104004,,,,,,,3476,,
462252,,207.49249999999918,,1631.0,,,10400.921411167,,,,199.25,,,0.01,1763446462.2936943,,10.0,500.0,0.0,,,1620.0,3479,4.0,44.042481409996554
465752,,248.62499999999852,,1638.0,,,10484.576209686,,,,200.0,,,0.01,1763446545.9485326,,1.0,500.0,0.0,,,1949.0,3498,4.0,7.3090269530216165
466000,,,,,,,10490.472747658,12.234696388244629,,68.43568420410156,,,,,1763446551.8455174,,,,,1.535192847251892,,,3503,,
468000,,,61.25491714477539,,,,10538.258410814,,,,,0.3101998567581177,,,1763446599.631192,7.134368419647217,,,,,,,3513,,
469646,,12.62750000000001,,1649.0,,,10574.158551828,,,,71.5,,,0.01,1763446635.5310392,,41.0,54.0,0.0,,,107.0,3525,3.0,9.261739509940893
471082,,132.6575000000001,,1653.0,,,10608.126242439,,,,73.5,,,0.01,1763446669.4987648,,46.0,380.0,0.0,,,1041.0,3537,3.0,36.116310287043085
474000,11.903002738952637,,,,1.6270976066589355,,10677.039700395,,58.67679977416992,,,,,,1763446738.4125245,,,,,,,,3554,,
474000,,,,,,,10677.046235888,10.536766052246094,,69.8105239868164,,,,,1763446738.4190648,,,,,1.089675784111023,,,3555,,
477137,,135.41500000000013,,1668.0,,,10751.128445987,,,,46.75,,,0.01,1763446812.5009341,,80.0,395.0,2.0,,,1064.0,3576,3.0,55.59340495958172
478000,,,,,,1.5643765926361084,10770.433002592,,,,,,0.035388827323913574,,1763446831.8057227,,,,,,54.04289245605469,,3578,,
478000,,,,,,,10770.442360458,10.561466217041016,,65.01119995117188,,,,,1763446831.8153481,,,,,2.9504411220550537,,,3581,,
479000,10.746789932250977,,,,0.2384650558233261,,10789.469413331,,63.5709228515625,,,,,,1763446850.8422275,,,,,,,,3586,,
479637,,176.08999999999935,,1673.0,,,10804.546836892,,,,84.0,,,0.01,1763446865.9194164,,158.0,500.0,0.0,,,1378.0,3589,4.0,59.884103483311
480000,,,61.323936462402344,,,,10813.284761072,,,,,0.3268626928329468,,,1763446874.6575775,7.679935932159424,,,,,,,3591,,
482000,8.585899353027344,,,,0.1952262669801712,,10859.85922126,,59.87673568725586,,,,,,1763446921.2320454,,,,,,,,3605,,
483145,,53.23749999999999,,1681.0,,,10886.932035432,,,,64.5,,,0.01,1763446948.3045824,,30.0,172.0,0.0,,,423.0,3613,3.0,31.9466127899344
485000,,,,,,3.896336078643799,10930.620230356,,,,,,0.1327255666255951,,1763446991.992796,,,,,,53.830108642578125,,3622,,
487000,10.788397789001465,,,,0.21532312035560608,,10977.358254827,,60.95600891113281,,,,,,1763447038.7310882,,,,,,,,3640,,
488000,,,,,,4.451938629150391,11001.152896932,,,,,,0.0983305424451828,,1763447062.5255804,,,,,,53.2613410949707,,3644,,
489097,,15.09500000000001,,1700.0,,,11027.178870732,,,,35.25,,,0.01,1763447088.5513701,,57.0,87.0,0.0,,,127.0,3656,3.0,9.845297100646587
491000,,,,,,,11072.853568447,12.259750366210938,,65.72340393066406,,,,,1763447134.2263885,,,,,8.892021179199219,,,3669,,
491166,,88.60250000000008,,1706.0,,,11076.721180813,,,,60.0,,,0.01,1763447138.09374,,48.0,313.0,0.0,,,695.0,3670,3.0,45.208896455786146
491666,,162.57999999999961,,1707.0,,,11088.612420225,,,,158.0,,,0.01,1763447149.9847884,,45.0,500.0,0.0,,,1264.0,3671,4.0,52.30826129781002
493000,,,,,,6.412372589111328,11120.523506507,,,,,,0.06802867352962494,,1763447181.896,,,,,,54.148895263671875,,3679,,
493197,,139.63249999999994,,1711.0,,,11124.872519232,,,,113.25,,,0.01,1763447186.244898,,52.0,500.0,0.0,,,1084.0,3683,4.0,77.30355469672696
493307,,42.72249999999997,,1712.0,,,11127.588758517,,,,112.5,,,0.01,1763447188.9611938,,4.0,110.0,0.0,,,340.0,3684,3.0,9.610802190764296
494960,,211.54249999999925,,1716.0,,,11163.322987646,,,,166.75,,,0.01,1763447224.6957033,,51.0,500.0,0.0,,,1655.0,3692,4.0,32.80861805608336
498000,,,,,,4.179280757904053,11224.492603794,,,,,,0.2550097703933716,,1763447285.8651364,,,,,,54.79888153076172,,3711,,
498000,12.901226043701172,,,,0.364704430103302,,11224.505102957,,63.383644104003906,,,,,,1763447285.8779213,,,,,,,,3713,,
498288,,125.94000000000014,,1723.0,,,11231.345698199,,,,131.5,,,0.01,1763447292.7181098,,89.0,500.0,0.0,,,973.0,3715,4.0,79.20005587119225
501000,9.509493827819824,,,,1.564194679260254,,11295.154200224,,63.74653625488281,,,,,,1763447356.527054,,,,,,,,3731,,
501788,,182.51749999999902,,1730.0,,,11313.951786082,,,,151.75,,,0.01,1763447375.324242,,61.0,500.0,0.0,,,1424.0,3734,4.0,72.03916239622708
502288,,206.83499999999944,,1731.0,,,11325.634591839,,,,183.5,,,0.01,1763447387.007134,,10.0,500.0,0.0,,,1616.0,3739,4.0,36.15047268017313
505000,,,61.80034637451172,,,,11382.968115998,,,,,0.09843099117279053,,,1763447444.3409045,8.093306541442871,,,,,,,3755,,
508000,10.103501319885254,,,,0.4703526496887207,,11451.759362465,,62.09363555908203,,,,,,1763447513.1321607,,,,,,,,3775,,
508880,,143.6425000000002,,1747.0,,,11472.239449726,,,,138.0,,,0.01,1763447533.6116202,,15.0,314.0,0.0,,,1129.0,3779,3.0,14.347042160319804
512354,,158.1199999999999,,1756.0,,,11548.690813114,,,,123.75,,,0.01,1763447610.0631921,,25.0,351.0,0.0,,,1243.0,3804,3.0,21.39237130380801
513000,,,,,,4.8339948654174805,11564.033004016,,,,,,0.055514298379421234,,1763447625.4057894,,,,,,53.796348571777344,,3807,,
519000,,,,,,,11691.536974833,7.389950752258301,,66.44187927246094,,,,,1763447752.9097555,,,,,0.7621109485626221,,,3847,,
519263,,225.37499999999892,,1772.0,,,11697.709028824,,,,200.0,,,0.01,1763447759.0815694,,16.0,500.0,0.0,,,1763.0,3848,4.0,12.391403270009127
524166,,93.00750000000035,,1783.0,,,11812.399862672,,,,150.0,,,0.01,1763447873.772261,,19.0,251.0,0.0,,,728.0,3879,3.0,46.420900667156616
525000,5.922158718109131,,,,0.3094423711299896,,11832.246993898,,58.82281494140625,,,,,,1763447893.6198971,,,,,,,,3883,,
525000,,,,,,,11832.253189578,9.304350852966309,,63.24946212768555,,,,,1763447893.6260533,,,,,0.20422738790512085,,,3884,,
525791,,229.959999999999,,1787.0,,,11850.422495088,,,,171.0,,,0.01,1763447911.7949688,,23.0,500.0,0.0,,,1802.0,3887,4.0,21.847575380347678
526000,,,,,,,11855.470886417,9.776246070861816,,65.21735382080078,,,,,1763447916.8436363,,,,,0.24464955925941467,,,3891,,
527000,4.901972770690918,,,,0.059041477739810944,,11877.141146897,,60.265499114990234,,,,,,1763447938.5140066,,,,,,,,3898,,
529000,,,57.821441650390625,,,,11915.47924072,,,,,0.3459601104259491,,,1763447976.852027,4.079014778137207,,,,,,,3912,,
529394,,247.3624999999985,,1799.0,,,11924.74625982,,,,198.75,,,0.01,1763447986.118671,,12.0,500.0,0.0,,,1939.0,3915,4.0,6.713361211047534
530919,,135.9924999999993,,1803.0,,,11960.673511165,,,,124.25,,,0.01,1763448022.045893,,26.0,500.0,0.0,,,1054.0,3923,4.0,77.4663905752033
531419,,206.72249999999917,,1804.0,,,11969.563430001,,,,109.75,,,0.01,1763448030.9360301,,33.0,500.0,0.0,,,1621.0,3928,4.0,51.16295895225301
532000,,,,,,,11977.925254815,12.64145278930664,,66.38117218017578,,,,,1763448039.298143,,,,,0.6095436811447144,,,3933,,
534000,8.636547088623047,,,,5.53891658782959,,12025.442692746,,60.305912017822266,,,,,,1763448086.8155584,,,,,,,,3944,,
534000,,,,,,,12025.448579128,6.780612945556641,,62.88604736328125,,,,,1763448086.8214357,,,,,1.301342487335205,,,3945,,
534419,,231.4024999999989,,1810.0,,,12035.406782831,,,,165.25,,,0.01,1763448096.7791743,,31.0,500.0,0.0,,,1814.0,3946,4.0,26.286042280076362
536000,,,,,,3.765760898590088,12073.178748921,,,,,,0.19569934904575348,,1763448134.55122,,,,,,54.72505187988281,,3954,,
536919,,195.25499999999874,,1815.0,,,12095.083186952,,,,188.0,,,0.01,1763448156.4557154,,14.0,500.0,0.0,,,1523.0,3959,4.0,80.9176437805745
537000,,,,,,,12097.085587211,11.233539581298828,,64.77236938476562,,,,,1763448158.458463,,,,,1.2213224172592163,,,3963,,
538000,3.987262010574341,,,,0.9774928092956543,,12116.130784963,,59.01972579956055,,,,,,1763448177.5036657,,,,,,,,3969,,
540000,5.160994052886963,,,,0.5114433765411377,,12158.156867992,,60.59343719482422,,,,,,1763448219.529676,,,,,,,,3981,,
540233,,184.5749999999996,,1823.0,,,12163.608469184,,,,85.75,,,0.01,1763448224.980875,,60.0,472.0,4.0,,,1448.0,3983,3.0,62.98113388150348
541000,,,,,,,12181.811285112,4.99116325378418,,62.667293548583984,,,,,1763448243.1842666,,,,,0.21801070868968964,,,3988,,
543000,,,,,,5.299498558044434,12229.140423979,,,,,,0.08160267025232315,,1763448290.5130248,,,,,,54.75138473510742,,3997,,
545569,,144.73499999999987,,1835.0,,,12290.825080729,,,,148.25,,,0.01,1763448352.197807,,40.0,338.0,0.0,,,1135.0,4015,3.0,43.513649869897066
546069,,233.019999999999,,1836.0,,,12298.226863065,,,,152.0,,,0.01,1763448359.5994837,,7.0,500.0,0.0,,,1828.0,4020,4.0,26.73623384098736
551760,,68.77500000000016,,1855.0,,,12430.383221939,,,,104.25,,,0.01,1763448491.755869,,29.0,211.0,0.0,,,541.0,4059,3.0,42.0362049309879
555000,,,,,,,12504.494535568,3.8699958324432373,,63.413055419921875,,,,,1763448565.8674965,,,,,0.558251678943634,,,4087,,
556000,,,,,,6.751605033874512,12526.604197091,,,,,,0.03747168928384781,,1763448587.976648,,,,,,55.44865036010742,,4091,,
558000,5.458188056945801,,,,0.19385235011577606,,12573.18486775,,60.539581298828125,,,,,,1763448634.5578294,,,,,,,,4105,,
558824,,167.74749999999952,,1877.0,,,12591.943338031,,,,24.75,,,0.01,1763448653.3158603,,45.0,500.0,0.0,,,1316.0,4109,4.0,42.38436113414915
559824,,97.90249999999993,,1879.0,,,12615.244730095,,,,27.75,,,0.01,1763448676.6171267,,103.0,500.0,0.0,,,757.0,4115,4.0,61.538094857982216
560000,,,,,,,12619.488885817,8.52109432220459,,62.73229217529297,,,,,1763448680.8618891,,,,,6.637030124664307,,,4119,,
563302,,19.110000000000007,,1892.0,,,12697.231053337,,,,100.25,,,0.01,1763448758.6032708,,31.0,61.0,0.0,,,156.0,4144,3.0,6.1977858949789475
564000,,,,,,,12713.942087455,6.22876501083374,,61.598876953125,,,,,1763448775.3149498,,,,,1.8317081928253174,,,4150,,
567000,5.687182903289795,,,,0.219671368598938,,12783.250348952,,60.47895812988281,,,,,,1763448844.623203,,,,,,,,4168,,
569436,,192.8024999999995,,1908.0,,,12839.014096318,,,,105.25,,,0.01,1763448900.3866265,,23.0,500.0,0.0,,,1510.0,4184,4.0,20.95618091995738
571000,,,58.123870849609375,,,,12867.257762382,,,,,0.3645216226577759,,,1763448928.6306553,8.925336837768555,,,,,,,4194,,
571765,,114.21249999999996,,1915.0,,,12883.538709324,,,,111.5,,,0.01,1763448944.9113014,,37.0,385.0,0.0,,,890.0,4199,3.0,68.01493599754389
575000,4.689821720123291,,,,0.4335484206676483,,12958.822987316,,60.74384307861328,,,,,,1763449020.1959362,,,,,,,,4224,,
576000,,,60.08380126953125,,,,12981.385798033,,,,,0.3825729787349701,,,1763449042.7587156,4.556318759918213,,,,,,,4229,,
576000,,,,,,,12981.398005421,11.411955833435059,,63.265262603759766,,,,,1763449042.7708774,,,,,0.4730522632598877,,,4231,,
577579,,76.33750000000006,,1935.0,,,13017.911746373,,,,74.0,,,0.01,1763449079.2841616,,45.0,235.0,1.0,,,602.0,4243,3.0,20.46775070079773
578000,4.86548376083374,,,,0.3175898790359497,,13027.872952189,,60.1325798034668,,,,,,1763449089.2457962,,,,,,,,4246,,
579000,,,,,,6.144388675689697,13050.993971667,,,,,,0.17538204789161682,,1763449112.3666894,,,,,,53.982810974121094,,4252,,
579000,5.927416801452637,,,,0.39150044322013855,,13051.005653345,,58.70001983642578,,,,,,1763449112.3785396,,,,,,,,4254,,
579000,,,,,,,13051.011450362,10.201057434082031,,60.25765609741211,,,,,1763449112.3843648,,,,,0.09325100481510162,,,4255,,
581000,,,,,,,13097.772735082,4.8166303634643555,,61.027069091796875,,,,,1763449159.1454961,,,,,0.33018332719802856,,,4273,,
582000,,,,,,11.029204368591309,13121.552257508,,,,,,0.7957547903060913,,1763449182.9248426,,,,,,59.032623291015625,,4276,,
582000,,,57.64301681518555,,,,13121.55877765,,,,,3.504284381866455,,,1763449182.9315321,8.10066032409668,,,,,,,4277,,
582000,3.6264514923095703,,,,0.1850496530532837,,13121.565065022,,60.084686279296875,,,,,,1763449182.9379392,,,,,,,,4278,,
582988,,131.40749999999971,,1955.0,,,13139.485926311,,,,115.0,,,0.01,1763449200.858357,,53.0,451.0,0.0,,,1022.0,4283,3.0,83.6744182456619
583488,,164.30499999999964,,1956.0,,,13151.574471641,,,,143.0,,,0.01,1763449212.9469237,,45.0,500.0,0.0,,,1279.0,4288,4.0,62.042520298581906
583798,,53.6000000000001,,1958.0,,,13159.152100543,,,,42.25,,,0.01,1763449220.5244465,,124.0,243.0,0.0,,,422.0,4290,3.0,21.26200719593518
584000,,,,,,6.448690891265869,13163.920206329,,,,,,0.13100013136863708,,1763449225.2928336,,,,,,55.4618034362793,,4292,,
587000,,,56.353309631347656,,,,13232.699192678,,,,,2.8039989471435547,,,1763449294.0719764,10.88630199432373,,,,,,,4314,,
587311,,52.689999999999955,,1970.0,,,13240.216605738,,,,143.75,,,0.01,1763449301.5889957,,15.0,138.0,3.0,,,415.0,4318,3.0,25.3305556591244
591000,5.078184604644775,,,,0.19118595123291016,,13320.33874845,,61.13136291503906,,,,,,1763449381.7115424,,,,,,,,4346,,
594000,,,,,,,13390.352877091,9.13334846496582,,61.980777740478516,,,,,1763449451.7256525,,,,,0.9657644033432007,,,4366,,
595000,,,,,,,13414.137784714,10.658757209777832,,62.373634338378906,,,,,1763449475.5106096,,,,,0.6162524223327637,,,4372,,
596000,3.949197769165039,,,,0.11060087382793427,,13438.009162963,,59.96769714355469,,,,,,1763449499.382046,,,,,,,,4377,,
596000,,,,,,,13438.015442674,6.37589693069458,,61.958778381347656,,,,,1763449499.3882487,,,,,5.487204074859619,,,4378,,
597926,,219.91999999999905,,1999.0,,,13480.466786523,,,,117.0,,,0.01,1763449541.8391047,,34.0,500.0,0.0,,,1726.0,4387,4.0,37.10119202936659
