total_kills_per_episode,global_step,robot_1/loss,robot_3/q_mean,mean_final_energy,robot_3/loss,total_charges_per_episode,_runtime,_timestamp,mean_episode_reward,total_agent_collisions_per_episode,_step,robot_0/q_std,robot_2/loss,episode_length,robot_1/q_mean,survival_rate,episode,robot_0/loss,robot_2/q_mean,robot_3/q_std,robot_0/q_mean,std_episode_reward,epsilon,robot_1/q_std,robot_2/q_std
0.0,1838,,,28.25,,10.0,38.788173991,1763425048.953728,0.5900000000000001,2.0,640,,,6.0,,3.0,636.0,,,,,0.3571414285685714,0.5,,
1.0,1855,,,60.25,,15.0,39.199255707,1763425049.3652587,1.575,2.0,643,,,10.0,,3.0,639.0,,,,,1.232933493745709,0.5,,
0.0,1867,,,38.0,,2.0,39.494350712,1763425049.660448,-0.34249999999999997,2.0,647,,,3.0,,3.0,643.0,,,,,0.4086792752269192,0.5,,
0.0,1882,,,37.25,,10.0,39.851835126,1763425050.0178692,0.6799999999999999,2.0,650,,,6.0,,3.0,646.0,,,,,0.5301414905475708,0.5,,
0.0,1917,,,37.0,,4.0,40.701124055,1763425050.867164,-0.10249999999999998,1.0,656,,,3.0,,3.0,652.0,,,,,0.6557962717185879,0.5,,
0.0,1950,,,61.75,,5.0,41.508528924,1763425051.6746228,0.27,1.0,664,,,3.0,,3.0,660.0,,,,,0.9041847156416658,0.5,,
0.0,1980,,,49.25,,1.0,42.220031206,1763425052.3861604,-0.365,1.0,671,,,2.0,,3.0,667.0,,,,,0.4146383966783588,0.5,,
,2000,,,,,,42.723616955,1763425052.889935,,,680,,0.01527714729309082,,,,,,0.12130265682935715,,,,,,0.45836538076400757
0.0,2013,,,65.0,,6.0,43.02733658,1763425053.1934316,0.42750000000000005,0.0,684,,,3.0,,3.0,676.0,,,,,0.9011208298557969,0.5,,
0.0,2039,,,30.0,,17.0,43.684104931,1763425053.8500426,1.5124999999999997,1.0,689,,,9.0,,3.0,681.0,,,,,1.2171149288378642,0.5,,
0.0,2061,,,56.25,,23.0,44.085131177,1763425054.2511659,2.535,2.0,692,,,10.0,,3.0,684.0,,,,,0.48106652346634976,0.5,,
0.0,2098,,,43.5,,9.0,44.571239399,1763425054.7374835,0.6075000000000002,4.0,698,,,5.0,,3.0,690.0,,,,,0.7662367453992273,0.5,,
1.0,2106,,,28.25,,10.0,44.674873631,1763425054.8411725,0.5900000000000001,2.0,700,,,6.0,,3.0,692.0,,,,,0.48067660646218263,0.5,,
1.0,2117,,,48.75,,11.0,44.815546803,1763425054.981767,0.9300000000000002,2.0,702,,,7.0,,3.0,694.0,,,,,0.4251470333896263,0.5,,
0.0,2121,,,39.5,,4.0,44.866922105,1763425055.0332747,-0.06749999999999995,4.0,703,,,4.0,,3.0,695.0,,,,,0.5509707342500144,0.5,,
0.0,2149,,,74.75,,5.0,45.370184457,1763425055.5362978,0.39,0.0,707,,,2.0,,3.0,699.0,,,,,0.8234986338786482,0.5,,
0.0,2161,,,29.5,,12.0,45.654112993,1763425055.820183,0.8425,1.0,709,,,5.0,,3.0,701.0,,,,,0.7169510094839117,0.5,,
1.0,2168,,,27.0,,14.0,45.813005823,1763425055.978957,1.0875,1.0,710,,,7.0,,3.0,702.0,,,,,0.9530313478579808,0.5,,
1.0,2196,,,29.25,,11.0,46.427203324,1763425056.5933304,0.7250000000000001,1.0,716,,,6.0,,3.0,708.0,,,,,1.1177097118661894,0.5,,
0.0,2212,,,39.75,,12.0,46.684627436,1763425056.8508017,0.9650000000000001,1.0,719,,,7.0,,3.0,711.0,,,,,0.6329494450586081,0.5,,
0.0,2232,,,34.5,,30.0,46.951037823,1763425057.117101,3.2425000000000006,3.0,721,,,15.0,,3.0,713.0,,,,,1.6082968475999702,0.5,,
0.0,2255,,,63.25,,3.0,47.42054664,1763425057.5866635,0.025000000000000022,1.0,725,,,2.0,,3.0,717.0,,,,,0.711143445445432,0.5,,
0.0,2272,,,74.5,,10.0,47.770697917,1763425057.93683,1.0325000000000002,0.0,729,,,4.0,,3.0,721.0,,,,,0.7106818908625715,0.5,,
0.0,2276,,,40.25,,6.0,47.853123953,1763425058.01918,0.19000000000000006,0.0,730,,,4.0,,3.0,722.0,,,,,0.4356604182158393,0.5,,
1.0,2392,,,28.25,,11.0,50.642105314,1763425060.8081317,0.7125000000000001,1.0,750,,,6.0,,2.0,742.0,,,,,0.9132462701812695,0.5,,
0.0,2432,,,61.0,,3.0,51.607473857,1763425061.7735353,0.012500000000000011,1.0,757,,,3.0,,3.0,749.0,,,,,0.3573076405564259,0.5,,
0.0,2456,,,39.25,,6.0,52.18472874,1763425062.3507586,0.18000000000000005,1.0,762,,,4.0,,3.0,754.0,,,,,0.7335189159115121,0.5,,
0.0,2484,,,38.0,,16.0,52.85314506,1763425063.0191867,1.4475,2.0,767,,,7.0,,3.0,759.0,,,,,0.7654206359904335,0.5,,
0.0,2508,,,49.75,,12.0,53.426163129,1763425063.592169,1.0549999999999997,0.0,771,,,6.0,,3.0,763.0,,,,,0.7905852262722848,0.5,,
1.0,2524,,,33.0,,14.0,53.806224191,1763425063.9722342,1.1475000000000002,2.0,773,,,7.0,,3.0,765.0,,,,,0.45196100495507363,0.5,,
0.0,2527,,,51.25,,6.0,53.878553736,1763425064.0446944,0.29000000000000004,0.0,774,,,3.0,,3.0,766.0,,,,,0.8203962457251983,0.5,,
0.0,2534,,,63.0,,14.0,54.044569138,1763425064.210619,1.4475000000000002,0.0,775,,,7.0,,3.0,767.0,,,,,0.3925159232438856,0.5,,
0.0,2575,,,30.75,,18.0,55.049769582,1763425065.2158446,1.645,0.0,780,,,9.0,,3.0,772.0,,,,,0.9292604586443993,0.5,,
1.0,2623,,,21.5,,14.0,55.832605626,1763425065.9988027,1.0425,1.0,788,,,8.0,,3.0,780.0,,,,,0.9678939766317384,0.5,,
0.0,2634,,,29.0,,25.0,55.987647188,1763425066.1537197,2.5225,1.0,789,,,11.0,,3.0,781.0,,,,,1.275938380173588,0.5,,
0.0,2657,,,53.0,,13.0,56.305026334,1763425066.4713285,1.2025000000000001,1.0,793,,,5.0,,3.0,785.0,,,,,0.9666275135749033,0.5,,
0.0,2674,,,38.0,,6.0,56.53567169,1763425066.701886,0.17750000000000005,1.0,797,,,5.0,,3.0,789.0,,,,,0.657281332459701,0.5,,
1.0,2720,,,36.5,,4.0,57.144541456,1763425067.310755,-0.09749999999999998,5.0,806,,,4.0,,3.0,798.0,,,,,0.7459013004412849,0.5,,
0.0,2738,,,63.75,,21.0,57.551253964,1763425067.7174025,2.34,0.0,809,,,8.0,,3.0,801.0,,,,,0.8414570696119915,0.5,,
0.0,2775,,,74.75,,5.0,58.381590209,1763425068.547783,0.39,0.0,815,,,2.0,,3.0,807.0,,,,,0.8234986338786482,0.5,,
0.0,2826,,,62.25,,4.0,59.59296475,1763425069.7590628,0.14,1.0,823,,,2.0,,3.0,815.0,,,,,0.742057949219601,0.5,,
1.0,2852,,,49.0,,26.0,60.220367829,1763425070.3863637,2.8375,1.0,826,,,10.0,,3.0,818.0,,,,,0.9803411396039642,0.5,,
0.0,2865,,,61.5,,5.0,60.540039746,1763425070.706171,0.2675,0.0,830,,,3.0,,3.0,822.0,,,,,0.834457158876356,0.5,,
0.0,2908,,,74.75,,7.0,61.585503589,1763425071.7515955,0.6499999999999999,1.0,839,,,3.0,,3.0,831.0,,,,,0.7420579492196011,0.5,,
0.0,2922,,,74.75,,18.0,61.937855196,1763425072.1037986,2.065,0.0,841,,,7.0,,3.0,833.0,,,,,1.1747446531055163,0.5,,
0.0,2943,,,74.25,,3.0,62.436734758,1763425072.602901,0.135,0.0,846,,,2.0,,3.0,838.0,,,,,0.7429165498223875,0.5,,
,3000,,,,,,63.833926958,1763425074.000034,,,858,0.508445143699646,,,,,,0.0164121575653553,,,0.3485242426395416,,,,
0.0,3007,,,74.75,,5.0,64.005488802,1763425074.1717246,0.38999999999999996,1.0,863,,,2.0,,3.0,851.0,,,,,0.8234986338786483,0.5,,
0.0,3023,,,70.5,,22.0,64.400605922,1763425074.5665781,2.5524999999999998,0.0,865,,,10.0,,3.0,853.0,,,,,1.820032623333988,0.5,,
1.0,3047,,,40.0,,9.0,64.981552707,1763425075.1476617,0.5725,2.0,872,,,5.0,,3.0,860.0,,,,,0.9254019396997177,0.5,,
0.0,3067,,,39.75,,9.0,65.444471936,1763425075.6105304,0.5675000000000001,3.0,876,,,5.0,,2.0,864.0,,,,,0.7118769205417464,0.5,,
0.0,3080,,,49.5,,2.0,65.757291282,1763425075.9234092,-0.2375,0.0,880,,,2.0,,3.0,868.0,,,,,0.7541675874764177,0.5,,
0.0,3089,,,63.75,,6.0,65.968792312,1763425076.1348226,0.41500000000000004,0.0,882,,,3.0,,3.0,870.0,,,,,0.898568305695232,0.5,,
0.0,3155,,,51.0,,12.0,67.555078544,1763425077.721089,1.0675,0.0,893,,,6.0,,3.0,881.0,,,,,1.2794407958166722,0.5,,
1.0,3161,,,44.5,,15.0,67.70198203,1763425077.867958,1.3775,1.0,894,,,6.0,,3.0,882.0,,,,,1.079730869244739,0.5,,
0.0,3199,,,37.25,,8.0,68.596435005,1763425078.762538,0.41000000000000003,0.0,900,,,4.0,,3.0,888.0,,,,,0.8234986338786482,0.5,,
0.0,3280,,,25.5,,7.0,70.580142337,1763425080.7462265,0.18500000000000005,2.0,916,,,6.0,,2.0,904.0,,,,,1.082601034545968,0.5,,
0.0,3284,,,63.25,,3.0,70.673242524,1763425080.8393795,0.025000000000000022,0.0,918,,,2.0,,3.0,906.0,,,,,0.711143445445432,0.5,,
0.0,3297,,,50.5,,11.0,70.985452417,1763425081.1515422,0.9275,2.0,921,,,5.0,,3.0,909.0,,,,,0.9580024791199655,0.5,,
0.0,3304,,,32.0,,15.0,71.154958604,1763425081.3209264,1.2625,3.0,922,,,7.0,,3.0,910.0,,,,,1.6356401651952666,0.5,,
0.0,3350,,,73.75,,5.0,72.265141486,1763425082.431177,0.4000000000000001,0.0,930,,,4.0,,3.0,918.0,,,,,1.0889674007976546,0.5,,
0.0,3358,,,49.25,,8.0,72.45980867,1763425082.625884,0.53,1.0,932,,,4.0,,3.0,920.0,,,,,0.8718084652032234,0.5,,
0.0,3382,,,74.5,,4.0,73.036798167,1763425083.2029018,0.2625,0.0,938,,,2.0,,3.0,926.0,,,,,0.834457158876356,0.5,,
1.0,3408,,,38.5,,10.0,73.646412256,1763425083.8124359,0.6925000000000001,4.0,941,,,6.0,,3.0,929.0,,,,,0.4401349224953639,0.5,,
1.0,3420,,,45.25,,30.0,73.9322554,1763425084.0979433,3.32,1.0,942,,,12.0,,3.0,930.0,,,,,0.9013046099959767,0.5,,
0.0,3438,,,61.75,,1.0,74.351370651,1763425084.5174472,-0.24,1.0,946,,,2.0,,3.0,934.0,,,,,0.4330704330706496,0.5,,
0.0,3458,,,36.25,,31.0,74.838048739,1763425085.0034823,3.365,3.0,948,,,13.0,,3.0,936.0,,,,,1.7558260164378474,0.5,,
1.0,3512,,,20.0,,16.0,76.150652145,1763425086.316728,1.2975,2.0,956,,,10.0,,3.0,944.0,,,,,0.45789600347677206,0.5,,
2.0,3557,,,26.75,,5.0,77.194114344,1763425087.3602076,-0.062499999999999944,3.0,965,,,5.0,,2.0,953.0,,,,,0.44890839822841366,0.5,,
0.0,3602,,,39.5,,4.0,78.280087949,1763425088.4462438,-0.07749999999999996,0.0,974,,,3.0,,3.0,962.0,,,,,0.4056091098582476,0.5,,
0.0,3618,,,52.75,,13.0,78.671223152,1763425088.8372526,1.2099999999999997,0.0,977,,,6.0,,3.0,965.0,,,,,1.4657933005714003,0.5,,
0.0,3625,,,74.5,,3.0,78.84048595,1763425089.0065541,0.1375,1.0,979,,,2.0,,3.0,967.0,,,,,0.7424747470453119,0.5,,
0.0,3627,,,61.75,,2.0,78.888484785,1763425089.0545847,-0.11499999999999999,0.0,980,,,2.0,,3.0,968.0,,,,,0.5449082491575991,0.5,,
0.0,3636,,,38.0,,18.0,79.098807781,1763425089.2649124,1.7149999999999999,1.0,981,,,9.0,,2.0,969.0,,,,,1.1663082782866625,0.5,,
0.0,3661,,,37.5,,23.0,79.697303957,1763425089.8633804,2.3475,2.0,985,,,10.0,,3.0,973.0,,,,,1.564710436470595,0.5,,
0.0,3664,,,53.0,,5.0,79.772277853,1763425089.93822,0.18250000000000005,0.0,986,,,3.0,,3.0,974.0,,,,,0.45565200537252115,0.5,,
0.0,3685,,,63.75,,5.0,80.277858111,1763425090.4440143,0.28,0.0,992,,,2.0,,3.0,980.0,,,,,0.8294877937619095,0.5,,
0.0,3689,,,50.0,,4.0,80.36969985,1763425090.5358615,0.017500000000000016,0.0,994,,,2.0,,3.0,982.0,,,,,0.710646712509106,0.5,,
0.0,3698,,,31.5,,25.0,80.588268855,1763425090.7543225,2.5275,0.0,995,,,9.0,,3.0,983.0,,,,,0.726339280226534,0.5,,
0.0,3709,,,64.0,,10.0,80.857221387,1763425091.023295,0.9375,0.0,997,,,5.0,,3.0,985.0,,,,,0.6376274382427406,0.5,,
0.0,3729,,,51.0,,24.0,81.344508502,1763425091.5105233,2.6174999999999997,1.0,1000,,,11.0,,3.0,988.0,,,,,1.657684755917119,0.5,,
0.0,3751,,,50.0,,4.0,81.872888615,1763425092.0390072,0.015000000000000013,0.0,1004,,,2.0,,2.0,992.0,,,,,1.005,0.5,,
1.0,3811,,,20.25,,13.0,83.334346259,1763425093.5003116,0.895,1.0,1015,,,7.0,,3.0,1003.0,,,,,0.8941336589123574,0.5,,
0.0,3818,,,44.5,,11.0,83.503601747,1763425093.6696446,0.8675000000000002,0.0,1017,,,5.0,,3.0,1005.0,,,,,0.8751107072822273,0.5,,
0.0,3822,,,39.75,,6.0,83.597042151,1763425093.763127,0.1825,2.0,1018,,,4.0,,2.0,1006.0,,,,,1.2556945289360784,0.5,,
0.0,3824,,,74.25,,3.0,83.645843042,1763425093.8119318,0.135,0.0,1019,,,2.0,,3.0,1007.0,,,,,0.7429165498223875,0.5,,
0.0,3835,,,36.25,,18.0,83.88601181,1763425094.052012,1.7200000000000002,1.0,1020,,,11.0,,3.0,1008.0,,,,,1.1210932164632879,0.5,,
0.0,3885,,,38.75,,9.0,85.08269229,1763425095.2487125,0.55,0.0,1031,,,4.0,,3.0,1019.0,,,,,0.515315437377923,0.5,,
0.0,3888,,,25.75,,3.0,85.153931158,1763425095.3198888,-0.33999999999999997,2.0,1032,,,3.0,,3.0,1020.0,,,,,0.5466717479438644,0.5,,
0.0,3903,,,50.75,,5.0,85.52258847,1763425095.6886928,0.16000000000000003,3.0,1035,,,3.0,,3.0,1023.0,,,,,0.7475292636412304,0.5,,
0.0,3923,,,66.25,,14.0,86.009131782,1763425096.1751993,1.46,1.0,1038,,,5.0,,3.0,1026.0,,,,,0.9041847156416658,0.5,,
0.0,3932,,,62.25,,4.0,86.22221561,1763425096.3882718,0.14,0.0,1040,,,2.0,,3.0,1028.0,,,,,0.8975800799928662,0.5,,
0.0,3934,,,62.5,,5.0,86.271010816,1763425096.4371483,0.2675,0.0,1041,,,2.0,,3.0,1029.0,,,,,0.8329278180010559,0.5,,
0.0,3939,,,36.0,,5.0,86.388681808,1763425096.5548244,0.03250000000000003,1.0,1042,,,5.0,,3.0,1030.0,,,,,0.35365060441062446,0.5,,
0.0,3971,,,62.25,,20.0,87.104933309,1763425097.2709653,2.1899999999999995,1.0,1050,,,7.0,,3.0,1038.0,,,,,1.086577194680617,0.5,,
1.0,3993,,,31.25,,20.0,87.610059895,1763425097.7760284,1.8875000000000002,2.0,1053,,,8.0,,2.0,1041.0,,,,,1.4962014403147725,0.5,,
,4000,,,,,,87.807415408,1763425097.9736896,,,1058,,0.027033086866140366,,,,,,1.076401710510254,,,,,,0.6904922723770142
,4000,,1.3415584564208984,,0.03339321166276932,,87.813809064,1763425097.9801726,,,1059,,,,,,,,,0.6822256445884705,,,,,
1.0,4058,,,49.5,,10.0,89.129916505,1763425099.2959452,0.81,1.0,1068,,,7.0,,2.0,1052.0,,,,,0.8972457857242907,0.5,,
0.0,4089,,,50.25,,8.0,89.693360249,1763425099.859436,0.55,1.0,1074,,,5.0,,3.0,1058.0,,,,,0.35049964336643763,0.5,,
1.0,4096,,,63.75,,8.0,89.844051589,1763425100.0102768,0.665,1.0,1076,,,3.0,,3.0,1060.0,,,,,1.0258776730195467,0.5,,
0.0,4142,,,74.0,,11.0,90.526781547,1763425100.6932786,1.1624999999999999,0.0,1082,,,5.0,,3.0,1066.0,,,,,0.9735341545112836,0.5,,
0.0,4144,,,62.0,,3.0,90.553756566,1763425100.7202482,0.012500000000000011,1.0,1083,,,2.0,,3.0,1067.0,,,,,0.7106818908625716,0.5,,
1.0,4158,,,40.25,,11.0,90.736410769,1763425100.9028378,0.8349999999999999,2.0,1087,,,6.0,,3.0,1071.0,,,,,1.4735077196947424,0.5,,
0.0,4168,,,61.25,,2.0,90.865284622,1763425101.0318449,-0.10999999999999999,2.0,1091,,,3.0,,3.0,1075.0,,,,,0.4192254763250917,0.5,,
0.0,4179,,,49.5,,11.0,91.005434649,1763425101.1717834,0.9275,0.0,1093,,,6.0,,3.0,1077.0,,,,,0.8958620150447277,0.5,,
0.0,4215,,,50.75,,10.0,91.449792581,1763425101.6163273,0.8049999999999999,0.0,1099,,,5.0,,3.0,1083.0,,,,,0.8400744014669177,0.5,,
0.0,4229,,,50.25,,8.0,91.597317829,1763425101.763889,0.54,1.0,1103,,,4.0,,3.0,1087.0,,,,,0.8666314095392573,0.5,,
0.0,4236,,,74.5,,6.0,91.669790898,1763425101.8363729,0.5225,0.0,1106,,,3.0,,3.0,1090.0,,,,,0.7106818908625715,0.5,,
0.0,4240,,,41.75,,6.0,91.709162293,1763425101.8757474,0.20500000000000007,1.0,1107,,,4.0,,3.0,1091.0,,,,,0.7133897952732433,0.5,,
0.0,4278,,,62.5,,5.0,92.099531442,1763425102.2661066,0.2675,0.0,1114,,,2.0,,3.0,1098.0,,,,,0.8329278180010558,0.5,,
0.0,4280,,,63.75,,5.0,92.120067994,1763425102.2866287,0.28,0.0,1115,,,2.0,,3.0,1099.0,,,,,0.8294877937619094,0.5,,
0.0,4292,,,46.25,,13.0,92.252485838,1763425102.418994,1.1350000000000002,0.0,1118,,,5.0,,3.0,1102.0,,,,,0.9217781728810897,0.5,,
0.0,4297,,,65.75,,12.0,92.33413943,1763425102.500376,1.205,0.0,1119,,,5.0,,3.0,1103.0,,,,,0.6758143236126326,0.5,,
0.0,4315,,,61.0,,8.0,92.700081257,1763425102.8662071,0.6575,2.0,1123,,,5.0,,3.0,1107.0,,,,,0.8254203474594021,0.5,,
0.0,4336,,,48.0,,42.0,93.149941917,1763425103.3159173,4.887500000000001,1.0,1125,,,16.0,,3.0,1109.0,,,,,1.5378617460617199,0.5,,
0.0,4376,,,48.75,,7.0,94.066616442,1763425104.232704,0.41,1.0,1132,,,5.0,,3.0,1116.0,,,,,0.9032441530394758,0.5,,
0.0,4382,,,55.25,,10.0,94.207921599,1763425104.3739402,0.8600000000000001,2.0,1133,,,6.0,,3.0,1117.0,,,,,1.1665547565373862,0.5,,
0.0,4394,,,49.25,,7.0,94.49943065,1763425104.6655705,0.405,1.0,1136,,,4.0,,3.0,1120.0,,,,,0.739509972887452,0.5,,
0.0,4412,,,74.0,,3.0,94.923035386,1763425105.0893314,0.14250000000000002,1.0,1139,,,3.0,,3.0,1123.0,,,,,0.7416999056222132,0.5,,
0.0,4436,,,63.25,,7.0,95.330853315,1763425105.4973104,0.535,0.0,1145,,,3.0,,3.0,1129.0,,,,,0.711143445445432,0.5,,
1.0,4527,,,39.75,,26.0,96.58485048,1763425106.7507844,2.775,3.0,1162,,,13.0,,3.0,1146.0,,,,,0.9812364648748023,0.5,,
0.0,4534,,,74.75,,5.0,96.706121791,1763425106.872265,0.39,0.0,1164,,,2.0,,3.0,1148.0,,,,,0.8234986338786482,0.5,,
0.0,4538,,,49.25,,5.0,96.781770883,1763425106.9479704,0.15500000000000003,2.0,1165,,,4.0,,3.0,1149.0,,,,,0.9011242977525353,0.5,,
0.0,4584,,,74.5,,18.0,97.759252095,1763425107.9251578,2.0524999999999998,0.0,1171,,,6.0,,3.0,1155.0,,,,,0.7106818908625714,0.5,,
0.0,4589,,,51.25,,9.0,97.877214926,1763425108.0432951,0.685,2.0,1172,,,5.0,,3.0,1156.0,,,,,0.9000694417654673,0.5,,
0.0,4599,,,35.75,,21.0,98.113145785,1763425108.2791977,2.0800000000000005,1.0,1173,,,10.0,,3.0,1157.0,,,,,0.5014977567247935,0.5,,
0.0,4658,,,65.25,,15.0,99.504099003,1763425109.6701388,1.6050000000000002,2.0,1181,,,8.0,,3.0,1165.0,,,,,1.5145048695860968,0.5,,
0.0,4662,,,66.0,,9.0,99.600184625,1763425109.766357,0.8225,1.0,1182,,,4.0,,3.0,1166.0,,,,,0.9183511038812988,0.5,,
0.0,4676,,,62.75,,6.0,99.94315533299999,1763425110.1091692,0.41500000000000004,0.0,1186,,,4.0,,3.0,1170.0,,,,,0.9722525392098496,0.5,,
0.0,4683,,,74.75,,5.0,100.112978607,1763425110.2789116,0.39,0.0,1188,,,2.0,,3.0,1172.0,,,,,0.8234986338786482,0.5,,
0.0,4724,,,50.0,,7.0,101.096393433,1763425111.2623851,0.42250000000000004,0.0,1194,,,5.0,,3.0,1178.0,,,,,0.22185299186623558,0.5,,
0.0,4732,,,62.5,,5.0,101.298663073,1763425111.4647596,0.2675,0.0,1197,,,2.0,,3.0,1181.0,,,,,0.8329278180010559,0.5,,
0.0,4736,,,63.5,,12.0,101.399324784,1763425111.5651386,1.1725,0.0,1198,,,4.0,,3.0,1182.0,,,,,0.7403504237859259,0.5,,
0.0,4840,,,63.5,,3.0,103.916731451,1763425114.0827982,0.027500000000000024,0.0,1213,,,2.0,,3.0,1197.0,,,,,0.7110687378868515,0.5,,
0.0,4851,,,49.0,,6.0,104.173934638,1763425114.339907,0.28750000000000003,1.0,1215,,,5.0,,3.0,1199.0,,,,,0.7396409601962293,0.5,,
0.0,4870,,,18.25,,9.0,104.651471376,1763425114.8175607,0.3550000000000001,0.0,1219,,,5.0,,3.0,1203.0,,,,,0.47273142480694047,0.5,,
0.0,4884,,,75.0,,20.0,105.000881602,1763425115.1669567,2.3175,0.0,1222,,,7.0,,3.0,1206.0,,,,,0.4373428289111418,0.5,,
0.0,4903,,,75.0,,6.0,105.449020989,1763425115.6151927,0.5175000000000001,0.0,1226,,,2.0,,3.0,1210.0,,,,,0.8703555308033608,0.5,,
0.0,4924,,,40.75,,17.0,105.94137691,1763425116.1075552,1.6075000000000004,0.0,1230,,,8.0,,2.0,1214.0,,,,,1.0000093749560552,0.5,,
0.0,4939,,,16.25,,13.0,106.292186347,1763425116.458318,0.8850000000000001,1.0,1232,,,10.0,,3.0,1216.0,,,,,1.058784680659859,0.5,,
0.0,4950,,,33.25,,9.0,106.557770362,1763425116.7238214,0.5050000000000001,1.0,1234,,,5.0,,3.0,1218.0,,,,,0.9644817261099352,0.5,,
,5000,,,,,,107.785579027,1763425117.9518461,,,1245,,0.0664035826921463,,,,,,1.553818941116333,,,,,,0.7116513848304749
1.0,5028,,,19.5,,34.0,108.462921091,1763425118.6287708,3.59,1.0,1249,,,15.0,,2.0,1229.0,,,,,1.6347782724271807,0.5,,
0.0,5032,,,73.75,,8.0,108.561293029,1763425118.7274354,0.7749999999999999,1.0,1250,,,4.0,,3.0,1230.0,,,,,0.8307075297600233,0.5,,
0.0,5055,,,74.75,,14.0,109.149103512,1763425119.3152015,1.545,1.0,1253,,,5.0,,3.0,1233.0,,,,,1.4611724744190877,0.5,,
0.0,5061,,,12.5,,9.0,109.303881066,1763425119.4697025,0.30500000000000005,3.0,1254,,,6.0,,2.0,1234.0,,,,,0.5526979283478454,0.5,,
1.0,5077,,,45.75,,16.0,109.696864461,1763425119.8627725,1.5450000000000002,2.0,1257,,,9.0,,3.0,1237.0,,,,,0.6071449579795587,0.5,,
0.0,5119,,,52.5,,17.0,110.770973311,1763425120.9369168,1.7174999999999998,2.0,1266,,,7.0,,3.0,1246.0,,,,,1.9379805855580698,0.5,,
0.0,5145,,,45.0,,29.0,111.420942047,1763425121.586651,3.2025,1.0,1269,,,13.0,,3.0,1249.0,,,,,0.9319703589707132,0.5,,
1.0,5150,,,40.75,,6.0,111.549500194,1763425121.715427,0.2050000000000001,3.0,1270,,,5.0,,3.0,1250.0,,,,,0.46306047121299393,0.5,,
0.0,5157,,,31.75,,13.0,111.732621757,1763425121.89848,1.01,0.0,1271,,,7.0,,3.0,1251.0,,,,,0.9889641045053152,0.5,,
0.0,5185,,,64.25,,6.0,112.446385068,1763425122.6124516,0.42000000000000004,1.0,1276,,,3.0,,3.0,1256.0,,,,,0.7520970682033005,0.5,,
0.0,5258,,,18.75,,20.0,114.273134422,1763425124.4391155,1.7625000000000002,0.0,1291,,,8.0,,2.0,1271.0,,,,,0.48463259279582094,0.5,,
0.0,5264,,,21.5,,10.0,114.422265078,1763425124.5883145,0.5225000000000002,0.0,1292,,,6.0,,3.0,1272.0,,,,,0.48147559647400623,0.5,,
0.0,5268,,,37.25,,7.0,114.521650542,1763425124.6878061,0.28250000000000003,3.0,1293,,,4.0,,2.0,1273.0,,,,,1.032602900441404,0.5,,
0.0,5290,,,29.5,,6.0,115.06047486,1763425125.2265215,0.08250000000000007,1.0,1298,,,4.0,,3.0,1278.0,,,,,0.7460353543901255,0.5,,
0.0,5301,,,27.25,,18.0,115.339120458,1763425125.5049598,1.6275000000000004,2.0,1299,,,11.0,,2.0,1279.0,,,,,0.7699797075248151,0.5,,
0.0,5333,,,62.75,,9.0,116.10754742,1763425126.273603,0.8,0.0,1305,,,5.0,,3.0,1285.0,,,,,0.8476732861191274,0.5,,
0.0,5366,,,51.75,,8.0,116.901088406,1763425127.0671463,0.555,1.0,1312,,,4.0,,3.0,1292.0,,,,,0.7941504895169428,0.5,,
0.0,5399,,,64.75,,16.0,117.687224067,1763425127.8533463,1.7049999999999998,2.0,1317,,,6.0,,3.0,1297.0,,,,,1.181746588740581,0.5,,
0.0,5413,,,25.75,,21.0,118.01521918,1763425128.181137,1.9600000000000002,0.0,1319,,,8.0,,3.0,1299.0,,,,,0.5194708846509111,0.5,,
0.0,5439,,,27.0,,7.0,118.570597786,1763425128.736726,0.19250000000000006,1.0,1324,,,5.0,,3.0,1304.0,,,,,0.9633632492471362,0.5,,
0.0,5456,,,49.0,,4.0,118.840281662,1763425129.0066085,0.017500000000000016,1.0,1328,,,3.0,,3.0,1308.0,,,,,0.8732518250768216,0.5,,
0.0,5499,,,49.5,,2.0,119.446706168,1763425129.613001,-0.24,0.0,1338,,,2.0,,2.0,1318.0,,,,,0.75,0.5,,
0.0,5504,,,30.25,,10.0,119.512018728,1763425129.6782846,0.6000000000000001,0.0,1339,,,5.0,,3.0,1319.0,,,,,0.06964194138592066,0.5,,
0.0,5506,,,62.0,,3.0,119.538940557,1763425129.7052517,0.012500000000000011,0.0,1340,,,2.0,,3.0,1320.0,,,,,0.7106818908625715,0.5,,
0.0,5552,,,66.0,,9.0,120.14322682,1763425130.3095233,0.8225,0.0,1349,,,4.0,,3.0,1329.0,,,,,0.4619185534269002,0.5,,
0.0,5575,,,63.75,,22.0,120.393887031,1763425130.5601058,2.505,1.0,1353,,,12.0,,3.0,1333.0,,,,,0.9249189153650174,0.5,,
0.0,5601,,,42.5,,14.0,120.692924341,1763425130.8589506,1.2425,1.0,1359,,,7.0,,3.0,1339.0,,,,,1.5871416918473285,0.5,,
0.0,5628,,,39.5,,12.0,121.13963619,1763425131.3057835,0.9600000000000001,2.0,1363,,,7.0,,2.0,1343.0,,,,,0.7449832212875671,0.5,,
